system:time_start,SO2_column_number_density
1-Jan-19,0.001
2-Jan-19,
3-Jan-19,
4-Jan-19,
5-Jan-19,
6-Jan-19,
6-Jan-19,0
7-Jan-19,
7-Jan-19,0
8-Jan-19,
8-Jan-19,0.001
9-Jan-19,
10-Jan-19,
11-Jan-19,
11-Jan-19,0.001
12-Jan-19,
12-Jan-19,0
13-Jan-19,
14-Jan-19,
15-Jan-19,
16-Jan-19,
16-Jan-19,0.001
17-Jan-19,
18-Jan-19,
18-Jan-19,0
19-Jan-19,
20-Jan-19,
20-Jan-19,0.001
21-Jan-19,
21-Jan-19,0.001
22-Jan-19,
22-Jan-19,0
23-Jan-19,
23-Jan-19,0.001
24-Jan-19,
24-Jan-19,0
25-Jan-19,
25-Jan-19,0.003
26-Jan-19,
26-Jan-19,0
27-Jan-19,
27-Jan-19,0
28-Jan-19,
29-Jan-19,
29-Jan-19,0
30-Jan-19,
30-Jan-19,0
30-Jan-19,0.001
31-Jan-19,
31-Jan-19,0
1-Feb-19,
1-Feb-19,0
2-Feb-19,
2-Feb-19,0
3-Feb-19,
4-Feb-19,
4-Feb-19,0
4-Feb-19,0.001
5-Feb-19,
5-Feb-19,0.001
6-Feb-19,
6-Feb-19,0
7-Feb-19,
7-Feb-19,0.001
8-Feb-19,
8-Feb-19,0
9-Feb-19,
10-Feb-19,
10-Feb-19,0.001
10-Feb-19,0
11-Feb-19,
12-Feb-19,
12-Feb-19,0
13-Feb-19,
13-Feb-19,0
14-Feb-19,
14-Feb-19,0.001
15-Feb-19,
15-Feb-19,0
16-Feb-19,
16-Feb-19,0
17-Feb-19,
17-Feb-19,0
18-Feb-19,
18-Feb-19,0
19-Feb-19,
19-Feb-19,0
20-Feb-19,
20-Feb-19,0.001
20-Feb-19,0
21-Feb-19,
21-Feb-19,0
22-Feb-19,
22-Feb-19,0
23-Feb-19,
23-Feb-19,0
24-Feb-19,
24-Feb-19,0.001
25-Feb-19,
25-Feb-19,0.001
25-Feb-19,0.003
26-Feb-19,
26-Feb-19,0.001
27-Feb-19,
28-Feb-19,
1-Mar-19,
1-Mar-19,0
2-Mar-19,
2-Mar-19,0
3-Mar-19,
3-Mar-19,0.001
3-Mar-19,0
4-Mar-19,
4-Mar-19,0
5-Mar-19,
5-Mar-19,0
6-Mar-19,
6-Mar-19,0
7-Mar-19,
7-Mar-19,0
8-Mar-19,
8-Mar-19,0.001
9-Mar-19,
9-Mar-19,0.001
10-Mar-19,
10-Mar-19,0.001
11-Mar-19,
11-Mar-19,0
12-Mar-19,
12-Mar-19,0.001
13-Mar-19,
13-Mar-19,0.001
13-Mar-19,0
14-Mar-19,
15-Mar-19,
16-Mar-19,
16-Mar-19,0
17-Mar-19,
18-Mar-19,
19-Mar-19,
19-Mar-19,0
20-Mar-19,
20-Mar-19,0
21-Mar-19,
21-Mar-19,0
22-Mar-19,
22-Mar-19,0
23-Mar-19,
23-Mar-19,0
24-Mar-19,
25-Mar-19,
26-Mar-19,
27-Mar-19,
27-Mar-19,0
28-Mar-19,
28-Mar-19,0
29-Mar-19,
29-Mar-19,0.002
29-Mar-19,-0.001
30-Mar-19,
30-Mar-19,0.001
