2	32.29828748	55.57148163	1414.882
3	32.29845665	55.57161424	1413.502
4	32.29860396	55.57173854	1412.472
5	32.29875113	55.57185834	1411.696
6	32.29889898	55.57197834	1410.898
7	32.29904851	55.57209991	1410.078
8	32.29919609	55.5722203	1409.031
9	32.29934333	55.57234065	1408.038
10	32.29948996	55.57246007	1407.186
11	32.2996393	55.57258189	1406.001
12	32.29978623	55.57270215	1405.174
13	32.29993366	55.57282233	1404.232
14	32.30008102	55.57294217	1403.15
15	32.3002283	55.57306278	1402.176
16	32.30037802	55.57318461	1401.006
17	32.30052471	55.57330571	1399.993
18	32.30067141	55.57342628	1399.226
19	32.30081967	55.57354724	1398.283
20	32.30096988	55.57366876	1397.071
21	32.30111787	55.57378839	1395.814
22	32.30126547	55.57390758	1394.668
23	32.30141581	55.57403014	1393.537
24	32.30156299	55.57415054	1392.523
25	32.30171197	55.57427107	1391.395
26	32.30185861	55.57439078	1390.192
27	32.30200581	55.57451016	1388.965
28	32.30215521	55.57463285	1387.887
29	32.30230271	55.57475412	1387.001
30	32.30245053	55.57487643	1386.051
31	32.3025971	55.57499578	1385.031
32	32.30274442	55.57511556	1383.867
33	32.3028917	55.57523561	1382.881
34	32.30303865	55.57535595	1382.038
35	32.3031884	55.57547891	1381.138
36	32.30333505	55.57559846	1380.165
37	32.30348229	55.57571865	1379.1
38	32.30363042	55.57584145	1378.124
39	32.30377668	55.57595956	1377.129
40	32.30392652	55.57608025	1376.033
41	32.30407397	55.57620203	1375.16
42	32.30421994	55.57632227	1374.348
43	32.30436801	55.57644331	1373.157
44	32.30451596	55.57656285	1371.914
45	32.30466415	55.57668406	1370.747
46	32.30481411	55.57680703	1369.705
47	32.30496114	55.57692733	1368.646
48	32.30510858	55.57704801	1367.601
49	32.30525655	55.57716951	1366.433
50	32.30540317	55.57728983	1365.202
51	32.30555282	55.57741193	1364.02
52	32.30569936	55.57753193	1362.824
53	32.30584691	55.57765276	1361.62
54	32.30599315	55.57777307	1360.644
55	32.30614194	55.57789493	1359.663
