2	32.31283284	55.57369344	1348.084
3	32.31299683	55.57337366	1349.713
4	32.31302353	55.5733205	1350.282
5	32.31312563	55.5731263	1350.984
6	32.31322097	55.57294699	1351.47
7	32.31331619	55.57276878	1352.213
8	32.31341189	55.57258681	1353.071
9	32.31350519	55.57240931	1353.713
10	32.3136009	55.57222756	1354.277
11	32.31369377	55.57204853	1354.903
12	32.31378713	55.57186916	1355.342
13	32.31388253	55.57168712	1356.02
14	32.31397695	55.57150848	1356.737
15	32.31407208	55.57132918	1357.533
16	32.31410774	55.5712602	1357.708
17	32.31421751	55.57105171	1357.383
18	32.31431341	55.57087013	1357.291
19	32.31440772	55.57068974	1357.353
20	32.31450305	55.57050996	1357.454
21	32.31459741	55.57032974	1357.852
22	32.31469209	55.57014884	1358.156
23	32.31478724	55.56996778	1358.258
24	32.31488168	55.56978821	1358.209
25	32.31497881	55.56960412	1358.047
26	32.31507474	55.56942321	1358.102
27	32.31516844	55.56924392	1358.007
28	32.31526466	55.56906165	1357.707
29	32.31536034	55.56888115	1357.385
30	32.31545468	55.56870086	1357.2
31	32.31554966	55.56851932	1357.067
32	32.31564424	55.56833841	1356.925
33	32.31573887	55.56815735	1357.006
34	32.31583265	55.56797724	1357.044
35	32.3159274	55.5677967	1356.935
36	32.31602148	55.56761709	1356.687
37	32.3161172	55.56743468	1356.363
38	32.31621164	55.56725395	1356.292
39	32.31630628	55.5670742	1356.179
40	32.31640098	55.56689292	1356.063
41	32.31649707	55.56670897	1356.02
42	32.31659188	55.56652853	1355.729
43	32.31668637	55.56634858	1355.418
44	32.31678224	55.56616623	1355.204
45	32.31687644	55.56598612	1355.148
46	32.31697137	55.56580575	1355.024
47	32.31706628	55.56562552	1354.869
48	32.31714888	55.56546964	1354.711
49	32.31697969	55.56533811	1354.088
50	32.31683406	55.56522734	1353.806
51	32.31681198	55.56520901	1353.624
52	32.31670386	55.565403	1353.201
53	32.31660401	55.56558961	1353.064
54	32.31650899	55.56576938	1353.087
55	32.31641386	55.56595133	1353.269
56	32.31631934	55.56613112	1353.462
57	32.31622487	55.56631181	1353.499
58	32.31612881	55.56649436	1353.457
59	32.31603473	55.5666722	1353.421
60	32.31593872	55.56685196	1353.255
61	32.31584225	55.56703522	1353.01
62	32.31574881	55.56721491	1352.915
