Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/20/2024 9:09:04 AM,,,,
,,,,
,,,,
Alignment Name: mojtame kashi,,,,
Description:,,,,
"Station Range: Start: -0+194.22, End: 0+376.89",,,,
,,,,
Point,Station,Offset,Elevation,Description
619,0+339.97,2.979m,"1,580.329m",
620,0+339.95,4.964m,"1,580.484m",
621,0+340.07,6.768m,"1,580.441m",
622,0+340.03,8.157m,"1,580.513m",
623,0+339.92,9.513m,"1,580.465m",
624,0+340.04,11.182m,"1,580.468m",
625,0+339.95,13.117m,"1,580.522m",
626,0+339.95,14.838m,"1,580.512m",
627,0+339.98,16.804m,"1,580.441m",
628,0+339.98,18.371m,"1,580.454m",
629,0+339.98,19.990m,"1,580.359m",
630,0+359.89,-19.873m,"1,580.219m",
631,0+360.02,-17.012m,"1,580.015m",
632,0+360.35,-13.625m,"1,580.058m",
633,0+360.06,-10.452m,"1,580.116m",
634,0+359.97,-7.698m,"1,580.196m",
635,0+360.00,-5.469m,"1,580.042m",
636,0+360.05,-3.492m,"1,580.110m",
637,0+359.96,-1.853m,"1,580.163m",
638,0+360.01,-0.008m,"1,580.326m",
639,0+359.97,1.734m,"1,580.471m",
640,0+359.99,5.224m,"1,580.447m",
641,0+360.21,7.812m,"1,580.402m",
642,0+360.23,10.777m,"1,580.306m",
643,0+360.04,13.110m,"1,580.277m",
644,0+359.94,15.695m,"1,580.225m",
645,0+359.97,18.029m,"1,580.224m",
646,0+359.91,19.900m,"1,580.262m",
647,0+360.03,3.190m,"1,580.549m",
648,0+376.86,-20.011m,"1,580.034m",
649,0+376.82,-17.933m,"1,580.068m",
650,0+376.86,-15.605m,"1,580.074m",
651,0+376.83,-12.441m,"1,580.057m",
652,0+376.85,-10.267m,"1,580.095m",
653,0+376.84,-8.202m,"1,580.124m",
654,0+376.84,-5.757m,"1,580.101m",
655,0+376.87,-4.024m,"1,580.072m",
656,0+376.86,-1.806m,"1,580.091m",
657,0+376.88,-0.994m,"1,580.084m",
658,0+376.89,0.000m,"1,580.123m",
659,0+376.88,-3.045m,"1,580.065m",
660,0+376.86,0.851m,"1,580.115m",
661,0+376.87,2.766m,"1,580.162m",
662,0+376.84,1.624m,"1,580.107m",
663,0+376.86,4.137m,"1,580.174m",
664,0+376.84,6.628m,"1,580.181m",
665,0+376.86,8.334m,"1,580.157m",
666,0+376.86,9.365m,"1,580.145m",
667,0+376.85,10.902m,"1,580.127m",
668,0+376.86,13.126m,"1,580.136m",
669,0+376.81,16.302m,"1,580.177m",
670,0+376.84,19.938m,"1,580.165m",
671,0+376.84,17.858m,"1,580.176m",
,,,,
Out of Range: The Point is not adjacent to alignment.,,,,
