chainage	19540.0
-14.991	1245.704
-14.975	1246.391
-13.759	1245.825
-12.629	1245.929
-11.758	1246.229
-11.239	1246.724
-10.782	1247.168
-10.284	1247.685
-9.837	1248.158
-8.86	1248.676
-6.415	1248.919
-3.954	1249.002
-3.8	1249.019
-2.746	1249.022
-2.576	1249.023
-1.732	1249.026
0	1249.031
1.428	1248.977
2.001	1248.95
2.277	1248.935
4.797	1249.17
6.192	1249.109
6.895	1249.077
7.731	1249.126
8.729	1249.164
9.753	1249.212
13.671	1250.802
14.994	1251.387
chainage	19560.0
-14.953	1248.802
-12.367	1249.057
-10.104	1249.247
-9.578	1249.176
-6.628	1249.333
-4.105	1249.445
-2.626	1249.465
0	1249.502
0.813	1249.479
1.598	1249.423
2.414	1249.285
4.474	1249.679
5.399	1249.861
5.976	1249.686
7.477	1249.66
10.254	1249.743
12.757	1249.959
14.856	1251.044
chainage	19580.0
-14.986	1248.648
-11.54	1249.228
-9.802	1249.559
-8.324	1249.588
-6.739	1249.7
-2.99	1249.828
0	1249.896
0.609	1249.887
2.203	1249.804
5.116	1250.117
6.63	1250.099
11.359	1250.279
14.975	1251.059
chainage	19600.0
-15.01	1249.154
-10.717	1249.716
-8.748	1249.702
-6.842	1249.921
-6.245	1249.979
-3.119	1250.104
0	1250.151
0.862	1250.169
2.376	1250.143
4.638	1250.42
5.975	1250.751
7.204	1250.515
8.798	1250.549
11.327	1250.549
14.738	1251.787
chainage	19620.0
-15.028	1249.77
-11.608	1249.895
-9.853	1250.214
-9.542	1250.183
-9.416	1250.076
-8.589	1250.046
-7.279	1250.2
-6.389	1250.275
-3.128	1250.433
0	1250.47
0.63	1250.462
1.413	1250.469
3.328	1250.441
4.87	1250.8
5.501	1251.076
6.66	1251.019
7.755	1250.62
12.004	1250.874
12.503	1250.763
14.844	1251.629
chainage	19640.0
-14.933	1250.172
-10.874	1250.362
-8.994	1250.549
-7.026	1250.627
-6.215	1250.703
-1.759	1250.881
0	1250.916
2.668	1250.866
3.948	1250.895
5.686	1251.266
9.729	1250.979
10.793	1250.953
11.359	1251.072
12.164	1251.239
15.004	1251.195
chainage	19660.0
-14.891	1251.003
-11.891	1250.745
-10.714	1250.81
-9.265	1250.882
-7.782	1251.008
-5.891	1251.241
-2.552	1251.365
0	1251.388
1.282	1251.406
2.793	1251.382
6.879	1251.736
7.711	1251.548
12.249	1251.825
13.313	1251.861
14.938	1252.504
chainage	19680.0
-14.979	1251.705
-13.927	1251.637
-13.714	1251.539
-10.962	1251.567
-9.439	1251.538
-7.925	1251.612
-5.609	1251.865
-2.082	1251.976
0	1251.986
1.792	1251.999
2.772	1251.972
3.787	1251.902
4.838	1252.108
7.243	1252.647
8.107	1252.36
10.476	1252.116
13.148	1252.198
14.957	1253.005
chainage	19700.0
-14.89	1251.7
-12.628	1251.567
-12.014	1251.626
-11.141	1251.674
-9.368	1252.089
-8.38	1252.022
-7.658	1252.011
-7.248	1252.105
-4.684	1252.454
-1.397	1252.577
0	1252.582
2.488	1252.59
3.997	1252.518
8.878	1252.966
11.38	1253.185
15.032	1253.972
chainage	19720.0
-15.0	1252.546
-13.602	1252.868
-12.203	1252.677
-10.511	1252.752
-8.471	1253.003
-6.743	1252.899
-4.989	1253.121
-4.348	1253.173
-0.972	1253.258
0	1253.262
2.873	1253.316
3.715	1253.274
4.405	1253.074
6.438	1253.549
9.372	1253.219
13.071	1253.439
13.788	1253.614
14.918	1254.263
chainage	19740.0
-14.957	1253.03
-11.43	1252.983
-10.94	1252.981
-7.868	1253.31
-6.718	1253.271
-3.699	1253.623
0	1253.733
3.316	1253.744
4.271	1253.649
5.384	1253.453
6.921	1253.978
7.884	1253.796
8.396	1253.815
10.41	1254.192
10.97	1254.139
11.188	1254.096
11.823	1254.073
13.818	1254.445
15.041	1255.035
chainage	19760.0
-15.005	1253.818
-8.281	1253.974
-5.949	1253.861
-3.798	1254.03
0	1254.16
3.831	1254.184
5.472	1253.925
8.894	1254.622
14.924	1255.98
chainage	19780.0
-14.943	1253.903
-7.786	1254.339
-4.293	1254.502
0	1254.648
3.638	1254.704
4.352	1254.54
14.97	1256.179
chainage	19800.0
-14.995	1254.418
-12.984	1254.614
-11.562	1254.53
-9.509	1254.69
-8.59	1254.751
-7.728	1254.827
-6.363	1254.872
-4.842	1255.056
