chainage,0.0
-15.015,0.0
-13.421,0.0
0,0.0
15.039,0.0
chainage,20.0
-15.065,1323.771
0,1323.771
9.126,1323.883
12.194,1323.945
15.031,1324.316
18.982,1325.261
chainage,40.0
-14.998,1324.701
0,1325.277
4.728,1325.706
8.001,1325.803
10.529,1325.879
15.105,1326.026
chainage,60.0
-14.953,1325.097
-11.401,1325.661
-6.288,1325.971
0,1326.166
7.884,1326.433
9.581,1326.445
15.11,1326.454
chainage,70.0
-18.792,1324.596
-16.854,1324.576
-14.678,1324.806
-11.81,1324.264
-11.36,1324.233
-9.742,1324.543
-8.982,1324.709
-4.332,1325.584
-1.98,1326.183
0,1326.402
1.462,1326.46
3.168,1326.49
8.953,1326.658
19.636,1327.12
chainage,80.0
-23.498,1329.642
-21.767,1329.331
-20.659,1326.757
-18.262,1325.716
-16.372,1325.176
-14.85,1325.02
-10.791,1325.193
-7.702,1325.277
-4.426,1325.313
0,1325.274
4.429,1325.214
6.85,1325.425
8.233,1326.289
15.106,1327.017
chainage,94.87
-20.252,1330.283
-16.56,1330.268
-13.795,1331.505
-13.297,1331.385
-12.446,1330.649
-10.692,1328.692
-6.962,1328.128
-2.56,1326.232
0,1325.977
1.726,1325.741
3.149,1325.603
5.634,1325.944
10.697,1325.976
12.649,1326.175
16.109,1326.009
18.877,1326.2
21.687,1326.148
24.043,1325.821
chainage,100.0
-14.945,1330.743
-12.724,1330.769
-11.885,1330.998
-11.088,1331.212
-10.159,1331.105
-7.221,1328.694
-4.05,1328.373
0,1327.492
8.548,1326.016
10.638,1326.286
12.952,1326.165
14.808,1326.264
15.405,1326.23
16.068,1326.162
16.686,1326.209
18.261,1326.286
chainage,120.0
-18.161,1330.672
-14.898,1330.893
-12.572,1331.037
-11.634,1331.173
-8.897,1331.048
-7.496,1330.763
-4.604,1330.816
-2.251,1331.292
0,1330.272
4.779,1329.359
6.281,1329.709
8.596,1329.198
10.729,1329.291
15.124,1329.274
chainage,140.0
-17.156,1331.23
-14.864,1331.321
-12.884,1331.285
-11.458,1331.475
-10.208,1331.69
-8.424,1331.857
-7.176,1331.788
0,1331.989
14.209,1332.497
15.169,1332.619
18.072,1331.846
chainage,160.0
-17.891,1331.438
-14.897,1331.502
-5.193,1331.87
0,1332.063
5.842,1332.263
9.049,1332.433
14.786,1332.799
16.271,1333.152
18.532,1333.978
20.704,1333.453
22.278,1333.509
chainage,170.61
-22.971,1335.783
-20.483,1336.118
-19.451,1333.051
-17.665,1331.848
-16.019,1331.79
-11.947,1331.925
-6.997,1332.005
0,1332.162
5.193,1333.174
6.089,1334.073
6.836,1334.528
10.424,1334.44
14.767,1333.436
16.828,1333.132
19.125,1333.006
19.962,1332.999
23.771,1333.3
chainage,174.23
-23.873,1335.799
-20.408,1336.106
-17.646,1336.3
-14.325,1332.742
-13.476,1332.672
-11.66,1332.765
-9.4,1332.624
-6.934,1332.229
-4.373,1332.234
0,1332.247
4.05,1332.238
6.662,1332.676
7.919,1333.651
9.023,1338.203
10.055,1337.523
10.582,1337.521
11.159,1337.287
12.393,1336.935
13.596,1336.263
14.879,1335.501
17.92,1333.638
19.857,1333.471
21.115,1333.237
21.59,1333.288
23.501,1333.36
chainage,178.99
-23.441,1336.073
-18.648,1336.54
-15.403,1336.489
-13.454,1336.788
-11.017,1336.903
-8.983,1337.087
-6.388,1337.347
-4.357,1336.164
-2.126,1333.54
0,1333.438
0.965,1333.399
3.03,1333.3
4.369,1333.407
5.307,1338.372
7.827,1338.368
