chainage	-194.22
-20.0	1584.312
-19.514	1584.314
-18.977	1584.584
-18.031	1584.308
-16.776	1584.265
-14.529	1584.241
-13.334	1584.259
-11.654	1584.129
-9.161	1584.261
-7.133	1584.274
-6.22	1584.283
-4.277	1584.542
0	1584.303
2.513	1584.407
3.259	1584.535
4.897	1584.374
6.431	1584.058
7.667	1584.085
9.271	1583.997
15.226	1583.994
19.989	1583.962
chainage	-180.0
-19.996	1584.171
-18.765	1584.155
-17.086	1584.162
-14.055	1584.213
-12.949	1584.101
-11.943	1584.096
-10.766	1584.186
-9.858	1584.244
-9.277	1584.362
-7.771	1584.183
-6.351	1584.264
-4.749	1584.404
0	1584.22
2.155	1584.338
4.788	1584.28
5.728	1584.094
6.964	1584.115
9.896	1584.042
14.453	1583.979
19.95	1583.881
chainage	-160.0
-19.847	1583.986
-17.11	1584.028
-15.149	1583.962
-14.483	1584.0
-12.856	1584.034
-11.043	1583.911
-8.896	1584.057
-7.083	1584.192
-6.085	1584.267
-3.199	1584.047
0	1584.132
0.906	1584.174
1.831	1584.351
3.052	1584.224
3.829	1584.024
4.235	1584.111
6.085	1583.89
8.524	1583.703
12.288	1583.699
16.65	1583.727
19.936	1583.822
chainage	-140.0
-19.997	1584.039
-17.843	1584.035
-16.194	1583.981
-14.635	1584.11
-13.01	1583.908
-11.955	1584.199
-10.787	1584.153
-9.503	1584.021
-8.38	1584.268
-7.602	1584.191
-6.205	1584.086
-2.883	1584.085
0	1584.21
1.216	1584.18
2.224	1583.953
5.684	1583.845
6.852	1583.842
7.562	1584.067
9.093	1584.575
10.217	1584.803
11.683	1584.749
13.264	1584.049
13.82	1583.929
14.112	1583.911
14.687	1583.894
15.316	1583.904
17.155	1583.944
19.913	1584.329
chainage	-120.0
-19.555	1584.037
-17.007	1584.116
-13.957	1584.187
-11.742	1584.062
-10.341	1584.074
-9.695	1584.058
-7.99	1584.065
-6.904	1583.991
-5.675	1583.886
-3.449	1584.138
-1.43	1584.044
0	1584.062
2.058	1584.029
4.151	1584.002
6.816	1583.954
9.292	1583.88
10.501	1583.854
12.02	1583.839
13.187	1583.851
14.577	1583.723
15.905	1583.575
18.048	1583.557
20.001	1583.523
chainage	-100.0
-20.045	1584.206
-17.754	1584.054
-14.598	1583.959
-11.104	1584.178
-7.676	1583.627
-3.972	1583.617
-1.739	1583.613
0	1583.635
3.686	1583.621
5.308	1583.582
8.818	1583.596
12.522	1583.568
15.868	1583.551
19.845	1583.46
chainage	-80.0
-20.052	1584.133
-16.056	1583.81
-12.181	1583.669
-9.067	1583.643
-5.006	1583.68
-2.693	1583.65
0	1583.633
2.689	1583.61
5.063	1583.559
7.767	1583.547
9.243	1583.55
11.963	1583.576
15.938	1583.792
20.065	1583.393
chainage	-60.0
-20.05	1583.472
-17.858	1583.452
-16.511	1583.459
-15.197	1583.497
-11.181	1583.526
-7.379	1583.45
-3.565	1583.414
0	1583.425
2.396	1583.451
4.217	1583.506
5.101	1583.523
6.037	1583.311
6.999	1583.491
7.692	1583.532
8.753	1583.378
11.114	1583.322
14.072	1583.37
17.578	1583.453
19.908	1583.438
chainage	-40.0
-20.036	1583.563
-19.148	1583.363
-17.725	1583.313
-16.368	1583.231
-14.995	1583.073
-13.797	1583.16
-12.554	1583.322
-11.175	1583.349
-8.765	1583.37
-5.38	1583.313
-2.151	1583.319
0	1583.336
3.195	1583.246
5.269	1583.264
8.655	1583.27
10.653	1583.287
14.644	1583.171
17.39	1583.201
20.004	1583.243
chainage	-20.0
-19.674	1583.186
-17.589	1583.166
-15.45	1583.171
-13.259	1583.152
-10.829	1583.14
-7.809	1583.19
-5.805	1583.252
-4.467	1583.182
-2.09	1583.109
0	1583.047
2.214	1583.149
3.364	1583.21
5.126	1583.204
8.119	1583.183
11.674	1583.137
15.52	1583.024
19.903	1583.107
chainage	0.0
-20.034	1583.103
-17.36	1583.099
-13.807	1583.16
-12.471	1583.141
-10.092	1583.103
-7.608	1583.126
-5.843	1583.114
-3.011	1583.105
-1.476	1583.074
0	1583.041
1.125	1583.007
1.746	1582.995
2.963	1583.003
4.409	1582.99
6.108	1582.931
7.117	1582.91
7.786	1582.886
8.616	1582.939
11.412	1582.933
13.005	1582.903
15.439	1583.073
17.977	1582.946
19.969	1582.97
chainage	20.0
-19.943	1582.953
-17.429	1582.938
-14.001	1582.936
-8.023	1582.944
-3.202	1582.957
-1.565	1582.957
0	1582.93
0.956	1582.92
2.441	1582.948
4.93	1582.92
8.238	1582.897
10.661	1582.881
13.98	1582.851
15.972	1582.812
16.988	1582.671
18.914	1582.689
20.047	1582.774
chainage	40.0
-19.937	1582.768
-18.254	1582.774
-15.207	1582.795
-12.082	1582.822
-9.621	1582.787
-6.469	1582.798
-4.251	1582.81
-1.739	1582.825
0	1582.811
1.842	1582.812
5.931	1582.79
8.604	1582.814
11.623	1582.704
13.279	1582.673
14.294	1582.681
15.871	1582.667
17.955	1582.668
19.933	1582.659
chainage	60.0
-20.05	1582.652
-18.352	1582.651
-15.838	1582.658
-12.678	1582.614
-9.282	1582.613
-7.245	1582.63
-3.17	1582.621
0	1582.635
1.839	1582.621
2.555	1582.622
2.829	1582.631
4.729	1582.631
6.031	1582.609
7.293	1582.566
8.165	1582.571
8.842	1582.579
9.636	1582.585
10.378	1582.607
11.016	1582.612
12.175	1582.617
13.425	1582.619
14.22	1582.637
15.95	1582.571
17.213	1582.413
18.814	1582.428
20.012	1582.439
chainage	80.0
-20.015	1582.491
-18.037	1582.459
-14.977	1582.461
-12.544	1582.482
-9.784	1582.456
-7.076	1582.457
-4.173	1582.437
-1.634	1582.431
0	1582.435
1.975	1582.461
3.356	1582.45
4.878	1582.441
6.78	1582.46
8.458	1582.445
10.541	1582.463
12.377	1582.391
13.287	1582.454
14.55	1582.485
16.333	1582.47
18.325	1582.459
19.939	1582.481
chainage	100.0
-20.004	1582.302
-17.026	1582.294
-13.932	1582.316
-11.038	1582.308
-7.581	1582.321
-4.934	1582.299
-2.204	1582.291
0	1582.29
1.652	1582.285
4.561	1582.292
6.002	1582.277
8.219	1582.268
10.872	1582.261
14.773	1582.278
19.986	1582.298
chainage	120.0
-19.619	1582.124
-16.293	1582.101
-13.097	1582.102
-10.467	1582.12
-7.921	1582.171
-5.502	1582.107
-3.345	1582.126
-1.434	1582.083
0	1582.094
2.247	1582.114
3.641	1582.113
6.126	1582.163
8.976	1582.147
10.135	1582.123
10.838	1582.115
11.931	1582.154
12.452	1582.203
13.22	1582.193
13.897	1582.158
14.964	1582.152
16.175	1582.102
16.696	1582.082
18.453	1582.033
20.002	1582.048
chainage	140.0
-19.951	1581.982
-18.049	1581.982
-16.316	1581.985
-14.277	1581.96
-12.375	1581.973
-10.235	1581.953
-7.996	1581.951
-5.04	1581.951
-1.951	1581.946
0	1581.947
1.766	1581.96
2.178	1581.954
3.418	1581.951
4.168	1581.955
4.628	1581.931
4.708	1581.931
5.038	1581.963
6.072	1581.958
8.263	1581.945
9.945	1581.937
12.297	1581.952
14.757	1581.991
16.305	1581.99
18.123	1581.93
19.834	1581.961
chainage	160.0
-20.068	1581.829
-17.504	1581.823
-14.8	1581.827
-13.386	1581.806
-9.701	1581.792
-7.242	1581.787
-3.997	1581.794
-1.175	1581.793
-0.561	1581.854
0	1581.699
0.599	1581.668
1.1	1581.716
1.475	1581.83
1.969	1581.87
2.451	1581.811
4.655	1581.783
6.001	1581.795
7.709	1581.808
9.543	1581.797
11.615	1581.799
14.029	1581.778
17.104	1581.805
20.027	1581.788
chainage	180.0
-19.948	1581.557
-17.951	1581.634
-14.671	1581.648
-13.157	1581.645
-11.097	1581.664
-9.121	1581.633
-6.809	1581.637
-5.21	1581.627
-2.308	1581.637
0	1581.629
1.571	1581.627
3.016	1581.64
4.006	1581.633
6.283	1581.609
7.819	1581.608
9.603	1581.624
10.318	1581.618
11.439	1581.626
12.701	1581.622
13.534	1581.611
14.846	1581.627
15.772	1581.619
16.384	1581.639
17.723	1581.636
19.941	1581.641
chainage	200.0
-19.926	1581.456
-17.841	1581.466
-16.054	1581.462
-13.888	1581.465
-11.371	1581.475
-8.942	1581.506
-6.194	1581.489
-2.886	1581.502
-1.435	1581.486
0	1581.476
0.978	1581.478
2.002	1581.486
3.795	1581.488
6.028	1581.508
7.462	1581.476
9.441	1581.48
11.484	1581.49
13.372	1581.483
15.481	1581.504
17.173	1581.531
18.774	1581.833
19.946	1581.541
chainage	220.0
-19.958	1581.327
-17.855	1581.316
-15.292	1581.322
-12.578	1581.317
-10.287	1581.322
-6.943	1581.322
-3.81	1581.365
-1.75	1581.339
0	1581.324
1.542	1581.337
3.209	1581.338
4.602	1581.351
6.787	1581.352
8.519	1581.339
10.615	1581.343
11.474	1581.261
12.19	1581.277
12.854	1581.288
13.375	1581.293
14.703	1581.261
15.849	1581.326
16.681	1581.322
17.319	1581.326
18.92	1581.296
19.987	1581.291
chainage	240.0
-19.944	1581.193
-18.554	1581.179
-17.413	1581.204
-16.139	1581.243
