Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/7/2024 10:32:13 AM,,,,
,,,,
,,,,
Alignment Name: en-d19,,,,
Description:,,,,
"Station Range: Start: 17+125.67, End: 23+797.40",,,,
,,,,
Point,Station,Offset,Elevation,Description
558,19+054.03,-8.344m,"1,109.455m",
559,19+054.06,-9.450m,"1,109.402m",
560,19+054.10,-12.752m,"1,109.438m",
561,19+054.28,-16.086m,"1,109.389m",
562,19+060.03,-16.145m,"1,109.375m",
563,19+060.02,-12.825m,"1,109.361m",
564,19+060.07,-9.392m,"1,109.347m",
565,19+060.05,-6.394m,"1,108.799m",
566,19+060.00,-2.326m,"1,107.840m",
567,19+059.97,0.056m,"1,107.421m",
568,19+059.95,7.088m,"1,106.393m",
569,19+059.85,11.903m,"1,106.311m",
570,19+060.08,15.137m,"1,105.884m",
571,19+060.06,19.428m,"1,105.655m",
572,19+059.90,23.650m,"1,105.288m",
573,19+059.77,28.094m,"1,104.899m",
574,19+059.74,31.887m,"1,104.702m",
575,19+080.06,-15.976m,"1,109.293m",
576,19+080.03,-12.789m,"1,109.260m",
577,19+079.98,-9.437m,"1,109.263m",
578,19+080.02,-6.993m,"1,109.185m",
579,19+080.02,-4.042m,"1,108.342m",
580,19+080.02,0.026m,"1,107.227m",
581,19+080.01,6.690m,"1,106.402m",
582,19+080.07,12.052m,"1,106.182m",
583,19+080.02,15.022m,"1,106.524m",
584,19+079.91,17.536m,"1,106.116m",
585,19+079.95,22.039m,"1,105.897m",
586,19+079.79,26.872m,"1,105.631m",
587,19+100.06,-16.122m,"1,109.205m",
588,19+100.01,-12.831m,"1,109.209m",
589,19+100.01,-9.402m,"1,109.208m",
590,19+100.01,-4.876m,"1,108.352m",
591,19+099.96,0.058m,"1,106.737m",
592,19+100.00,1.792m,"1,106.362m",
593,19+300.00,-9.350m,"1,108.530m",
594,19+299.99,-7.246m,"1,108.384m",
595,19+300.06,-4.794m,"1,107.410m",
596,19+300.00,0.050m,"1,105.980m",
597,19+299.99,5.142m,"1,105.613m",
598,19+299.99,6.503m,"1,105.526m",
599,19+300.07,11.957m,"1,105.501m",
600,19+300.01,15.169m,"1,105.440m",
601,19+300.10,18.755m,"1,105.278m",
602,19+299.98,22.456m,"1,105.083m",
603,19+299.89,26.194m,"1,104.915m",
604,19+320.01,-16.033m,"1,108.465m",
605,19+320.04,-12.709m,"1,108.495m",
606,19+320.04,-9.253m,"1,108.473m",
607,19+319.99,-6.579m,"1,108.102m",
608,19+319.96,-4.571m,"1,107.462m",
609,19+319.97,0.099m,"1,106.331m",
610,19+320.00,0.755m,"1,106.231m",
611,19+320.00,5.917m,"1,105.683m",
612,19+320.08,12.125m,"1,105.354m",
613,19+320.03,15.015m,"1,105.596m",
614,19+320.09,19.247m,"1,105.120m",
615,19+319.92,24.987m,"1,104.839m",
616,19+319.98,30.923m,"1,104.597m",
617,19+320.15,37.150m,"1,104.244m",
618,19+333.90,18.188m,"1,104.901m",
619,19+333.91,14.636m,"1,105.154m",
620,19+334.18,11.281m,"1,105.307m",
621,19+333.72,5.738m,"1,105.495m",
622,19+334.09,3.232m,"1,105.989m",
623,19+334.16,0.079m,"1,106.716m",
624,19+334.29,-2.594m,"1,107.147m",
625,19+334.14,-5.677m,"1,107.881m",
626,19+334.10,-7.974m,"1,108.438m",
627,19+334.01,-9.239m,"1,108.427m",
628,19+333.87,-16.052m,"1,108.436m",
629,19+333.92,-12.889m,"1,108.439m",
630,19+337.58,18.813m,"1,105.003m",
631,19+337.66,15.098m,"1,105.192m",
632,19+337.82,10.307m,"1,105.218m",
633,19+337.97,6.122m,"1,105.413m",
634,19+338.00,1.927m,"1,105.618m",
635,19+338.35,-2.588m,"1,106.040m",
636,19+338.34,-6.310m,"1,106.368m",
637,19+338.52,-7.466m,"1,106.455m",
638,19+338.46,-7.886m,"1,108.373m",
639,19+338.41,-8.288m,"1,108.480m",
640,19+338.37,0.050m,"1,105.756m",
641,19+338.29,-9.294m,"1,108.419m",
642,19+338.19,-12.843m,"1,108.449m",
643,19+337.96,-16.107m,"1,108.425m",
644,19+340.02,-15.967m,"1,108.450m",
645,19+340.08,-12.800m,"1,108.451m",
646,19+340.00,-8.254m,"1,108.470m",
647,19+340.08,-7.889m,"1,107.961m",
648,19+340.00,-7.369m,"1,105.989m",
649,19+340.02,-2.604m,"1,105.797m",
650,19+340.08,0.023m,"1,105.731m",
651,19+339.92,5.117m,"1,105.547m",
652,19+340.05,10.029m,"1,105.371m",
653,19+340.02,15.100m,"1,105.147m",
654,19+340.07,22.370m,"1,104.860m",
655,19+340.05,25.262m,"1,105.371m",
656,19+344.41,24.205m,"1,104.755m",
657,19+344.71,18.637m,"1,105.054m",
658,19+344.66,13.950m,"1,105.203m",
659,19+344.56,9.819m,"1,105.300m",
660,19+344.57,8.911m,"1,105.342m",
661,19+344.55,6.123m,"1,105.667m",
662,19+344.12,1.332m,"1,105.949m",
663,19+344.02,-0.004m,"1,106.063m",
664,19+344.10,-2.380m,"1,106.471m",
665,19+343.89,-5.191m,"1,106.994m",
666,19+344.06,-7.356m,"1,107.770m",
667,19+344.03,-8.300m,"1,108.423m",
668,19+344.04,-9.275m,"1,108.388m",
669,19+344.21,-12.684m,"1,108.417m",
670,19+343.98,-16.057m,"1,108.438m",
671,19+359.98,-15.979m,"1,108.347m",
672,19+359.93,-12.782m,"1,108.376m",
673,19+359.99,-9.203m,"1,108.313m",
674,19+360.01,0.059m,"1,106.522m",
675,19+360.02,6.193m,"1,105.451m",
676,19+360.12,11.852m,"1,105.323m",
677,19+360.02,12.729m,"1,105.496m",
678,19+360.02,15.317m,"1,105.213m",
679,19+360.17,21.398m,"1,104.997m",
680,19+360.06,25.457m,"1,104.739m",
681,19+380.17,-16.059m,"1,108.300m",
682,19+380.09,-12.777m,"1,108.310m",
683,19+380.06,-9.059m,"1,108.246m",
684,19+380.14,-2.951m,"1,106.502m",
685,19+380.02,0.198m,"1,105.978m",
686,19+380.12,15.125m,"1,105.110m",
687,19+380.04,12.589m,"1,105.240m",
688,19+380.08,5.719m,"1,105.313m",
689,19+380.08,3.023m,"1,105.475m",
690,19+380.22,21.178m,"1,104.813m",
691,19+380.07,27.986m,"1,104.468m",
692,19+379.88,36.000m,"1,103.751m",
693,19+400.18,-16.155m,"1,108.256m",
694,19+400.08,-12.808m,"1,108.316m",
695,19+400.06,-9.124m,"1,108.264m",
696,19+399.99,-6.517m,"1,107.691m",
697,19+399.99,-2.309m,"1,106.104m",
698,19+400.03,-0.009m,"1,105.803m",
699,19+400.05,4.100m,"1,105.306m",
700,19+400.02,5.655m,"1,105.317m",
701,19+399.92,12.398m,"1,105.148m",
702,19+400.03,15.478m,"1,105.044m",
703,19+400.16,21.560m,"1,104.651m",
704,19+399.88,25.882m,"1,104.792m",
705,19+399.78,30.713m,"1,104.487m",
706,19+399.91,34.225m,"1,104.431m",
707,19+420.09,-15.933m,"1,108.159m",
708,19+420.11,-12.902m,"1,108.155m",
709,19+420.13,-9.309m,"1,108.142m",
710,19+420.08,-4.208m,"1,106.625m",
711,19+420.13,0.080m,"1,105.712m",
712,19+420.12,6.359m,"1,105.246m",
713,19+100.00,6.163m,"1,106.328m",
714,19+100.06,12.412m,"1,106.097m",
715,19+100.03,14.963m,"1,106.343m",
716,19+099.96,19.437m,"1,105.808m",
717,19+099.62,24.653m,"1,105.612m",
718,19+099.29,31.458m,"1,105.300m",
719,19+099.04,38.492m,"1,105.029m",
720,19+120.10,-16.101m,"1,109.160m",
721,19+120.05,-12.803m,"1,109.165m",
722,19+119.98,-9.268m,"1,109.120m",
723,19+119.99,-5.147m,"1,108.257m",
724,19+119.98,-2.323m,"1,107.409m",
725,19+120.00,-0.074m,"1,106.665m",
726,19+119.96,4.837m,"1,105.965m",
727,19+119.98,7.154m,"1,106.005m",
728,19+120.04,13.422m,"1,106.201m",
729,19+119.94,16.377m,"1,106.081m",
730,19+119.82,20.940m,"1,105.737m",
731,19+119.44,27.125m,"1,105.409m",
732,19+140.02,-15.921m,"1,109.108m",
733,19+140.04,-12.730m,"1,109.089m",
734,19+140.00,-9.379m,"1,109.093m",
735,19+140.02,-6.442m,"1,108.529m",
736,19+139.99,-3.704m,"1,107.600m",
737,19+140.01,-0.352m,"1,106.593m",
738,19+140.00,-0.001m,"1,106.483m",
739,19+140.06,1.689m,"1,106.119m",
740,19+139.96,5.622m,"1,106.081m",
741,19+140.12,13.197m,"1,106.147m",
742,19+140.04,16.323m,"1,105.812m",
743,19+140.06,22.948m,"1,105.511m",
744,19+139.82,27.388m,"1,105.381m",
745,19+160.09,-16.001m,"1,109.012m",
746,19+160.05,-12.845m,"1,109.016m",
747,19+159.92,-9.437m,"1,109.040m",
748,19+159.93,-5.758m,"1,108.150m",
749,19+160.09,-2.241m,"1,107.076m",
750,19+160.04,0.048m,"1,106.378m",
751,19+159.99,5.064m,"1,105.882m",
752,19+160.09,13.350m,"1,106.097m",
753,19+160.07,16.377m,"1,105.851m",
754,19+159.80,21.081m,"1,105.538m",
755,19+159.79,26.228m,"1,105.310m",
756,19+159.77,31.419m,"1,105.050m",
757,19+180.07,-16.006m,"1,108.978m",
758,19+180.05,-12.712m,"1,108.933m",
759,19+180.00,-9.368m,"1,108.956m",
760,19+180.02,-5.475m,"1,108.067m",
761,19+179.99,-1.515m,"1,106.811m",
762,19+179.99,0.130m,"1,106.362m",
763,19+180.01,5.266m,"1,106.069m",
764,19+180.02,6.458m,"1,105.980m",
765,19+180.06,12.484m,"1,105.900m",
766,19+180.01,16.123m,"1,105.779m",
767,19+179.89,20.904m,"1,105.430m",
768,19+180.07,27.553m,"1,105.141m",
769,19+179.93,33.638m,"1,104.836m",
770,19+179.87,40.181m,"1,104.546m",
771,19+200.01,-16.020m,"1,108.928m",
772,19+200.06,-12.781m,"1,108.887m",
773,19+200.00,-9.415m,"1,108.868m",
774,19+200.05,-7.062m,"1,108.576m",
775,19+200.04,-3.829m,"1,107.447m",
776,19+200.07,0.055m,"1,106.282m",
777,19+200.07,6.201m,"1,105.920m",
778,19+200.01,12.471m,"1,105.927m",
779,19+199.88,15.316m,"1,105.911m",
780,19+200.06,17.970m,"1,105.665m",
781,19+200.02,20.606m,"1,105.513m",
782,19+199.95,22.591m,"1,105.405m",
783,19+199.79,26.124m,"1,105.307m",
784,19+219.98,-16.010m,"1,108.818m",
785,19+220.00,-12.774m,"1,108.791m",
786,19+220.03,-9.231m,"1,108.775m",
787,19+220.02,-6.032m,"1,108.034m",
788,19+219.97,-0.042m,"1,106.050m",
789,19+220.16,5.168m,"1,105.690m",
790,19+220.02,11.993m,"1,105.638m",
791,19+219.98,15.192m,"1,105.581m",
792,19+220.13,20.631m,"1,105.274m",
793,19+220.09,24.436m,"1,105.100m",
794,19+220.06,27.845m,"1,105.108m",
795,19+220.42,33.620m,"1,104.785m",
796,19+240.02,-16.008m,"1,108.722m",
797,19+240.01,-12.842m,"1,108.725m",
798,19+240.00,-9.234m,"1,108.731m",
799,19+240.05,-6.543m,"1,108.214m",
800,19+239.95,-2.479m,"1,106.883m",
801,19+240.02,0.071m,"1,106.110m",
802,19+239.97,5.624m,"1,105.769m",
803,19+240.06,11.487m,"1,105.564m",
804,19+240.02,15.399m,"1,105.525m",
805,19+240.03,21.518m,"1,105.237m",
806,19+240.28,27.476m,"1,104.976m",
807,19+240.19,32.804m,"1,104.738m",
808,19+240.18,36.378m,"1,104.461m",
809,19+259.97,-15.981m,"1,108.684m",
810,19+260.03,-12.776m,"1,108.683m",
811,19+259.97,-9.444m,"1,108.688m",
812,19+259.95,-4.782m,"1,107.411m",
813,19+259.94,0.052m,"1,105.958m",
814,19+259.93,11.573m,"1,105.480m",
815,19+260.01,15.040m,"1,105.423m",
816,19+259.89,19.255m,"1,105.165m",
817,19+259.91,23.453m,"1,105.000m",
818,19+259.83,27.774m,"1,104.804m",
819,19+279.98,-15.896m,"1,108.640m",
820,19+279.94,-12.740m,"1,108.636m",
821,19+280.03,-9.402m,"1,108.600m",
822,19+280.07,-5.504m,"1,107.717m",
823,19+280.03,-0.055m,"1,105.999m",
824,19+280.05,5.567m,"1,105.684m",
825,19+280.05,11.891m,"1,105.504m",
826,19+280.06,15.247m,"1,105.481m",
827,19+280.07,17.887m,"1,105.377m",
828,19+280.10,21.079m,"1,105.305m",
829,19+280.08,24.102m,"1,105.147m",
830,19+279.97,28.540m,"1,104.878m",
831,19+300.00,-16.100m,"1,108.550m",
832,19+300.03,-12.848m,"1,108.534m",
833,19+620.05,13.758m,"1,104.038m",
834,19+620.09,15.968m,"1,104.149m",
835,19+620.12,20.229m,"1,103.741m",
836,19+619.87,26.259m,"1,103.509m",
837,19+619.65,33.226m,"1,103.244m",
838,19+640.11,-15.983m,"1,106.984m",
839,19+640.03,-12.855m,"1,106.992m",
840,19+640.02,-9.336m,"1,106.981m",
841,19+640.00,-7.257m,"1,106.815m",
842,19+640.02,-5.514m,"1,106.129m",
843,19+640.03,0.011m,"1,104.626m",
844,19+640.05,6.638m,"1,104.144m",
845,19+640.00,8.507m,"1,104.017m",
846,19+640.09,13.506m,"1,103.817m",
847,19+639.98,15.640m,"1,104.021m",
848,19+640.13,20.619m,"1,103.590m",
849,19+640.25,28.543m,"1,103.262m",
850,19+640.31,31.620m,"1,103.144m",
851,19+660.09,-16.218m,"1,106.846m",
852,19+660.00,-12.923m,"1,106.819m",
853,19+660.07,-9.445m,"1,106.811m",
854,19+660.02,-6.691m,"1,106.374m",
855,19+660.03,-3.286m,"1,105.304m",
856,19+660.04,0.051m,"1,104.638m",
857,19+660.12,8.594m,"1,103.850m",
858,19+660.11,13.698m,"1,103.707m",
859,19+660.11,18.674m,"1,103.595m",
860,19+660.00,28.531m,"1,103.172m",
861,19+659.94,31.555m,"1,103.054m",
862,19+680.16,-16.163m,"1,106.643m",
863,19+679.99,-12.888m,"1,106.658m",
864,19+679.98,-9.470m,"1,106.598m",
865,19+679.96,-5.316m,"1,105.545m",
866,19+680.05,0.022m,"1,104.454m",
867,19+680.01,7.294m,"1,103.785m",
868,19+680.05,13.323m,"1,103.407m",
869,19+680.05,16.625m,"1,103.597m",
870,19+679.85,21.702m,"1,103.241m",
871,19+679.79,27.027m,"1,102.988m",
872,19+679.59,31.896m,"1,102.796m",
873,19+693.07,22.636m,"1,102.887m",
874,19+693.31,15.104m,"1,103.174m",
875,19+693.46,7.477m,"1,103.346m",
876,19+693.96,0.054m,"1,104.073m",
877,19+694.35,-4.978m,"1,105.127m",
878,19+694.19,-8.010m,"1,106.497m",
879,19+694.19,-9.337m,"1,106.475m",
880,19+694.09,-12.852m,"1,106.489m",
881,19+694.22,-16.212m,"1,106.464m",
882,19+699.46,20.515m,"1,102.818m",
883,19+699.88,14.390m,"1,103.110m",
884,19+700.16,7.978m,"1,103.524m",
885,19+700.02,0.047m,"1,103.959m",
886,19+700.06,0.876m,"1,104.129m",
887,19+700.01,-1.218m,"1,103.800m",
888,19+700.06,-3.359m,"1,103.849m",
889,19+700.05,-6.714m,"1,103.915m",
890,19+700.02,-7.603m,"1,104.165m",
891,19+700.00,-8.195m,"1,106.456m",
892,19+700.02,-9.205m,"1,106.448m",
893,19+700.06,-12.888m,"1,106.491m",
894,19+699.95,-16.267m,"1,106.460m",
895,19+699.61,24.545m,"1,102.654m",
896,19+699.72,19.453m,"1,102.812m",
897,19+699.96,16.078m,"1,102.980m",
898,19+720.10,-16.194m,"1,106.387m",
899,19+720.05,-12.997m,"1,106.391m",
900,19+720.01,-9.459m,"1,106.359m",
901,19+720.01,-7.655m,"1,106.196m",
902,19+720.00,-3.571m,"1,104.777m",
903,19+720.05,0.076m,"1,104.105m",
904,19+720.04,6.817m,"1,103.369m",
905,19+719.94,8.545m,"1,103.049m",
906,19+720.06,14.853m,"1,102.998m",
907,19+719.91,18.778m,"1,102.965m",
908,19+719.96,23.699m,"1,102.740m",
909,19+720.25,29.101m,"1,102.424m",
910,19+720.15,32.089m,"1,102.380m",
911,19+740.09,-16.207m,"1,106.235m",
912,19+739.97,-13.057m,"1,106.296m",
913,19+739.95,-9.511m,"1,106.242m",
914,19+740.11,-4.912m,"1,104.888m",
915,19+740.07,0.061m,"1,103.699m",
916,19+740.13,7.966m,"1,102.943m",
917,19+740.04,14.668m,"1,102.800m",
918,19+740.45,19.247m,"1,102.632m",
919,19+740.27,24.772m,"1,102.449m",
920,19+740.54,30.764m,"1,102.187m",
921,19+759.95,-16.106m,"1,106.131m",
922,19+760.00,-12.857m,"1,106.124m",
923,19+759.99,-9.439m,"1,106.076m",
924,19+760.05,-5.194m,"1,104.698m",
925,19+759.99,-0.007m,"1,103.378m",
926,19+759.95,-0.616m,"1,103.485m",
927,19+759.99,7.099m,"1,102.643m",
928,19+760.06,14.504m,"1,102.517m",
929,19+759.90,20.082m,"1,102.387m",
930,19+759.87,25.359m,"1,102.196m",
931,19+759.83,32.999m,"1,101.921m",
932,19+780.08,-16.235m,"1,105.902m",
933,19+779.91,-13.046m,"1,105.917m",
934,19+780.01,-9.360m,"1,105.912m",
935,19+779.97,-8.067m,"1,105.800m",
936,19+780.00,-3.376m,"1,103.923m",
937,19+780.03,0.027m,"1,103.232m",
938,19+779.96,7.539m,"1,102.483m",
939,19+779.98,14.421m,"1,102.250m",
940,19+780.33,19.731m,"1,102.155m",
941,19+780.23,24.872m,"1,101.940m",
942,19+780.49,30.950m,"1,101.667m",
943,19+800.39,31.035m,"1,101.397m",
944,19+800.34,24.531m,"1,101.666m",
945,19+800.72,18.830m,"1,102.022m",
946,19+800.18,15.013m,"1,102.084m",
947,19+800.08,7.387m,"1,102.116m",
948,19+799.99,4.803m,"1,102.349m",
949,19+799.97,0.042m,"1,103.098m",
950,19+799.93,-4.375m,"1,104.262m",
951,19+800.03,-7.352m,"1,105.572m",
952,19+799.98,-9.476m,"1,105.763m",
953,18+819.99,-12.667m,"1,110.194m",
954,18+820.07,-9.328m,"1,110.136m",
955,18+820.03,-7.773m,"1,110.028m",
956,18+819.94,-4.882m,"1,108.570m",
957,18+819.94,-1.074m,"1,107.467m",
958,18+819.98,0.097m,"1,107.155m",
959,18+819.99,6.524m,"1,106.784m",
960,18+820.01,15.103m,"1,106.990m",
961,18+819.94,18.235m,"1,106.655m",
962,18+819.70,21.825m,"1,106.434m",
963,18+820.02,27.128m,"1,106.225m",
964,18+819.64,30.862m,"1,106.186m",
965,18+840.10,-16.023m,"1,110.146m",
966,18+840.06,-12.695m,"1,110.173m",
967,18+840.02,-9.453m,"1,110.131m",
968,18+840.07,-5.729m,"1,108.926m",
969,18+840.09,-0.958m,"1,107.572m",
970,18+840.04,0.055m,"1,107.380m",
971,18+839.96,5.778m,"1,106.898m",
972,18+839.93,7.142m,"1,106.791m",
973,18+839.94,14.188m,"1,106.421m",
974,18+839.87,17.168m,"1,106.707m",
975,18+839.97,21.381m,"1,106.261m",
976,18+839.93,24.916m,"1,106.183m",
977,18+859.80,27.880m,"1,106.200m",
978,18+860.22,22.547m,"1,106.397m",
979,18+860.12,18.299m,"1,106.855m",
980,18+860.06,15.093m,"1,106.703m",
981,18+859.99,7.818m,"1,106.811m",
982,18+859.99,5.568m,"1,106.958m",
983,18+859.91,0.184m,"1,107.393m",
984,18+860.00,-0.934m,"1,107.588m",
985,18+860.03,-2.922m,"1,107.909m",
986,18+860.01,-4.957m,"1,108.779m",
987,18+860.03,-7.941m,"1,109.972m",
988,18+859.94,-9.549m,"1,110.045m",
989,18+860.02,-12.788m,"1,110.058m",
990,18+860.06,-16.030m,"1,110.092m",
991,18+880.01,-16.094m,"1,109.991m",
992,18+880.03,-12.783m,"1,109.997m",
993,18+880.02,-9.454m,"1,109.997m",
994,18+880.01,-7.461m,"1,109.800m",
995,18+879.98,-1.269m,"1,107.653m",
996,18+880.00,0.040m,"1,107.529m",
997,18+880.00,6.583m,"1,107.117m",
998,18+880.02,7.414m,"1,107.009m",
999,18+880.04,14.685m,"1,106.744m",
1000,18+880.11,17.810m,"1,107.004m",
1001,18+880.17,19.960m,"1,106.634m",
1002,18+880.10,23.222m,"1,106.479m",
1003,18+880.02,28.573m,"1,106.292m",
1004,18+899.99,-16.025m,"1,109.894m",
1005,18+900.07,-12.729m,"1,109.922m",
1006,18+900.11,-9.351m,"1,109.903m",
1007,18+900.07,-6.857m,"1,109.320m",
1008,18+900.03,-1.781m,"1,107.572m",
1009,18+899.98,0.027m,"1,107.426m",
1010,18+900.07,4.575m,"1,107.191m",
1011,18+900.06,6.871m,"1,107.128m",
1012,18+899.99,14.149m,"1,106.745m",
1013,18+900.07,15.280m,"1,106.931m",
1014,18+900.14,18.314m,"1,106.727m",
1015,18+900.10,24.378m,"1,106.343m",
1016,18+899.75,30.289m,"1,106.076m",
1017,18+899.73,34.742m,"1,105.962m",
1018,18+920.01,-16.086m,"1,109.847m",
1019,18+920.05,-12.708m,"1,109.883m",
1020,18+920.02,-9.509m,"1,109.846m",
1021,18+920.01,-7.765m,"1,109.737m",
1022,18+920.01,-4.772m,"1,108.390m",
1023,18+920.05,0.056m,"1,107.449m",
1024,18+919.96,-1.236m,"1,107.615m",
1025,18+920.06,4.331m,"1,107.218m",
1026,18+919.98,6.629m,"1,107.078m",
1027,18+920.01,7.676m,"1,106.831m",
1028,18+920.00,13.587m,"1,106.742m",
1029,18+919.98,15.434m,"1,107.053m",
1030,18+919.91,17.009m,"1,106.998m",
1031,18+919.89,18.668m,"1,106.618m",
1032,18+919.88,20.837m,"1,106.540m",
1033,18+919.69,24.720m,"1,106.334m",
1034,18+939.81,25.350m,"1,106.342m",
1035,18+940.11,20.864m,"1,106.455m",
1036,18+940.08,17.672m,"1,106.614m",
1037,18+940.02,14.973m,"1,106.967m",
1038,18+940.02,12.828m,"1,106.690m",
1039,18+940.01,6.668m,"1,106.878m",
1040,18+940.00,4.141m,"1,107.053m",
1041,18+940.04,1.964m,"1,107.198m",
1042,18+940.05,0.025m,"1,107.271m",
1043,18+939.97,-1.480m,"1,107.397m",
1044,18+940.01,-3.281m,"1,107.660m",
1045,18+939.99,-7.387m,"1,109.536m",
1046,18+939.99,-9.614m,"1,109.782m",
1047,18+939.99,-12.917m,"1,109.803m",
1048,18+939.99,-16.053m,"1,109.801m",
1049,18+940.02,-18.128m,"1,109.747m",
1050,18+940.05,-21.246m,"1,108.970m",
1051,18+940.06,-22.675m,"1,108.910m",
1052,18+940.09,-24.750m,"1,108.400m",
1053,18+940.03,-25.614m,"1,108.371m",
1054,18+940.03,-27.490m,"1,108.589m",
1055,18+960.00,-16.074m,"1,109.752m",
1056,18+960.01,-12.856m,"1,109.754m",
1057,18+960.01,-9.442m,"1,109.702m",
1058,18+959.98,-5.962m,"1,108.677m",
1059,18+960.05,-1.925m,"1,107.390m",
1060,18+960.02,0.012m,"1,107.225m",
1061,18+960.02,5.249m,"1,107.020m",
1062,18+960.10,12.112m,"1,106.623m",
1063,18+960.03,16.389m,"1,106.741m",
1064,18+960.01,14.960m,"1,106.913m",
1065,18+959.98,19.195m,"1,106.470m",
1066,18+960.02,23.030m,"1,106.301m",
1067,18+959.97,26.481m,"1,106.137m",
1068,18+960.05,30.659m,"1,105.869m",
1069,18+980.08,-16.049m,"1,109.644m",
1070,18+980.00,-12.896m,"1,109.652m",
1071,18+980.04,-9.475m,"1,109.641m",
1072,18+980.03,-2.207m,"1,107.420m",
1073,18+620.20,21.516m,"1,107.456m",
1074,18+619.87,25.514m,"1,107.180m",
1075,18+619.80,31.283m,"1,106.948m",
1076,18+640.11,-16.132m,"1,110.830m",
1077,18+640.01,-12.636m,"1,110.837m",
1078,18+640.04,-9.215m,"1,110.805m",
1079,18+640.04,-5.840m,"1,110.056m",
1080,18+640.11,-1.291m,"1,108.593m",
1081,18+640.01,-0.001m,"1,108.382m",
1082,18+640.05,5.584m,"1,107.764m",
1083,18+640.03,8.049m,"1,107.573m",
1084,18+639.91,13.846m,"1,107.675m",
1085,18+640.01,17.360m,"1,107.815m",
1086,18+640.10,20.533m,"1,107.495m",
1087,18+639.99,26.529m,"1,107.271m",
1088,18+639.76,32.742m,"1,107.049m",
1089,18+660.05,-16.127m,"1,110.725m",
1090,18+660.06,-12.924m,"1,110.737m",
1091,18+659.95,-9.298m,"1,110.720m",
1092,18+659.98,-4.752m,"1,109.478m",
1093,18+659.99,0.094m,"1,108.250m",
1094,18+660.04,5.550m,"1,107.720m",
1095,18+660.08,13.689m,"1,107.578m",
1096,18+660.00,18.053m,"1,107.355m",
1097,18+659.67,27.028m,"1,107.005m",
1098,18+659.35,36.077m,"1,106.896m",
1099,18+680.12,-15.997m,"1,110.727m",
1100,18+680.03,-12.672m,"1,110.698m",
1101,18+680.03,-9.340m,"1,110.686m",
1102,18+679.96,-6.274m,"1,109.874m",
1103,18+680.06,-2.631m,"1,108.773m",
1104,18+679.93,0.171m,"1,108.264m",
1105,18+679.99,3.811m,"1,107.791m",
1106,18+680.00,5.888m,"1,107.722m",
1107,18+679.95,13.630m,"1,107.586m",
1108,18+680.00,17.961m,"1,107.412m",
1109,18+679.82,23.838m,"1,107.241m",
1110,18+679.48,31.676m,"1,106.892m",
1111,18+679.35,38.754m,"1,106.731m",
1112,18+700.03,-16.099m,"1,110.621m",
1113,18+700.03,-12.723m,"1,110.629m",
1114,18+700.06,-9.319m,"1,110.582m",
1115,18+700.01,-7.858m,"1,110.612m",
1116,18+699.96,-4.462m,"1,109.343m",
1117,18+699.99,0.009m,"1,108.361m",
1118,18+699.97,6.372m,"1,107.762m",
1119,18+699.97,13.972m,"1,107.644m",
1120,18+699.99,17.004m,"1,107.906m",
1121,18+699.92,21.424m,"1,107.366m",
1122,18+700.00,25.209m,"1,107.218m",
1123,18+700.05,32.704m,"1,106.818m",
1124,18+720.03,-16.113m,"1,110.540m",
1125,18+720.09,-12.908m,"1,110.531m",
1126,18+720.01,-9.373m,"1,110.521m",
1127,18+720.02,-6.002m,"1,109.878m",
1128,18+719.95,-1.241m,"1,108.418m",
1129,18+719.99,0.055m,"1,108.115m",
1130,18+720.02,6.819m,"1,107.524m",
1131,18+720.01,13.525m,"1,107.419m",
1132,18+720.04,20.239m,"1,107.201m",
1133,18+719.93,26.634m,"1,107.034m",
1134,18+719.80,32.162m,"1,106.840m",
1135,18+720.06,39.683m,"1,106.510m",
1136,18+720.05,44.295m,"1,106.354m",
1137,18+740.12,-16.124m,"1,110.468m",
1138,18+739.99,-12.763m,"1,110.490m",
1139,18+740.00,-9.358m,"1,110.439m",
1140,18+740.03,-7.532m,"1,110.315m",
1141,18+740.03,-4.979m,"1,109.220m",
1142,18+739.99,0.049m,"1,107.962m",
1143,18+739.97,5.971m,"1,107.421m",
1144,18+740.00,3.857m,"1,107.559m",
1145,18+740.00,7.842m,"1,107.362m",
1146,18+740.02,13.955m,"1,107.275m",
1147,18+739.89,17.615m,"1,107.424m",
1148,18+739.97,21.842m,"1,106.923m",
1149,18+739.87,27.962m,"1,106.723m",
1150,18+739.87,33.768m,"1,106.516m",
1151,18+739.52,39.625m,"1,106.238m",
1152,18+759.99,-16.131m,"1,110.387m",
1153,18+760.05,-12.805m,"1,110.409m",
1154,18+760.02,-9.352m,"1,110.387m",
1155,18+760.06,-6.081m,"1,109.495m",
1156,18+760.01,-3.055m,"1,108.477m",
1157,18+760.04,0.003m,"1,107.758m",
1158,18+760.04,6.383m,"1,107.205m",
1159,18+760.01,8.095m,"1,107.188m",
1160,18+759.94,14.158m,"1,107.035m",
1161,18+759.98,18.019m,"1,107.082m",
1162,18+759.69,26.687m,"1,106.739m",
1163,18+759.50,34.720m,"1,106.426m",
1164,18+759.20,42.208m,"1,106.120m",
1165,18+780.04,-15.844m,"1,110.346m",
