Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/7/2024 10:32:13 AM,,,,
,,,,
,,,,
Alignment Name: en-d19,,,,
Description:,,,,
"Station Range: Start: 17+125.67, End: 23+797.40",,,,
,,,,
Point,Station,Offset,Elevation,Description
1264,21+360.05,-4.720m,"1,086.462m",
1265,21+360.09,-6.275m,"1,086.935m",
1266,21+360.05,-9.090m,"1,087.147m",
1267,21+359.99,-12.687m,"1,087.195m",
1268,21+360.04,-15.929m,"1,087.176m",
1269,21+380.35,30.788m,"1,084.485m",
1270,21+380.71,21.844m,"1,084.890m",
1271,21+380.13,14.691m,"1,084.995m",
1272,21+380.30,9.196m,"1,085.602m",
1273,21+380.06,-0.062m,"1,086.310m",
1274,21+380.15,-3.342m,"1,086.544m",
1275,21+380.14,-6.629m,"1,087.024m",
1276,21+380.00,-9.218m,"1,087.173m",
1277,21+380.01,-7.867m,"1,087.158m",
1278,21+380.09,-12.593m,"1,087.208m",
1279,21+379.98,-15.904m,"1,087.163m",
1280,21+399.72,24.042m,"1,084.927m",
1281,21+399.84,21.675m,"1,085.299m",
1282,21+400.04,14.840m,"1,085.209m",
1283,21+399.99,13.718m,"1,085.514m",
1284,21+400.00,9.106m,"1,085.925m",
1285,21+399.97,-0.054m,"1,086.524m",
1286,21+400.06,-3.765m,"1,086.692m",
1287,21+400.07,-5.538m,"1,086.884m",
1288,21+399.95,-7.841m,"1,087.208m",
1289,21+400.05,-9.131m,"1,087.226m",
1290,21+400.03,-12.638m,"1,087.188m",
1291,21+399.96,-16.063m,"1,087.170m",
1292,21+403.71,29.110m,"1,084.606m",
1293,21+403.82,24.411m,"1,084.751m",
1294,21+403.82,22.190m,"1,085.351m",
1295,21+403.84,14.196m,"1,085.335m",
1296,21+403.89,12.511m,"1,085.579m",
1297,21+403.73,7.790m,"1,085.790m",
1298,21+403.45,3.592m,"1,086.088m",
1299,21+402.96,-0.028m,"1,086.494m",
1300,21+402.85,-3.824m,"1,086.689m",
1301,21+402.82,-7.708m,"1,087.236m",
1302,21+402.83,-9.137m,"1,087.227m",
1303,21+402.83,-12.742m,"1,087.214m",
1304,21+402.86,-15.929m,"1,087.155m",
1305,21+419.43,31.254m,"1,084.728m",
1306,21+419.59,26.750m,"1,084.881m",
1307,21+419.77,23.376m,"1,085.221m",
1308,21+419.83,21.348m,"1,085.209m",
1309,21+420.04,15.040m,"1,085.172m",
1310,21+420.06,12.217m,"1,085.539m",
1311,21+420.11,9.163m,"1,085.590m",
1312,21+420.20,4.974m,"1,086.051m",
1313,21+603.68,0.036m,"1,084.753m",
1314,21+603.66,1.757m,"1,084.259m",
1315,21+603.68,4.251m,"1,083.732m",
1316,21+603.89,9.048m,"1,083.724m",
1317,21+603.99,12.914m,"1,083.479m",
1318,21+604.00,13.740m,"1,083.245m",
1319,21+603.99,20.018m,"1,083.065m",
1320,21+603.79,23.089m,"1,083.111m",
1321,21+603.96,28.032m,"1,082.667m",
1322,21+620.37,31.495m,"1,082.592m",
1323,21+620.43,23.342m,"1,083.225m",
1324,21+620.62,21.041m,"1,083.121m",
1325,21+619.85,13.649m,"1,083.272m",
1326,21+620.10,9.528m,"1,083.742m",
1327,21+619.94,0.227m,"1,084.783m",
1328,21+620.00,-5.057m,"1,086.421m",
1329,21+620.02,-7.327m,"1,087.238m",
1330,21+620.05,-9.114m,"1,087.408m",
1331,21+620.02,-15.716m,"1,087.309m",
1332,21+620.10,-12.426m,"1,087.346m",
1333,21+639.94,-15.633m,"1,087.459m",
1334,21+640.03,-12.398m,"1,087.475m",
1335,21+640.05,-9.118m,"1,087.476m",
1336,21+640.14,-7.604m,"1,087.444m",
1337,21+639.93,-3.862m,"1,085.919m",
1338,21+639.98,-0.077m,"1,084.624m",
1339,21+640.12,3.167m,"1,084.104m",
1340,21+640.07,7.268m,"1,083.611m",
1341,21+639.96,11.748m,"1,083.302m",
1342,21+640.04,15.258m,"1,082.958m",
1343,21+644.34,27.340m,"1,082.127m",
1344,21+644.85,18.632m,"1,082.924m",
1345,21+645.35,13.330m,"1,083.087m",
1346,21+645.51,7.884m,"1,083.405m",
1347,21+645.48,4.739m,"1,083.582m",
1348,21+645.60,2.336m,"1,083.730m",
1349,21+645.70,0.021m,"1,083.940m",
1350,21+645.83,-3.547m,"1,084.891m",
1351,21+646.15,-7.173m,"1,086.658m",
1352,21+646.20,-7.772m,"1,087.452m",
1353,21+646.27,-8.926m,"1,087.511m",
1354,21+646.30,-12.531m,"1,087.528m",
1355,21+646.20,-15.712m,"1,087.496m",
1356,21+646.26,-16.758m,"1,087.584m",
1357,21+646.26,-17.759m,"1,086.994m",
1358,21+648.85,16.758m,"1,082.927m",
1359,21+648.73,11.630m,"1,082.688m",
1360,21+648.85,9.151m,"1,082.664m",
1361,21+648.93,5.942m,"1,082.802m",
1362,21+648.98,3.562m,"1,082.885m",
1363,21+649.11,-0.026m,"1,082.956m",
1364,21+649.32,-2.659m,"1,083.015m",
1365,21+649.56,-5.175m,"1,083.202m",
1366,21+649.48,-7.130m,"1,085.352m",
1367,21+649.36,-7.761m,"1,087.509m",
1368,21+649.36,-9.095m,"1,087.546m",
1369,21+649.36,-12.592m,"1,087.559m",
1370,21+649.30,-15.602m,"1,087.523m",
1371,21+654.82,18.612m,"1,082.816m",
1372,21+654.72,13.763m,"1,083.028m",
1373,21+654.29,9.529m,"1,082.983m",
1374,21+654.52,5.679m,"1,083.261m",
1375,21+654.51,2.344m,"1,083.433m",
1376,21+654.38,0.047m,"1,083.566m",
1377,21+654.06,-3.503m,"1,083.849m",
1378,21+654.19,-6.036m,"1,084.014m",
1379,21+654.17,-7.262m,"1,085.720m",
1380,21+654.18,-7.704m,"1,087.613m",
1381,21+654.24,-9.083m,"1,087.603m",
1382,21+654.23,-12.472m,"1,087.566m",
1383,21+654.01,-15.896m,"1,087.579m",
1384,21+660.26,-15.386m,"1,087.589m",
1385,21+660.18,-12.511m,"1,087.610m",
1386,21+660.04,-9.256m,"1,087.634m",
1387,21+660.03,-7.814m,"1,087.654m",
1388,21+660.00,-7.264m,"1,087.370m",
1389,21+660.00,-5.876m,"1,086.611m",
1390,21+660.03,-3.317m,"1,085.484m",
1391,21+660.06,0.298m,"1,084.299m",
1392,21+660.05,3.795m,"1,084.383m",
1393,21+659.96,7.779m,"1,082.947m",
1394,21+660.11,9.581m,"1,083.415m",
1395,21+660.05,13.403m,"1,083.133m",
1396,21+660.09,19.351m,"1,082.877m",
1397,21+679.68,22.369m,"1,083.075m",
1398,21+679.79,20.592m,"1,083.071m",
1399,21+680.07,14.447m,"1,083.090m",
1400,21+679.93,12.540m,"1,083.180m",
1401,21+680.16,7.735m,"1,083.438m",
1402,21+680.12,5.216m,"1,083.875m",
1403,21+680.13,0.193m,"1,084.698m",
1404,21+680.06,-2.735m,"1,085.818m",
1405,21+680.00,-4.881m,"1,086.768m",
1406,21+680.02,-7.340m,"1,087.624m",
1407,21+680.03,-9.096m,"1,087.758m",
1408,21+679.97,-12.386m,"1,087.763m",
1409,21+679.99,-15.650m,"1,087.737m",
1410,21+700.07,31.740m,"1,082.906m",
1411,21+700.15,25.597m,"1,083.085m",
1412,21+699.82,21.324m,"1,083.373m",
1413,21+699.93,14.274m,"1,083.414m",
1414,21+700.03,11.553m,"1,083.366m",
1415,21+699.95,7.094m,"1,083.509m",
1416,21+700.00,3.219m,"1,084.083m",
1417,21+700.11,0.182m,"1,084.705m",
1418,21+699.94,-4.288m,"1,086.646m",
1419,21+700.14,-6.200m,"1,087.451m",
1420,21+700.03,-7.605m,"1,087.802m",
1421,21+700.00,-9.110m,"1,087.919m",
1422,21+700.20,-12.410m,"1,087.930m",
1423,21+700.10,-15.591m,"1,087.936m",
1424,21+720.17,31.891m,"1,083.175m",
1425,21+720.22,27.339m,"1,083.354m",
1426,21+720.34,23.027m,"1,083.668m",
1427,21+720.22,20.955m,"1,083.646m",
1428,21+720.06,14.202m,"1,083.700m",
1429,21+720.21,11.833m,"1,083.750m",
1430,21+720.12,7.485m,"1,083.978m",
1431,21+720.01,4.994m,"1,084.328m",
1432,21+720.09,0.137m,"1,085.112m",
1433,20+480.07,21.966m,"1,094.501m",
1434,20+480.17,25.495m,"1,094.053m",
1435,20+480.12,28.900m,"1,093.993m",
1436,20+480.39,32.714m,"1,093.812m",
1437,20+500.10,-16.066m,"1,096.471m",
1438,20+500.02,-12.750m,"1,096.474m",
1439,20+500.02,-9.401m,"1,096.470m",
1440,20+500.00,-7.113m,"1,096.124m",
1441,20+500.03,-5.154m,"1,095.626m",
1442,20+500.00,-0.013m,"1,094.815m",
1443,20+500.05,7.243m,"1,094.315m",
1444,20+500.16,12.358m,"1,094.284m",
1445,20+500.06,13.605m,"1,094.188m",
1446,20+500.07,15.077m,"1,093.876m",
1447,20+500.09,20.229m,"1,093.847m",
1448,20+500.06,22.217m,"1,094.354m",
1449,20+500.05,28.106m,"1,093.696m",
1450,20+520.12,-16.074m,"1,096.008m",
1451,20+519.97,-12.841m,"1,096.000m",
1452,20+520.08,-9.422m,"1,096.021m",
1453,20+520.04,-7.377m,"1,095.891m",
1454,20+520.01,-5.651m,"1,095.351m",
1455,20+520.04,-3.583m,"1,094.771m",
1456,20+519.99,0.009m,"1,094.382m",
1457,20+520.01,4.838m,"1,094.121m",
1458,20+520.03,7.088m,"1,093.887m",
1459,20+520.05,11.958m,"1,094.115m",
1460,20+520.06,14.595m,"1,093.517m",
1461,20+520.08,19.807m,"1,093.496m",
1462,20+519.74,24.822m,"1,093.427m",
1463,20+519.62,29.763m,"1,093.175m",
1464,20+519.47,31.675m,"1,093.009m",
1465,20+540.11,-16.138m,"1,095.605m",
1466,20+540.02,-12.814m,"1,095.606m",
1467,20+540.09,-9.389m,"1,095.569m",
1468,20+539.98,-7.423m,"1,095.556m",
1469,20+540.02,-5.231m,"1,094.963m",
1470,20+540.00,-3.557m,"1,094.302m",
1471,20+540.05,0.002m,"1,093.966m",
1472,20+540.11,3.704m,"1,093.822m",
1473,20+539.99,6.106m,"1,093.561m",
1474,20+539.95,11.196m,"1,093.469m",
1475,20+539.98,14.868m,"1,093.133m",
1476,20+540.10,20.166m,"1,093.162m",
1477,20+540.19,23.333m,"1,093.093m",
1478,20+540.15,27.009m,"1,092.923m",
1479,20+540.01,29.896m,"1,092.798m",
1480,20+559.98,-15.959m,"1,095.166m",
1481,20+560.06,-12.751m,"1,095.167m",
1482,20+560.09,-9.276m,"1,095.169m",
1483,20+560.06,-6.725m,"1,094.727m",
1484,20+560.04,-2.708m,"1,093.905m",
1485,20+560.02,0.048m,"1,093.773m",
1486,20+559.97,5.934m,"1,093.333m",
1487,20+559.99,9.103m,"1,093.211m",
1488,20+560.05,12.206m,"1,093.181m",
1489,20+560.06,13.364m,"1,093.112m",
1490,20+559.97,14.923m,"1,092.823m",
1491,20+559.89,20.657m,"1,092.857m",
1492,20+559.82,21.912m,"1,093.006m",
1493,20+559.71,23.299m,"1,092.646m",
1494,20+559.62,26.152m,"1,092.412m",
1495,20+559.50,27.674m,"1,092.464m",
1496,20+580.20,-15.866m,"1,094.768m",
1497,20+580.06,-12.797m,"1,094.774m",
1498,20+579.99,-9.173m,"1,094.724m",
1499,20+580.14,-6.906m,"1,094.508m",
1500,20+579.92,-3.459m,"1,093.818m",
1501,20+579.91,0.061m,"1,093.606m",
1502,20+580.11,3.762m,"1,093.427m",
1503,20+580.20,6.134m,"1,093.118m",
1504,20+580.02,9.695m,"1,093.016m",
1505,20+579.95,12.604m,"1,093.036m",
1506,20+580.00,14.038m,"1,092.688m",
1507,20+579.94,16.893m,"1,092.383m",
1508,20+580.12,19.437m,"1,092.312m",
1509,20+600.01,-15.957m,"1,094.315m",
1510,20+599.97,-12.770m,"1,094.286m",
1511,20+600.14,-9.347m,"1,094.268m",
1512,20+600.10,-6.820m,"1,093.901m",
1513,20+599.95,-3.532m,"1,093.137m",
1514,20+599.93,0.097m,"1,092.968m",
1515,20+600.03,3.684m,"1,092.904m",
1516,20+600.01,6.542m,"1,092.519m",
1517,20+600.02,10.186m,"1,092.686m",
1518,20+600.08,14.549m,"1,092.199m",
1519,20+599.91,19.382m,"1,091.874m",
1520,20+599.89,22.237m,"1,092.245m",
1521,20+599.85,23.835m,"1,092.129m",
1522,20+620.10,-15.975m,"1,093.807m",
1523,20+620.12,-12.783m,"1,093.849m",
1524,20+620.13,-9.428m,"1,093.819m",
1525,20+620.07,-6.682m,"1,093.516m",
1526,20+620.12,-3.818m,"1,092.846m",
1527,20+620.12,0.307m,"1,092.573m",
1528,20+619.92,4.086m,"1,092.323m",
1529,20+620.02,8.568m,"1,092.029m",
1530,20+619.92,12.374m,"1,091.711m",
1531,20+619.99,14.967m,"1,091.558m",
1532,20+619.80,20.740m,"1,091.497m",
1533,20+640.14,-16.011m,"1,093.357m",
1534,20+640.05,-12.750m,"1,093.421m",
1535,20+640.05,-9.345m,"1,093.373m",
1536,20+640.06,-6.960m,"1,093.163m",
1537,20+640.04,-4.511m,"1,092.346m",
1538,20+640.04,-2.058m,"1,092.154m",
1539,20+640.01,0.084m,"1,092.089m",
1540,20+640.12,6.053m,"1,091.803m",
1541,20+640.09,10.724m,"1,091.847m",
1542,20+639.98,13.182m,"1,091.819m",
1543,20+640.05,15.048m,"1,091.270m",
1544,20+640.07,20.114m,"1,090.988m",
1545,20+640.16,23.323m,"1,091.124m",
1546,20+660.15,-15.929m,"1,092.958m",
1547,20+660.00,-12.522m,"1,092.942m",
1548,20+660.05,-9.359m,"1,092.912m",
1549,20+659.90,-6.947m,"1,092.677m",
1550,20+660.00,-3.262m,"1,092.086m",
1551,20+659.99,0.027m,"1,091.852m",
1552,20+659.97,2.126m,"1,091.598m",
1553,21+840.05,1.941m,"1,087.225m",
1554,21+840.02,0.044m,"1,087.377m",
1555,21+839.98,-3.125m,"1,088.033m",
1556,21+839.97,-5.344m,"1,088.953m",
1557,21+840.03,-7.637m,"1,089.669m",
1558,21+840.06,-9.111m,"1,089.764m",
1559,21+839.93,-12.579m,"1,089.745m",
1560,21+840.03,-15.621m,"1,089.780m",
1561,21+859.92,-15.655m,"1,090.043m",
1562,21+860.08,-12.666m,"1,090.081m",
1563,21+860.05,-9.000m,"1,090.030m",
1564,21+859.87,-3.524m,"1,089.249m",
1565,21+860.00,0.027m,"1,088.542m",
1566,21+860.17,2.947m,"1,088.095m",
1567,21+860.06,7.094m,"1,088.282m",
1568,21+860.05,10.622m,"1,088.312m",
1569,21+860.03,12.524m,"1,088.564m",
1570,21+860.01,15.273m,"1,088.597m",
1571,21+860.05,19.374m,"1,088.572m",
1572,21+860.27,25.902m,"1,088.522m",
1573,21+880.46,27.841m,"1,089.546m",
1574,21+880.22,23.697m,"1,089.537m",
1575,21+880.37,19.959m,"1,089.544m",
1576,21+879.97,14.650m,"1,089.843m",
1577,21+880.04,12.148m,"1,090.100m",
1578,21+879.90,10.571m,"1,090.528m",
1579,21+879.92,7.020m,"1,089.435m",
1580,21+880.06,5.153m,"1,089.682m",
1581,21+880.06,-0.011m,"1,089.642m",
1582,21+879.95,-2.727m,"1,089.663m",
1583,21+880.09,-4.927m,"1,089.888m",
1584,21+880.03,-9.046m,"1,090.356m",
1585,21+880.03,-12.489m,"1,090.413m",
1586,21+880.02,-15.823m,"1,090.365m",
1587,21+900.02,-15.734m,"1,090.710m",
1588,21+900.09,-12.337m,"1,090.713m",
1589,21+900.16,-8.993m,"1,090.701m",
1590,21+900.09,-5.838m,"1,090.336m",
1591,21+899.99,-3.467m,"1,090.858m",
1592,21+899.94,0.246m,"1,091.776m",
1593,21+900.03,4.536m,"1,091.966m",
1594,21+899.99,6.808m,"1,091.429m",
1595,21+900.02,10.755m,"1,090.869m",
1596,21+899.99,15.253m,"1,090.774m",
1597,21+900.00,18.644m,"1,090.663m",
1598,21+899.96,21.955m,"1,090.596m",
1599,21+899.92,27.877m,"1,090.181m",
1600,21+919.97,29.633m,"1,090.834m",
1601,21+920.35,23.766m,"1,091.039m",
1602,21+920.12,14.694m,"1,091.401m",
1603,21+920.00,11.075m,"1,092.769m",
1604,21+919.99,6.344m,"1,092.770m",
1605,21+920.08,0.078m,"1,092.463m",
1606,21+920.06,-5.925m,"1,090.752m",
1607,21+920.12,-7.609m,"1,090.991m",
1608,21+920.05,-9.315m,"1,091.012m",
1609,21+920.05,-12.420m,"1,091.004m",
1610,21+920.07,-16.017m,"1,091.015m",
1611,21+940.05,-15.702m,"1,091.307m",
1612,21+940.00,-12.323m,"1,091.303m",
1613,21+939.93,-9.230m,"1,091.334m",
1614,21+940.12,-6.516m,"1,090.972m",
1615,21+939.85,-3.101m,"1,091.584m",
1616,21+940.03,0.175m,"1,092.371m",
1617,21+940.02,5.467m,"1,093.037m",
1618,21+940.03,15.066m,"1,093.775m",
1619,21+940.28,20.423m,"1,093.687m",
1620,21+940.19,24.355m,"1,091.966m",
1621,21+940.12,31.969m,"1,091.664m",
1622,21+960.12,-15.865m,"1,091.589m",
1623,21+960.13,-12.474m,"1,091.628m",
1624,21+960.07,-9.026m,"1,091.585m",
1625,21+960.00,-6.425m,"1,091.214m",
1626,21+960.15,-2.520m,"1,092.074m",
1627,21+960.06,0.218m,"1,092.641m",
1628,21+960.04,2.968m,"1,093.126m",
1629,21+960.02,7.481m,"1,093.846m",
1630,21+960.08,14.973m,"1,094.695m",
1631,21+960.04,17.367m,"1,094.727m",
1632,21+960.29,21.077m,"1,094.509m",
1633,21+960.32,24.399m,"1,092.957m",
1634,21+960.54,28.247m,"1,092.241m",
1635,21+979.66,24.189m,"1,093.310m",
1636,21+979.98,20.820m,"1,095.446m",
1637,21+979.97,15.232m,"1,095.434m",
1638,21+979.82,6.998m,"1,094.445m",
1639,21+980.01,0.188m,"1,093.365m",
1640,21+979.93,-3.586m,"1,092.329m",
1641,21+979.96,-6.628m,"1,091.527m",
1642,21+980.06,-9.011m,"1,091.886m",
1643,21+980.13,-12.528m,"1,091.931m",
1644,21+980.05,-15.506m,"1,091.891m",
1645,22+000.02,-15.576m,"1,092.204m",
1646,22+000.05,-12.349m,"1,092.226m",
1647,22+000.03,-9.131m,"1,092.218m",
1648,21+999.94,-6.148m,"1,091.858m",
1649,22+000.01,-3.859m,"1,092.602m",
1650,21+999.89,0.009m,"1,093.895m",
1651,22+000.01,2.361m,"1,094.307m",
1652,22+000.02,15.057m,"1,096.002m",
1653,21+999.65,21.703m,"1,096.525m",
1654,21+999.97,28.036m,"1,093.484m",
1655,22+000.31,31.620m,"1,093.286m",
1656,22+020.45,27.582m,"1,093.829m",
1657,22+020.46,21.883m,"1,097.140m",
1658,22+020.24,14.778m,"1,096.662m",
1659,22+019.95,2.420m,"1,094.925m",
1660,22+019.98,0.144m,"1,094.461m",
1661,22+020.01,-4.982m,"1,092.407m",
1662,22+020.04,-6.648m,"1,092.092m",
1663,22+019.87,-9.076m,"1,092.505m",
1664,22+020.08,-12.571m,"1,092.519m",
1665,22+020.10,-15.744m,"1,092.516m",
1666,22+040.18,-15.717m,"1,092.813m",
1667,22+040.12,-12.616m,"1,092.842m",
1668,22+040.10,-9.065m,"1,092.803m",
1669,22+040.22,-7.380m,"1,092.735m",
1670,22+040.04,-4.910m,"1,092.618m",
1671,22+040.16,-2.504m,"1,093.740m",
1672,22+039.91,0.066m,"1,094.412m",
1673,21+719.98,-1.364m,"1,085.665m",
1674,21+719.92,-4.055m,"1,086.853m",
1675,21+719.94,-5.888m,"1,087.480m",
1676,21+719.96,-9.061m,"1,088.105m",
1677,21+720.03,-12.578m,"1,088.159m",
1678,21+720.12,-15.740m,"1,088.147m",
1679,21+740.10,-15.666m,"1,088.339m",
1680,21+740.07,-12.394m,"1,088.369m",
1681,21+739.98,-9.077m,"1,088.341m",
1682,21+740.04,-7.401m,"1,088.134m",
1683,21+740.05,-5.066m,"1,087.384m",
1684,21+739.98,-2.245m,"1,086.175m",
1685,21+740.17,0.007m,"1,085.364m",
1686,21+740.00,4.866m,"1,084.530m",
1687,21+740.05,7.318m,"1,084.238m",
1688,21+740.14,12.075m,"1,083.784m",
1689,21+739.89,13.924m,"1,083.780m",
1690,21+740.11,20.845m,"1,083.701m",
1691,21+740.24,26.586m,"1,083.641m",
1692,21+760.07,21.601m,"1,084.010m",
1693,21+760.06,14.189m,"1,083.873m",
1694,21+759.99,12.483m,"1,083.813m",
1695,21+760.04,6.915m,"1,084.035m",
1696,21+760.03,3.032m,"1,084.594m",
1697,21+760.00,0.134m,"1,085.136m",
1698,21+760.05,-4.988m,"1,087.675m",
1699,21+760.00,-7.168m,"1,088.399m",
1700,21+760.01,-8.038m,"1,088.565m",
1701,21+760.01,-9.102m,"1,088.608m",
1702,21+759.97,-12.515m,"1,088.619m",
1703,21+760.01,-15.787m,"1,088.579m",
1704,21+780.05,-15.802m,"1,088.864m",
1705,21+780.00,-12.303m,"1,088.877m",
1706,21+780.03,-9.134m,"1,088.848m",
1707,21+780.03,-7.828m,"1,088.799m",
1708,21+780.06,-5.451m,"1,088.062m",
1709,21+780.09,-2.661m,"1,086.530m",
1710,21+780.09,0.123m,"1,085.324m",
1711,21+779.96,4.763m,"1,084.536m",
1712,21+779.96,6.117m,"1,084.380m",
1713,21+780.01,8.486m,"1,084.396m",
1714,21+780.11,10.818m,"1,084.386m",
1715,21+780.03,13.251m,"1,084.556m",
1716,21+780.01,14.691m,"1,084.686m",
1717,21+779.91,21.273m,"1,084.695m",
1718,21+799.93,-15.646m,"1,089.157m",
1719,21+799.90,-12.404m,"1,089.160m",
1720,21+800.06,-8.991m,"1,089.136m",
1721,21+800.02,-7.978m,"1,089.063m",
1722,21+800.03,-5.574m,"1,088.412m",
1723,21+800.04,0.022m,"1,086.515m",
1724,21+800.08,3.857m,"1,085.836m",
1725,21+800.14,7.012m,"1,085.080m",
1726,21+800.04,8.700m,"1,084.924m",
1727,21+800.08,11.459m,"1,085.429m",
1728,21+799.98,14.764m,"1,085.824m",
1729,21+799.93,21.603m,"1,085.589m",
1730,21+805.55,21.785m,"1,085.867m",
1731,21+806.08,15.143m,"1,086.012m",
1732,21+806.30,11.051m,"1,085.557m",
1733,21+806.30,4.951m,"1,085.107m",
1734,21+806.17,0.176m,"1,086.320m",
1735,21+806.26,-4.294m,"1,086.879m",
1736,21+806.35,-7.112m,"1,088.393m",
1737,21+806.29,-7.788m,"1,089.245m",
1738,21+806.34,-9.113m,"1,089.249m",
1739,21+806.57,-16.018m,"1,089.283m",
1740,21+809.92,21.009m,"1,086.093m",
1741,21+809.59,12.737m,"1,085.995m",
1742,21+809.88,7.508m,"1,085.352m",
1743,21+809.61,4.021m,"1,085.426m",
1744,21+809.60,-0.035m,"1,085.337m",
1745,21+809.39,-3.233m,"1,085.370m",
1746,21+809.28,-6.306m,"1,085.614m",
1747,21+809.16,-7.324m,"1,088.581m",
1748,21+809.08,-7.838m,"1,089.295m",
1749,21+809.13,-9.163m,"1,089.310m",
1750,21+809.04,-12.398m,"1,089.310m",
1751,21+808.79,-15.993m,"1,089.314m",
1752,21+815.03,21.002m,"1,086.310m",
1753,21+815.18,16.972m,"1,086.349m",
1754,21+815.01,14.224m,"1,086.352m",
1755,21+814.98,10.610m,"1,086.128m",
1756,21+815.06,8.068m,"1,085.914m",
1757,21+814.93,6.103m,"1,086.027m",
1758,21+815.00,3.282m,"1,085.724m",
1759,21+815.09,2.407m,"1,086.020m",
1760,21+814.87,-0.016m,"1,085.950m",
1761,21+815.04,-1.432m,"1,086.033m",
1762,21+814.93,-3.505m,"1,086.168m",
1763,21+814.90,-5.731m,"1,086.760m",
1764,21+815.01,-7.435m,"1,089.021m",
1765,21+815.14,-7.859m,"1,089.336m",
1766,21+815.05,-9.039m,"1,089.366m",
1767,21+815.07,-12.591m,"1,089.375m",
1768,21+814.65,-15.878m,"1,089.407m",
1769,21+820.10,-15.888m,"1,089.451m",
1770,21+820.07,-12.616m,"1,089.439m",
1771,21+820.00,-9.073m,"1,089.453m",
1772,21+820.06,-7.730m,"1,089.395m",
1773,21+820.03,-1.349m,"1,086.557m",
1774,21+819.91,0.409m,"1,086.494m",
1775,21+820.06,2.544m,"1,086.329m",
1776,21+819.98,3.032m,"1,086.059m",
1777,21+820.09,5.104m,"1,086.621m",
1778,21+820.05,8.151m,"1,086.276m",
1779,21+819.99,9.864m,"1,086.198m",
1780,21+820.09,11.657m,"1,086.406m",
1781,21+820.13,15.217m,"1,086.600m",
1782,21+820.20,18.560m,"1,086.556m",
1783,21+820.17,22.887m,"1,086.556m",
1784,21+839.73,32.387m,"1,087.582m",
1785,21+840.28,25.912m,"1,087.751m",
1786,21+840.28,24.148m,"1,087.570m",
1787,21+840.04,16.909m,"1,087.336m",
1788,21+840.09,14.870m,"1,087.257m",
1789,21+840.03,10.414m,"1,087.173m",
1790,21+840.06,5.832m,"1,087.256m",
1791,21+840.05,3.713m,"1,087.416m",
1792,21+840.08,2.659m,"1,087.162m",
1793,21+420.05,0.206m,"1,086.379m",
1794,21+420.04,-2.803m,"1,086.488m",
1795,21+419.95,-5.818m,"1,086.831m",
1796,21+420.03,-8.330m,"1,087.169m",
1797,21+420.04,-9.307m,"1,087.197m",
1798,21+420.04,-12.525m,"1,087.140m",
1799,21+419.98,-15.887m,"1,087.100m",
1800,21+440.34,31.938m,"1,084.517m",
1801,21+440.00,23.366m,"1,085.313m",
1802,21+440.07,21.683m,"1,085.178m",
1803,21+440.06,15.277m,"1,085.196m",
1804,21+440.18,12.174m,"1,085.416m",
1805,21+440.02,8.245m,"1,085.594m",
1806,21+440.13,4.253m,"1,085.899m",
1807,21+440.11,-0.134m,"1,086.441m",
1808,21+439.91,-1.762m,"1,086.534m",
1809,21+440.00,-4.904m,"1,086.730m",
1810,21+440.07,-6.334m,"1,086.888m",
1811,21+440.06,-7.631m,"1,087.105m",
1812,21+440.09,-9.367m,"1,087.213m",
1813,21+440.04,-12.781m,"1,087.145m",
1814,21+440.08,-16.118m,"1,087.096m",
1815,21+460.01,-16.144m,"1,087.082m",
1816,21+459.99,-12.940m,"1,087.116m",
1817,21+460.11,-9.481m,"1,087.177m",
1818,21+459.99,-7.276m,"1,087.155m",
1819,21+460.13,-5.317m,"1,086.836m",
1820,21+460.09,0.002m,"1,086.585m",
1821,21+459.99,4.290m,"1,086.312m",
1822,21+460.10,13.837m,"1,085.958m",
1823,21+460.06,15.375m,"1,085.203m",
1824,21+460.10,21.332m,"1,085.011m",
1825,21+479.82,21.531m,"1,084.801m",
1826,21+480.10,14.999m,"1,084.840m",
1827,21+480.14,7.722m,"1,085.188m",
1828,21+479.99,3.126m,"1,085.532m",
1829,21+480.06,-0.064m,"1,085.813m",
1830,21+480.15,-3.806m,"1,086.347m",
1831,21+480.14,-6.676m,"1,086.907m",
1832,21+480.02,-8.619m,"1,087.089m",
1833,21+480.11,-9.436m,"1,087.100m",
1834,21+479.94,-12.875m,"1,087.049m",
1835,21+480.14,-16.108m,"1,087.018m",
1836,21+499.93,-15.962m,"1,087.046m",
1837,21+499.91,-12.880m,"1,087.045m",
1838,21+499.98,-9.440m,"1,087.102m",
1839,21+500.11,-7.600m,"1,087.059m",
1840,21+500.04,-4.438m,"1,086.374m",
1841,21+500.06,0.083m,"1,085.577m",
1842,21+500.05,6.407m,"1,085.054m",
1843,21+500.10,10.555m,"1,084.782m",
1844,21+500.05,15.186m,"1,084.486m",
1845,21+500.04,16.179m,"1,084.394m",
1846,21+500.38,22.128m,"1,084.339m",
1847,21+519.85,23.391m,"1,084.289m",
1848,21+520.07,15.060m,"1,084.431m",
1849,21+519.97,13.031m,"1,084.501m",
1850,21+520.05,8.509m,"1,084.627m",
1851,21+520.02,5.742m,"1,084.838m",
