player_id,arrived_time,departed_time,wait_time
1,0,150,0
2,0,150,0
3,2,155,1
5,2,155,1
4,2,160,2
6,5,160,1
7,6,165,2
8,6,165,2
10,7,170,3
9,7,170,3
12,8,175,4
11,7,175,4
13,8,180,5
14,8,180,5
16,9,185,6
15,8,185,6
17,9,190,7
18,11,190,6
19,11,195,7
20,12,195,7
21,12,200,8
22,13,200,8
24,14,205,9
23,13,205,9
26,14,210,10
25,14,210,10
35,19,215,10
27,14,215,11
36,19,220,11
28,15,220,11
40,21,225,11
29,15,225,12
42,23,230,12
30,15,230,13
43,23,235,13
31,15,235,14
44,23,240,14
32,16,240,15
48,25,245,14
33,16,245,16
49,27,250,15
34,18,250,17
52,28,255,16
37,20,255,17
53,28,260,17
38,21,260,18
54,28,265,18
39,21,265,19
58,31,270,18
41,21,270,20
59,32,275,19
45,24,275,21
60,33,280,20
46,24,280,22
61,33,285,21
47,25,285,22
62,33,290,22
50,27,290,23
63,34,295,23
51,27,295,24
64,34,300,24
55,29,300,25
66,35,305,24
56,30,305,25
67,36,310,25
57,30,310,26
68,37,315,26
65,34,315,27
69,38,320,27
70,38,320,27
71,40,325,27
72,40,325,27
73,40,330,28
74,40,330,28
76,41,335,29
75,40,335,29
78,42,340,30
77,42,340,30
81,44,345,31
79,42,345,31
84,45,350,31
80,44,350,32
87,46,355,32
82,44,355,33
90,47,360,33
83,45,360,33
91,47,365,34
85,45,365,34
93,48,370,35
86,46,370,35
96,49,375,36
88,46,375,36
98,50,380,36
89,46,380,37
101,51,385,37
92,47,385,38
103,52,390,38
94,48,390,39
104,52,395,39
95,49,395,40
109,53,400,40
97,50,400,40
110,54,405,41
99,50,405,41
113,54,410,42
100,51,410,42
114,55,415,42
102,52,415,43
115,55,420,43
105,53,420,44
117,57,425,44
106,53,425,45
119,57,430,45
107,53,430,46
120,58,435,46
108,53,435,47
121,58,440,47
111,54,440,48
122,59,445,48
112,54,445,49
123,60,450,48
116,57,450,49
124,61,455,49
118,57,455,50
125,61,460,50
126,62,460,50
129,62,465,51
127,62,465,51
130,62,470,52
128,62,470,52
133,65,475,52
131,64,475,53
134,66,480,53
132,64,480,54
135,67,485,54
137,67,485,54
136,67,490,55
142,71,490,54
138,68,495,56
144,72,495,55
139,68,500,57
146,73,500,56
140,69,505,58
147,74,505,57
141,69,510,59
148,74,510,58
143,72,515,59
149,76,515,58
145,72,520,60
150,77,520,59
152,78,525,60
151,78,525,60
153,78,530,61
154,78,530,61
157,80,535,61
155,78,535,62
158,80,540,62
156,79,540,63
159,80,545,63
163,82,545,63
160,81,550,64
165,84,550,64
161,81,555,65
166,84,555,65
162,81,560,66
175,90,560,64
164,82,565,67
178,90,565,65
167,85,570,67
180,92,570,66
168,85,575,68
183,93,575,67
169,86,580,69
184,94,580,68
170,86,585,70
185,94,585,69
171,86,590,71
187,95,590,69
172,87,595,72
189,96,595,70
173,87,600,73
191,97,600,71
174,87,605,74
193,98,605,72
176,90,610,74
198,99,610,73
177,90,615,75
199,99,615,74
