Note,Latitude,Longitude,Ell.Height (m)
73,32.42614611,55.31654587,1144.607
74,32.42631542,55.31661747,1144.58
75,32.42642657,55.31663183,1144.6
76,32.42654975,55.31647599,1144.533
77,32.42661687,55.31634031,1144.914
78,32.42644745,55.31625298,1145.297
79,32.42627119,55.31617654,1145.283
80,32.4261017,55.31610429,1145.473
81,32.42593368,55.31603341,1145.482
82,32.4257645,55.31596278,1145.529
83,32.42559288,55.31589152,1145.555
84,32.42542441,55.31582055,1145.658
85,32.42525483,55.31574963,1145.841
86,32.42508511,55.31567811,1146.052
87,32.42491762,55.31560822,1146.406
88,32.42485493,55.31555242,1146.675
89,32.42496467,55.3153739,1146.803
90,32.42507529,55.31526349,1146.897
91,32.42525035,55.31532369,1146.389
92,32.42542832,55.31539682,1146.152
93,32.42559761,55.31546771,1146.212
94,32.42576649,55.31553836,1146.258
95,32.4259377,55.31561005,1146.361
96,32.42610583,55.31568061,1146.309
97,32.42627413,55.3157514,1146.23
98,32.42644575,55.31582341,1146.18
99,32.4266143,55.31589411,1146.069
100,32.4267823,55.31596438,1145.791
101,32.42694273,55.31599847,1145.748
102,32.42709331,55.3158797,1145.953
103,32.42721719,55.31574638,1146.603
104,32.42704267,55.31565103,1146.772
105,32.42686924,55.3155748,1146.824
106,32.42670146,55.31550284,1146.973
107,32.42653109,55.31543073,1146.883
108,32.4263627,55.3153592,1147.064
109,32.42619351,55.31528773,1147.424
110,32.42602523,55.31521662,1147.657
111,32.42585337,55.31514432,1147.918
112,32.42568599,55.31507309,1148.096
113,32.42551783,55.31500225,1147.986
114,32.42535865,55.31492405,1148.103
115,32.42535318,55.31490293,1148.109
116,32.42548416,55.31474455,1147.966
117,32.42562232,55.31463473,1148.229
118,32.4257983,55.31469482,1148.132
119,32.42597328,55.31476808,1147.867
120,32.42614374,55.314839,1147.962
121,32.42631468,55.31491005,1148.08
122,32.42648314,55.31498204,1147.904
123,32.42665043,55.31505197,1147.67
124,32.42681871,55.31512354,1147.152
125,32.42698861,55.31519466,1146.898
126,32.4271607,55.31526752,1146.981
127,32.42732951,55.31533878,1146.999
128,32.42749543,55.31540786,1146.696
129,32.42759186,55.31541533,1146.664
130,32.42774293,55.31529718,1146.45
131,32.42786725,55.31516469,1146.661
132,32.42769543,55.31507025,1146.72
133,32.42752133,55.31499456,1146.88
134,32.42734958,55.31492153,1147.257
135,32.42718268,55.31485122,1147.226
136,32.42701471,55.31478013,1147.349
137,32.42684351,55.31470825,1147.559
138,32.42667504,55.31463718,1147.627
139,32.42650573,55.31456584,1147.718
140,32.42633798,55.31449484,1147.937
141,32.42616582,55.31442224,1148.031
142,32.42599968,55.31435173,1148.329
143,32.42593504,55.31429732,1148.554
144,32.42606454,55.31413873,1148.565
145,32.42620637,55.31402862,1149.107
146,32.42637904,55.31408831,1148.878
147,32.42655361,55.31416065,1148.606
148,32.42672409,55.3142317,1148.507
149,32.42689482,55.31430346,1148.299
150,32.42706255,55.31437408,1148.134
151,32.42722931,55.31444449,1147.927
152,32.42740047,55.31451723,1147.652
153,32.42757245,55.31458924,1147.905
154,32.42773977,55.31465938,1147.87
155,32.4279079,55.31472984,1147.311
156,32.42807867,55.31480169,1146.786
157,32.4282399,55.31483686,1146.622
158,32.42839082,55.31471856,1146.733
159,32.42851402,55.3145851,1147.41
160,32.42834122,55.31449063,1147.617
161,32.42816775,55.31441532,1147.534
162,32.4279974,55.3143427,1147.796
163,32.42782982,55.31427216,1148.008
164,32.42765777,55.31419984,1148.333
165,32.42748919,55.31412877,1148.709
166,32.4273195,55.31405731,1148.905
167,32.42715209,55.31398706,1149.023
168,32.42698464,55.3139164,1148.759
169,32.42681218,55.31384416,1148.904
170,32.42664363,55.31377339,1149.256
171,32.42651362,55.31368899,1149.571
172,32.42664382,55.31353097,1149.718
173,32.42678339,55.31342156,1150.006
174,32.42695715,55.31348026,1149.599
175,32.42713153,55.31355361,1149.265
176,32.42730176,55.31362548,1149.286
177,32.42746892,55.31369565,1149.335
178,32.42764027,55.31376734,1148.972
179,32.42780941,55.31383845,1148.998
180,32.42797724,55.31390993,1148.895
181,32.42814859,55.31398207,1148.687
182,32.42831648,55.31405294,1148.354
183,32.42848605,55.31412421,1148.329
184,32.42865474,55.31419498,1148.112
185,32.42882269,55.31426242,1147.658
186,32.42888345,55.31425909,1147.611
187,32.42903644,55.31413986,1147.539
188,32.42915777,55.31400761,1147.974
189,32.42898397,55.31391477,1148.264
190,32.4288107,55.31383844,1148.352
191,32.42864196,55.31376684,1148.714
192,32.42847585,55.3136968,1148.874
193,32.42830505,55.31362455,1149.134
194,32.42813799,55.31355365,1149.119
195,32.42796655,55.31348116,1149.084
196,32.42779803,55.31340997,1149.342
197,32.42762962,55.31333872,1149.524
198,32.42745881,55.31326633,1149.729
199,32.42729068,55.31319572,1149.822
200,32.42713061,55.31312033,1150.286
201,32.42712436,55.31309884,1150.299
202,32.42726539,55.31295297,1150.093
203,32.42741952,55.31284525,1150.403
204,32.42760447,55.31290333,1150.065
205,32.42777809,55.31297475,1149.763
206,32.42794924,55.31304712,1149.617
207,32.42811791,55.31311818,1149.564
208,32.42828667,55.3131899,1149.888
209,32.42845496,55.3132614,1149.861
210,32.42862556,55.31333328,1149.595
211,32.42879305,55.31340424,1149.393
212,32.42896073,55.31347495,1148.965
213,32.42913201,55.31354668,1148.786
214,32.42930008,55.31361758,1148.539
215,32.42946987,55.31368653,1148.325
216,32.4295324,55.31368286,1148.425
217,32.42968224,55.3135645,1148.362
218,32.42980608,55.31343196,1148.705
219,32.42963182,55.31333688,1148.927
220,32.42945992,55.31326315,1148.986
221,32.42928941,55.31319107,1149.042
222,32.42912015,55.31312034,1149.179
223,32.42895269,55.31305036,1149.347
224,32.42878074,55.31297847,1149.599
225,32.42861156,55.31290703,1150.06
226,32.42844323,55.31283566,1150.493
227,32.42827574,55.31276533,1150.738
228,32.42810469,55.3126931,1150.824
229,32.42793809,55.31262251,1150.725
230,32.42778227,55.3125413,1150.653
231,32.42778181,55.31252039,1150.676
232,32.42792327,55.31238289,1150.794
233,32.42807739,55.31227465,1150.865
234,32.42825932,55.31233471,1150.738
235,32.42843658,55.31240885,1150.543
236,32.42860727,55.3124795,1150.599
237,32.42877425,55.31254981,1150.634
238,32.42894461,55.31262188,1150.432
239,32.42911129,55.31269221,1150.167
240,32.42927914,55.31276272,1149.757
241,32.4294494,55.31283469,1149.621
242,32.42962171,55.31290753,1149.558
243,32.42979087,55.31297872,1149.711
244,32.42995894,55.31304988,1149.74
245,32.43012821,55.31311605,1149.854
246,32.43017983,55.31311055,1149.949
247,32.430331,55.31298978,1149.824
248,32.43045296,55.31285972,1150.046
249,32.43027927,55.31276405,1149.832
250,32.42993541,55.31261632,1150.585
251,32.42976478,55.31254474,1150.751
252,32.42959664,55.31247433,1150.914
253,32.42942786,55.31240429,1151.078
254,32.42926136,55.31233369,1151.128
255,32.42909105,55.31226123,1151.036
256,32.42892245,55.31219027,1150.906
257,32.42874992,55.31211804,1151.041
258,32.42858121,55.31204716,1151.236
259,32.42843446,55.31196299,1151.651
260,32.42857734,55.3118122,1151.588
261,32.42873121,55.31170404,1152.026
262,32.42908849,55.31183506,1151.514
263,32.42926028,55.31190802,1151.538
264,32.42942798,55.31197956,1151.486
265,32.42959636,55.3120514,1151.502
266,32.4297653,55.31212182,1151.541
267,32.42993636,55.31219477,1151.31
268,32.4301043,55.31226585,1151.145
269,32.4302716,55.3123357,1150.887
270,32.4306122,55.31247877,1150.55
271,32.43078025,55.31254083,1150.528
272,32.43082399,55.31253423,1150.619
273,32.43097381,55.31241438,1150.428
274,32.43109755,55.31228323,1150.45
275,32.43092555,55.31218929,1150.385
276,32.43075002,55.31211406,1150.337
277,32.43057726,55.31204064,1150.941
278,32.43040954,55.31197011,1151.405
279,32.43024149,55.3118995,1151.566
280,32.43007286,55.311829,1151.712
281,32.42990426,55.3117581,1152.165
282,32.42973373,55.31168573,1152.537
283,32.42956622,55.31161429,1152.653
284,32.42939822,55.31154315,1152.699
285,32.42922547,55.31146994,1152.741
286,32.42909048,55.31138503,1152.915
287,32.42923224,55.3112403,1152.673
288,32.4293868,55.31113243,1153.045
289,32.42956867,55.31119053,1152.708
290,32.42974657,55.31126456,1152.363
291,32.42991604,55.31133624,1152.59
292,32.43008378,55.31140751,1152.635
293,32.43025342,55.31147951,1152.508
294,32.43042154,55.31155025,1152.272
295,32.43058837,55.3116207,1151.919
296,32.43075763,55.31169232,1151.643
297,32.43092944,55.31176486,1151.403
298,32.43109874,55.31183578,1151.244
299,32.43126668,55.31190628,1151.119
300,32.43143418,55.3119662,1151.008
301,32.43147808,55.31195648,1151.062
302,32.43162073,55.31183872,1150.958
303,32.43174302,55.31170758,1151.256
304,32.43157177,55.31161509,1151.174
305,32.4313944,55.31153785,1151.303
306,32.43122522,55.31146503,1151.538
307,32.43105713,55.31139433,1151.947
308,32.43088832,55.31132329,1152.426
309,32.43072019,55.3112526,1152.704
310,32.43055299,55.31118239,1152.535
311,32.43038374,55.31111137,1152.594
312,32.43021242,55.31103863,1152.887
313,32.4300441,55.31096694,1153.225
314,32.42987545,55.31089634,1153.616
315,32.429748,55.31081546,1153.99
317,32.43004485,55.31056147,1154.286
318,32.43022893,55.31062272,1153.958
319,32.43040289,55.31069398,1153.422
320,32.43057153,55.31076409,1153.066
321,32.43074231,55.31083609,1152.716
322,32.43091097,55.31090766,1152.579
323,32.43108107,55.31097957,1152.749
324,32.43124906,55.31104997,1152.709
325,32.43141697,55.31112105,1152.401
326,32.43158788,55.31119322,1152.222
327,32.43175645,55.31126555,1152.136
328,32.43192475,55.31133591,1152.007
329,32.43209114,55.31138975,1151.773
330,32.43213447,55.31137683,1151.811
331,32.43226866,55.31126316,1151.771
333,32.4322195,55.31103787,1151.972
334,32.43204089,55.31096175,1152.319
335,32.43187144,55.31088982,1152.709
336,32.43170338,55.31081982,1152.876
337,32.43153588,55.31074919,1153.195
338,32.43136626,55.31067731,1153.326
339,32.43119829,55.31060623,1153.213
340,32.43102924,55.31053531,1153.284
341,32.4308603,55.31046402,1153.422
342,32.43069017,55.31039205,1153.552
343,32.43052249,55.31032109,1153.679
344,32.43040476,55.31024367,1153.805
345,32.43054842,55.31009858,1153.906
346,32.43070064,55.30999032,1154.259
347,32.43088429,55.31005034,1153.923
348,32.43106167,55.31012384,1153.477
349,32.43123181,55.31019453,1153.383
350,32.43140073,55.31026608,1153.384
351,32.43156855,55.31033641,1153.287
352,32.4317369,55.31040727,1153.111
353,32.43190918,55.31048058,1153.157
354,32.43207719,55.31055067,1153.063
355,32.43224467,55.31062139,1152.89
356,32.4324141,55.31069167,1152.776
357,32.43258283,55.31076283,1152.367
358,32.43275187,55.31081503,1152.15
359,32.43279582,55.31080069,1152.294
360,32.43292292,55.31069452,1152.507
361,32.43305106,55.31056646,1152.878
362,32.43304397,55.31054766,1152.863
363,32.43287722,55.31046859,1152.761
364,32.43270281,55.31039415,1152.662
365,32.43253452,55.31032172,1153.058
366,32.43236537,55.31025071,1153.39
367,32.43219382,55.31017893,1153.825
368,32.43202586,55.31010954,1153.957
369,32.43185818,55.31003871,1153.907
370,32.43169008,55.30996743,1154.077
371,32.43151902,55.30989532,1154.356
372,32.43135182,55.30982478,1154.352
373,32.43118418,55.30975431,1154.463
374,32.43106359,55.30967485,1154.736
375,32.4312066,55.30952955,1155.043
376,32.43135933,55.30942151,1155.415
377,32.43154264,55.30948135,1155.365
378,32.43171679,55.3095538,1155.164
379,32.43188604,55.30962561,1155.244
380,32.43205729,55.30969775,1155.157
381,32.4322246,55.30976812,1155.038
382,32.43239266,55.30983847,1154.742
383,32.43256184,55.30991035,1154.578
384,32.4327332,55.30998212,1154.343
385,32.43290069,55.31005231,1154.016
386,32.43306988,55.3101235,1153.746
387,32.4332381,55.31019392,1153.495
388,32.43340663,55.31024964,1153.363
389,32.43345096,55.31023724,1153.406
390,32.43358437,55.31012852,1153.234
391,32.43371315,55.31000011,1153.366
392,32.43370612,55.30998117,1153.355
393,32.43353987,55.30990221,1153.326
394,32.43336546,55.30982485,1153.377
395,32.4331961,55.30975357,1153.775
396,32.4330248,55.30968243,1154.031
397,32.43285689,55.30961155,1154.195
398,32.43268845,55.30954033,1154.421
399,32.43251681,55.30946821,1154.77
400,32.432348,55.30939734,1155.164
401,32.43217936,55.30932645,1155.43
402,32.43201178,55.30925529,1155.466
403,32.43184078,55.30918294,1155.659
404,32.43171782,55.30910176,1156.128
405,32.4318599,55.30895479,1155.969
406,32.43200861,55.30884641,1156.356
407,32.43219018,55.30890744,1156.082
408,32.43236745,55.30898038,1155.808
409,32.43253699,55.30905222,1155.807
410,32.4327042,55.30912337,1155.574
411,32.43287222,55.30919366,1155.24
412,32.43304342,55.30926649,1155.11
413,32.43321133,55.30933693,1155.012
414,32.43338124,55.30940836,1154.85
415,32.43354914,55.30947856,1154.62
416,32.43372037,55.30955176,1154.38
417,32.43388826,55.30962292,1154.243
418,32.43405509,55.30968363,1153.98
419,32.4341001,55.30967572,1153.979
420,32.43424655,55.30956098,1153.811
421,32.43437461,55.30943079,1154.006
422,32.43436708,55.30941146,1154.058
423,32.43420384,55.30933495,1154.271
424,32.43402828,55.30925822,1154.11
425,32.43385847,55.30918569,1154.323
426,32.43368924,55.30911425,1154.753
427,32.43352113,55.30904399,1155.124
428,32.43334985,55.30897201,1155.339
429,32.43318117,55.30890084,1155.538
430,32.43301278,55.30883008,1155.869
431,32.43284454,55.30875868,1156.187
432,32.4326755,55.30868709,1156.499
433,32.43250546,55.30861528,1156.585
434,32.43235138,55.30853672,1156.81
435,32.43234851,55.30851833,1156.781
436,32.4324857,55.30836779,1156.876
437,32.43263664,55.30825726,1157.36
438,32.43280947,55.30831745,1157.049
439,32.43298431,55.30839144,1156.908
