Note,Latitude,Longitude,Ell.Height (m)
123,32.43599987,55.30669478,1159.344
124,32.43583107,55.3066235,1159.564
125,32.43566419,55.30655266,1159.6
126,32.4354945,55.30648056,1159.564
127,32.43532642,55.30640964,1159.45
128,32.43515469,55.30633747,1159.604
129,32.4349861,55.30626653,1159.848
130,32.43481775,55.30619583,1159.993
131,32.43464746,55.30612338,1160.069
132,32.43456073,55.30605724,1160.284
133,32.4346883,55.30589341,1160.067
134,32.43481823,55.3057845,1160.321
135,32.43499059,55.30584572,1160.263
136,32.43516932,55.30591836,1160.021
137,32.43533865,55.30598878,1160.316
138,32.43550415,55.30605822,1160.156
139,32.43567445,55.30613038,1159.913
140,32.43601267,55.3062745,1159.705
141,32.43618055,55.30634451,1159.905
142,32.43634928,55.30641444,1159.864
143,32.43651866,55.3064868,1159.552
144,32.43668765,55.30655822,1159.279
145,32.43685655,55.30662962,1159.266
146,32.43702758,55.30670101,1158.91
147,32.43719558,55.30677226,1158.426
148,32.4373619,55.3068317,1157.769
149,32.43740778,55.30682375,1157.716
150,32.43755472,55.30671173,1157.817
151,32.4376841,55.30658086,1158.497
152,32.4376757,55.3065609,1158.591
153,32.43750704,55.30648125,1159.049
154,32.43733903,55.30640834,1159.004
155,32.43717065,55.30633706,1159.063
156,32.43700011,55.3062663,1158.805
157,32.43683012,55.30619561,1159.053
158,32.43666173,55.30612592,1159.426
159,32.43649327,55.30605486,1159.731
160,32.43632159,55.30598199,1160.235
161,32.43615256,55.30591055,1160.81
162,32.43598287,55.3058393,1161.302
163,32.43581294,55.30576857,1161.476
164,32.43564595,55.30569784,1161.233
165,32.43547708,55.30562647,1160.949
166,32.43530806,55.30555507,1160.96
167,32.43514567,55.30548754,1161.062
168,32.43511229,55.30544498,1161.179
169,32.4352404,55.30527911,1161.077
170,32.43537014,55.30516891,1161.635
171,32.435543,55.30523018,1161.635
172,32.43571853,55.30530326,1161.332
173,32.43588865,55.30537372,1161.412
174,32.43605756,55.30544444,1161.425
175,32.43622558,55.30551591,1161.551
176,32.43639648,55.30558911,1161.596
177,32.43656415,55.30565958,1161.473
178,32.4367322,55.30572948,1160.972
179,32.43689836,55.30579977,1160.23
180,32.4370698,55.30587119,1159.377
181,32.43723807,55.30594289,1159.212
182,32.4374077,55.3060144,1159.108
183,32.43757979,55.30608662,1159.389
184,32.43774861,55.30615747,1159.514
185,32.43792067,55.30622967,1159.722
186,32.43806832,55.30625853,1160.027
187,32.43822249,55.30614303,1159.697
188,32.43834929,55.30601346,1159.556
189,32.43834141,55.30599335,1159.637
190,32.43817394,55.30591448,1160.073
191,32.43800237,55.30583952,1159.778
192,32.43783276,55.30576755,1159.665
193,32.43766063,55.30569557,1159.748
194,32.43749091,55.30562411,1159.993
195,32.43732079,55.30555281,1160.435
196,32.43715209,55.30548194,1160.683
197,32.4369842,55.30541023,1160.666
198,32.43681422,55.30533861,1160.824
199,32.43664595,55.30526829,1160.853
200,32.43647639,55.30519728,1161.256
201,32.43630524,55.3051247,1161.699
202,32.43613711,55.30505325,1161.986
203,32.43596661,55.3049819,1162.536
204,32.43579795,55.30491152,1163.018
205,32.43566174,55.30482553,1163.058
206,32.43579246,55.30465984,1163.16
207,32.43592093,55.3045494,1163.776
208,32.43609577,55.30461229,1163.539
209,32.43627084,55.30468518,1163.091
210,32.43643965,55.30475627,1162.791
211,32.43661043,55.30482822,1162.595
212,32.43677902,55.30489855,1161.99
213,32.43694836,55.30497183,1161.706
214,32.43711704,55.30504273,1161.605
215,32.43728607,55.30511394,1161.539
216,32.43745723,55.30518597,1161.425
217,32.43762486,55.30525631,1160.883
218,32.43779363,55.30532678,1160.442
219,32.43796382,55.30539845,1160.259
220,32.43813263,55.3054692,1160.306
221,32.4383022,55.3055407,1160.297
222,32.43847356,55.30561355,1160.288
223,32.43864247,55.30568457,1160.34
224,32.43873194,55.3056887,1160.45
225,32.43888429,55.3055723,1160.287
226,32.43901063,55.30544297,1160.373
227,32.43900412,55.30542478,1160.361
228,32.4388363,55.30534532,1160.622
229,32.43866366,55.30527073,1160.576
230,32.43849484,55.3051989,1160.625
231,32.43832494,55.30512783,1160.628
232,32.43815567,55.30505683,1160.786
233,32.43798587,55.30498558,1160.866
234,32.43781764,55.30491457,1160.938
235,32.43764558,55.30484204,1161.04
236,32.43747608,55.30477167,1161.391
237,32.43730761,55.30470114,1161.872
238,32.43713851,55.30462866,1162.323
239,32.43696716,55.30455597,1162.824
240,32.43679863,55.3044838,1163.085
241,32.43662761,55.30441226,1163.1
242,32.4364605,55.30434181,1162.902
243,32.43629214,55.30427125,1162.979
244,32.43621554,55.30421219,1163.467
245,32.43634893,55.30405144,1163.628
246,32.43648957,55.30394171,1164.305
247,32.43666325,55.3040034,1164.046
248,32.43684272,55.3040779,1163.7
249,32.4370118,55.30414916,1163.935
250,32.4371786,55.30421983,1163.67
251,32.43734727,55.30429219,1163.206
252,32.43751574,55.30436234,1162.923
253,32.43768591,55.30443402,1162.469
254,32.43785604,55.30450406,1161.881
255,32.43802485,55.30457596,1161.726
256,32.43819396,55.30464683,1161.71
257,32.43836384,55.30471895,1161.871
258,32.43853206,55.30478942,1161.91
259,32.43870321,55.30486173,1161.693
260,32.4388715,55.30493317,1161.393
261,32.43904249,55.30500597,1161.178
262,32.43921098,55.30507722,1160.917
263,32.4393806,55.30512205,1160.525
264,32.4395419,55.30500489,1160.185
265,32.43966958,55.30487502,1160.415
266,32.43966217,55.3048561,1160.459
267,32.43949269,55.30477495,1160.961
268,32.43932289,55.30470139,1161.093
269,32.43915504,55.30463041,1160.996
270,32.43898701,55.30455992,1161.034
271,32.43881496,55.30448778,1161.343
272,32.43864658,55.30441684,1161.833
273,32.43847453,55.30434471,1162.262
274,32.4383055,55.30427409,1162.551
275,32.43813738,55.30420312,1162.713
276,32.43796728,55.30413153,1162.848
277,32.43779828,55.30406021,1162.915
278,32.43762658,55.30398836,1162.982
279,32.43745736,55.3039171,1163.332
280,32.43728965,55.30384582,1163.367
281,32.43711839,55.30377427,1163.188
282,32.43694838,55.30370309,1163.205
283,32.43680073,55.3036203,1163.689
284,32.43693281,55.30345414,1163.868
285,32.43707727,55.30334562,1164.241
286,32.43725146,55.30340769,1163.948
287,32.43742385,55.30347878,1163.637
288,32.43759567,55.30355005,1163.482
289,32.43776581,55.30362227,1163.556
290,32.43793427,55.30369294,1163.766
291,32.4381017,55.30376361,1163.765
292,32.43827124,55.30383538,1163.69
293,32.43844095,55.30390738,1163.599
294,32.4386121,55.30398007,1163.454
295,32.43878029,55.30405204,1163.233
296,32.43894953,55.30412364,1162.91
297,32.43911815,55.30419527,1162.822
298,32.43928994,55.30426768,1162.558
299,32.43946167,55.30434028,1162.63
300,32.43962883,55.30440991,1162.609
301,32.43979753,55.30448083,1162.444
302,32.43992518,55.30451271,1162.692
303,32.43981934,55.30432543,1162.857
304,32.43971087,55.30414924,1162.773
305,32.43959614,55.30398524,1162.922
306,32.43941336,55.30389471,1163.113
307,32.43924381,55.30382301,1163.22
308,32.43907484,55.30375232,1163.362
309,32.43890574,55.3036809,1163.743
310,32.43873506,55.30360864,1164.001
311,32.43856655,55.303538,1164.018
313,32.43822924,55.30339556,1164.274
314,32.43805854,55.30332252,1164.424
315,32.43788928,55.30325282,1164.624
316,32.43772091,55.30318197,1164.915
317,32.43754868,55.30310923,1165.219
318,32.43739266,55.30303185,1165.684
319,32.43738931,55.30301031,1165.688
320,32.43752227,55.30285568,1165.746
321,32.43766298,55.30274598,1165.965
322,32.43783786,55.30280667,1165.54
323,32.43801214,55.30287806,1165.054
324,32.4381818,55.30294936,1165.028
325,32.43835006,55.30302042,1164.829
326,32.43852059,55.30309246,1164.537
327,32.43868941,55.30316344,1164.408
328,32.43885711,55.30323437,1164.41
329,32.43902962,55.30330707,1164.306
330,32.43919509,55.3033741,1164.46
331,32.4392203,55.30336631,1164.374
332,32.43911371,55.3031763,1164.863
333,32.43900886,55.30300443,1165.027
334,32.43889364,55.30284001,1165.231
335,32.43871097,55.30274975,1165.353
336,32.43853914,55.30267678,1165.728
337,32.43837143,55.3026057,1165.951
338,32.43820326,55.30253491,1165.981
339,32.43803722,55.30246524,1166.218
340,32.43797743,55.30241194,1166.318
341,32.43811151,55.30225295,1166.582
342,32.43824887,55.30214222,1167.108
343,32.43842502,55.302205,1167.005
344,32.43852664,55.30227707,1167.197
