run_id,scenario_type,scenario_param,T,L,C,p,h,w,s,demand_volatility,optimal_cost,collection_cost,holding_cost,shortage_cost,waste_cost,total_collected,total_shortage,total_waste,total_demand,service_level,shortage_frequency,avg_inventory
941,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,123.11693877060499,176996.0,8020.0,176.0,168800.0,0.0,401.0,844.0,0.0,1245.0,0.3220883534136546,0.42857142857142855,6.285714285714286
942,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,84.92181277925175,148964.0,8040.0,124.0,140800.0,0.0,402.0,704.0,0.0,1106.0,0.36347197106690776,0.5714285714285714,4.428571428571429
943,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,99.45076209679165,155224.0,8040.0,184.0,147000.0,0.0,402.0,735.0,0.0,1137.0,0.35356200527704484,0.5,6.571428571428571
944,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,90.0355938685657,157188.0,8020.0,168.0,149000.0,0.0,401.0,745.0,0.0,1146.0,0.349912739965096,0.5,6.0
945,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,132.63591411938816,199562.0,8020.0,142.0,191400.0,0.0,401.0,957.0,0.0,1358.0,0.29528718703976436,0.6428571428571429,5.071428571428571
946,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,88.64490040237474,142718.0,7900.0,218.0,134600.0,0.0,395.0,673.0,0.0,1068.0,0.3698501872659176,0.5714285714285714,7.785714285714286
947,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,81.23159132118137,146566.0,8000.0,166.0,138400.0,0.0,400.0,692.0,0.0,1092.0,0.3663003663003663,0.5714285714285714,5.928571428571429
948,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,94.75586245392817,161912.0,7980.0,132.0,153800.0,0.0,399.0,769.0,0.0,1168.0,0.3416095890410959,0.6428571428571429,4.714285714285714
949,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,82.97716061467437,135150.0,8000.0,150.0,127000.0,0.0,400.0,635.0,0.0,1035.0,0.3864734299516908,0.5714285714285714,5.357142857142857
950,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,103.60789998246037,177460.0,7920.0,140.0,169400.0,0.0,396.0,847.0,0.0,1243.0,0.3185840707964602,0.6428571428571429,5.0
951,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,83.7007546353712,140322.0,7940.0,182.0,132200.0,0.0,397.0,661.0,0.0,1058.0,0.3752362948960302,0.35714285714285715,6.5
952,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,89.6197181291652,145768.0,8040.0,128.0,137600.0,0.0,402.0,688.0,0.0,1090.0,0.3688073394495413,0.5714285714285714,4.571428571428571
953,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,77.99780870809965,134722.0,7960.0,162.0,126600.0,0.0,398.0,633.0,0.0,1031.0,0.3860329776915616,0.5714285714285714,5.785714285714286
954,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,86.99193605602481,137744.0,7980.0,164.0,129600.0,0.0,399.0,648.0,0.0,1047.0,0.38108882521489973,0.42857142857142855,5.857142857142857
955,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,98.83652241588283,148626.0,7980.0,246.0,140400.0,0.0,399.0,702.0,0.0,1101.0,0.36239782016348776,0.42857142857142855,8.785714285714286
956,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,98.85107846799505,167366.0,8020.0,146.0,159200.0,0.0,401.0,796.0,0.0,1197.0,0.33500417710944025,0.5714285714285714,5.214285714285714
957,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,79.60838459584005,146774.0,7960.0,214.0,138600.0,0.0,398.0,693.0,0.0,1091.0,0.36480293308890926,0.5,7.642857142857143
958,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,65.31372484448598,109562.0,8000.0,162.0,101400.0,0.0,400.0,507.0,0.0,907.0,0.4410143329658214,0.5,5.785714285714286
959,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,88.14957140437785,148398.0,8020.0,178.0,140200.0,0.0,401.0,701.0,0.0,1102.0,0.36388384754990927,0.5,6.357142857142857
960,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,98.43468776352186,156798.0,7980.0,218.0,148600.0,0.0,399.0,743.0,0.0,1142.0,0.34938704028021017,0.5714285714285714,7.785714285714286
961,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,77.0363351852586,145944.0,8000.0,144.0,137800.0,0.0,400.0,689.0,0.0,1089.0,0.3673094582185491,0.5714285714285714,5.142857142857143
962,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,79.10997253887805,142182.0,8000.0,182.0,134000.0,0.0,400.0,670.0,0.0,1070.0,0.37383177570093457,0.5,6.5
963,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,78.27958787289967,133288.0,7960.0,128.0,125200.0,0.0,398.0,626.0,0.0,1024.0,0.388671875,0.7142857142857143,4.571428571428571
964,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,92.15415213164322,156154.0,8000.0,154.0,148000.0,0.0,400.0,740.0,0.0,1140.0,0.3508771929824561,0.5,5.5
965,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,104.61893924610204,168840.0,8060.0,180.0,160600.0,0.0,403.0,803.0,0.0,1206.0,0.3341625207296849,0.5714285714285714,6.428571428571429
966,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,100.91894100247596,168400.0,7980.0,220.0,160200.0,0.0,399.0,801.0,0.0,1200.0,0.3325,0.5,7.857142857142857
967,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,107.19905668942262,180200.0,8020.0,180.0,172000.0,0.0,401.0,860.0,0.0,1261.0,0.31800158604282314,0.5714285714285714,6.428571428571429
968,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,96.93488767713919,156028.0,8000.0,228.0,147800.0,0.0,400.0,739.0,0.0,1139.0,0.35118525021949076,0.5,8.142857142857142
969,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,89.72850205833514,142176.0,7960.0,216.0,134000.0,0.0,398.0,670.0,0.0,1068.0,0.37265917602996257,0.42857142857142855,7.714285714285714
970,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,83.87116577811227,128524.0,7940.0,184.0,120400.0,0.0,397.0,602.0,0.0,999.0,0.3973973973973974,0.42857142857142855,6.571428571428571
971,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,82.43476084709876,133036.0,8040.0,196.0,124800.0,0.0,402.0,624.0,0.0,1026.0,0.391812865497076,0.5714285714285714,7.0
972,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,109.15239300152416,183776.0,8040.0,136.0,175600.0,0.0,402.0,878.0,0.0,1280.0,0.3140625,0.5714285714285714,4.857142857142857
973,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,87.66890403497626,152612.0,8000.0,212.0,144400.0,0.0,400.0,722.0,0.0,1122.0,0.35650623885918004,0.5,7.571428571428571
974,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,62.32145927138008,111552.0,8000.0,152.0,103400.0,0.0,400.0,517.0,0.0,917.0,0.4362050163576881,0.5714285714285714,5.428571428571429
975,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,85.10233935248375,132812.0,8020.0,192.0,124600.0,0.0,401.0,623.0,0.0,1024.0,0.3916015625,0.42857142857142855,6.857142857142857
976,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,95.58370623678067,179812.0,7900.0,112.0,171800.0,0.0,395.0,859.0,0.0,1254.0,0.3149920255183413,0.6428571428571429,4.0
977,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,101.39327856803679,186332.0,8000.0,132.0,178200.0,0.0,400.0,891.0,0.0,1291.0,0.30983733539891556,0.7142857142857143,4.714285714285714
978,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,106.86067603020605,186930.0,7960.0,170.0,178800.0,0.0,398.0,894.0,0.0,1292.0,0.3080495356037152,0.6428571428571429,6.071428571428571
979,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,66.46450640939793,125018.0,8040.0,178.0,116800.0,0.0,402.0,584.0,0.0,986.0,0.4077079107505071,0.6428571428571429,6.357142857142857
980,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,67.35986966151528,119134.0,7920.0,214.0,111000.0,0.0,396.0,555.0,0.0,951.0,0.416403785488959,0.42857142857142855,7.642857142857143
981,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,94.99054732778758,173098.0,7940.0,158.0,165000.0,0.0,397.0,825.0,0.0,1222.0,0.3248772504091653,0.6428571428571429,5.642857142857143
982,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,66.25295526716263,113384.0,8020.0,164.0,105200.0,0.0,401.0,526.0,0.0,927.0,0.4325782092772384,0.5714285714285714,5.857142857142857
983,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,86.72431690625844,156340.0,8000.0,140.0,148200.0,0.0,400.0,741.0,0.0,1141.0,0.35056967572305,0.5,5.0
984,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,68.00255097255919,114144.0,7960.0,184.0,106000.0,0.0,398.0,530.0,0.0,928.0,0.42887931034482757,0.5,6.571428571428571
985,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,97.66281539155054,158594.0,7980.0,214.0,150400.0,0.0,399.0,752.0,0.0,1151.0,0.3466550825369244,0.5,7.642857142857143
986,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,81.52112534521969,141546.0,7980.0,166.0,133400.0,0.0,399.0,667.0,0.0,1066.0,0.37429643527204504,0.5714285714285714,5.928571428571429
987,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,89.24264675590925,159532.0,7960.0,172.0,151400.0,0.0,398.0,757.0,0.0,1155.0,0.3445887445887446,0.6428571428571429,6.142857142857143
988,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,93.39910522667151,175948.0,8000.0,148.0,167800.0,0.0,400.0,839.0,0.0,1239.0,0.3228410008071025,0.6428571428571429,5.285714285714286
989,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,97.86227828026529,176930.0,7980.0,150.0,168800.0,0.0,399.0,844.0,0.0,1243.0,0.32099758648431215,0.5,5.357142857142857
990,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,91.62860372399092,159544.0,8000.0,144.0,151400.0,0.0,400.0,757.0,0.0,1157.0,0.34572169403630076,0.42857142857142855,5.142857142857143
991,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,99.40293696642479,179326.0,7980.0,146.0,171200.0,0.0,399.0,856.0,0.0,1255.0,0.3179282868525896,0.6428571428571429,5.214285714285714
992,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,113.94529657798472,170558.0,7960.0,198.0,162400.0,0.0,398.0,812.0,0.0,1210.0,0.32892561983471075,0.42857142857142855,7.071428571428571
993,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,81.1524139241359,146754.0,7980.0,174.0,138600.0,0.0,399.0,693.0,0.0,1092.0,0.36538461538461536,0.5,6.214285714285714
994,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,100.3094192577982,146422.0,7980.0,242.0,138200.0,0.0,399.0,691.0,0.0,1090.0,0.3660550458715596,0.35714285714285715,8.642857142857142
995,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,95.83446612758472,170470.0,7980.0,290.0,162200.0,0.0,399.0,811.0,0.0,1210.0,0.32975206611570246,0.5714285714285714,10.357142857142858
996,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,92.22114614294473,132702.0,7920.0,182.0,124600.0,0.0,396.0,623.0,0.0,1019.0,0.3886162904808636,0.42857142857142855,6.5
997,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,112.26335655274963,184778.0,8020.0,158.0,176600.0,0.0,401.0,883.0,0.0,1284.0,0.31230529595015577,0.6428571428571429,5.642857142857143
998,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,98.65051175431252,165790.0,8020.0,170.0,157600.0,0.0,401.0,788.0,0.0,1189.0,0.33725820016820857,0.5714285714285714,6.071428571428571
999,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,87.30210858430227,154306.0,7960.0,146.0,146200.0,0.0,398.0,731.0,0.0,1129.0,0.3525243578387954,0.5714285714285714,5.214285714285714
1000,volatility,sigma_0.20,14,3,30.0,20.0,2.0,5.0,200.0,94.52264602858354,147774.0,8000.0,174.0,139600.0,0.0,400.0,698.0,0.0,1098.0,0.36429872495446264,0.42857142857142855,6.214285714285714
1001,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,129.50502314739828,180668.0,7900.0,168.0,172600.0,0.0,395.0,863.0,0.0,1258.0,0.3139904610492846,0.5,6.0
1002,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,105.39074524678848,150300.0,7920.0,180.0,142200.0,0.0,396.0,711.0,0.0,1107.0,0.35772357723577236,0.5,6.428571428571429
1003,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,89.73566624212675,150692.0,7940.0,152.0,142600.0,0.0,397.0,713.0,0.0,1110.0,0.35765765765765767,0.5714285714285714,5.428571428571429
1004,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,71.47473508241944,115070.0,8060.0,210.0,106800.0,0.0,403.0,534.0,0.0,937.0,0.43009605122732125,0.5,7.5
1005,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,95.95994593834344,142298.0,7920.0,178.0,134200.0,0.0,396.0,671.0,0.0,1067.0,0.3711340206185567,0.5714285714285714,6.357142857142857
1006,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,98.09265195388969,161730.0,7940.0,190.0,153600.0,0.0,397.0,768.0,0.0,1165.0,0.3407725321888412,0.5,6.785714285714286
1007,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,74.05613563027573,111862.0,8060.0,202.0,103600.0,0.0,403.0,518.0,0.0,921.0,0.4375678610206297,0.5,7.214285714285714
1008,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,116.14902900487594,168846.0,7960.0,286.0,160600.0,0.0,398.0,803.0,0.0,1201.0,0.33139050791007496,0.42857142857142855,10.214285714285714
1009,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,88.43044655293232,111720.0,7960.0,360.0,103400.0,0.0,398.0,517.0,0.0,915.0,0.4349726775956284,0.35714285714285715,12.857142857142858
1010,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,108.43609987039389,152766.0,6820.0,146.0,145800.0,0.0,341.0,729.0,0.0,1070.0,0.3186915887850467,0.35714285714285715,5.214285714285714
1011,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,102.11000970342062,163198.0,7960.0,238.0,155000.0,0.0,398.0,775.0,0.0,1173.0,0.3393009377664109,0.5,8.5
1012,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,130.26975544489775,219210.0,8040.0,170.0,211000.0,0.0,402.0,1055.0,0.0,1457.0,0.27590940288263555,0.5714285714285714,6.071428571428571
1013,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,84.05598231693747,119942.0,8120.0,222.0,111600.0,0.0,406.0,558.0,0.0,964.0,0.4211618257261411,0.5,7.928571428571429
1014,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,104.01991567552272,141164.0,7980.0,184.0,133000.0,0.0,399.0,665.0,0.0,1064.0,0.375,0.35714285714285715,6.571428571428571
1015,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,94.71269660377739,132454.0,8040.0,214.0,124200.0,0.0,402.0,621.0,0.0,1023.0,0.39296187683284456,0.5,7.642857142857143
1016,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,127.96172897250432,214144.0,8040.0,104.0,206000.0,0.0,402.0,1030.0,0.0,1432.0,0.2807262569832402,0.5,3.7142857142857144
1017,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,89.24353289323157,150108.0,7960.0,148.0,142000.0,0.0,398.0,710.0,0.0,1108.0,0.3592057761732852,0.6428571428571429,5.285714285714286
1018,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,114.67356064151878,199214.0,8000.0,214.0,191000.0,0.0,400.0,955.0,0.0,1355.0,0.2952029520295203,0.5,7.642857142857143
1019,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,84.13885510734924,161714.0,7960.0,154.0,153600.0,0.0,398.0,768.0,0.0,1166.0,0.34133790737564323,0.6428571428571429,5.5
1020,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,115.92291597859153,172000.0,8020.0,180.0,163800.0,0.0,401.0,819.0,0.0,1220.0,0.32868852459016396,0.6428571428571429,6.428571428571429
1021,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,118.90932920266842,161068.0,7960.0,308.0,152800.0,0.0,398.0,764.0,0.0,1162.0,0.342512908777969,0.5,11.0
1022,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,84.49396186614008,129138.0,7960.0,178.0,121000.0,0.0,398.0,605.0,0.0,1003.0,0.3968095712861416,0.42857142857142855,6.357142857142857
1023,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,109.24200806709207,167744.0,7960.0,184.0,159600.0,0.0,398.0,798.0,0.0,1196.0,0.33277591973244147,0.42857142857142855,6.571428571428571
1024,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,93.20243493359506,138084.0,8080.0,404.0,129600.0,0.0,404.0,648.0,0.0,1052.0,0.3840304182509506,0.35714285714285715,14.428571428571429
1025,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,82.0129407409562,147580.0,7940.0,240.0,139400.0,0.0,397.0,697.0,0.0,1094.0,0.36288848263254114,0.5714285714285714,8.571428571428571
1026,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,56.92552420595219,117794.0,7880.0,114.0,109800.0,0.0,394.0,549.0,0.0,943.0,0.4178154825026511,0.7142857142857143,4.071428571428571
1027,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,148.1761396694722,204790.0,8140.0,250.0,196400.0,0.0,407.0,982.0,0.0,1389.0,0.29301655867530596,0.35714285714285715,8.928571428571429
1028,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,73.24870271192242,130816.0,8080.0,136.0,122600.0,0.0,404.0,613.0,0.0,1017.0,0.3972468043264503,0.6428571428571429,4.857142857142857
1029,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,61.61222546321966,112820.0,8040.0,180.0,104600.0,0.0,402.0,523.0,0.0,925.0,0.4345945945945946,0.5,6.428571428571429
1030,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,70.24243731534378,122510.0,7880.0,230.0,114400.0,0.0,394.0,572.0,0.0,966.0,0.4078674948240166,0.5,8.214285714285714
1031,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,113.52570957582196,167230.0,8000.0,230.0,159000.0,0.0,400.0,795.0,0.0,1195.0,0.33472803347280333,0.5714285714285714,8.214285714285714
1032,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,129.25455425600433,206678.0,7920.0,158.0,198600.0,0.0,396.0,993.0,0.0,1389.0,0.28509719222462204,0.6428571428571429,5.642857142857143
1033,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,111.59952545433448,154202.0,8020.0,182.0,146000.0,0.0,401.0,730.0,0.0,1131.0,0.35455349248452694,0.5714285714285714,6.5
1034,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,86.21582434418255,128980.0,8020.0,160.0,120800.0,0.0,401.0,604.0,0.0,1005.0,0.3990049751243781,0.6428571428571429,5.714285714285714
1035,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,71.06105451924955,110438.0,7840.0,198.0,102400.0,0.0,392.0,512.0,0.0,904.0,0.4336283185840708,0.5,7.071428571428571
1036,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,108.13448259704492,182846.0,8040.0,206.0,174600.0,0.0,402.0,873.0,0.0,1275.0,0.31529411764705884,0.5714285714285714,7.357142857142857
1037,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,71.88653190541156,117332.0,7960.0,172.0,109200.0,0.0,398.0,546.0,0.0,944.0,0.4216101694915254,0.5714285714285714,6.142857142857143
1038,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,100.91206517537526,187310.0,8000.0,110.0,179200.0,0.0,400.0,896.0,0.0,1296.0,0.30864197530864196,0.7142857142857143,3.9285714285714284
1039,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,126.5291972435692,172858.0,7860.0,198.0,164800.0,0.0,393.0,824.0,0.0,1217.0,0.3229252259654889,0.42857142857142855,7.071428571428571
1040,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,68.15678204533654,116900.0,7960.0,140.0,108800.0,0.0,398.0,544.0,0.0,942.0,0.42250530785562634,0.6428571428571429,5.0
1041,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,50.43727160887015,83906.0,7900.0,206.0,75800.0,0.0,395.0,379.0,0.0,774.0,0.5103359173126615,0.5714285714285714,7.357142857142857
1042,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,90.37653659743185,150640.0,7960.0,280.0,142400.0,0.0,398.0,712.0,0.0,1110.0,0.35855855855855856,0.42857142857142855,10.0
1043,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,114.29151770979405,154310.0,8140.0,370.0,145800.0,0.0,407.0,729.0,0.0,1136.0,0.35827464788732394,0.35714285714285715,13.214285714285714
1044,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,115.75204410413544,177910.0,8100.0,210.0,169600.0,0.0,405.0,848.0,0.0,1253.0,0.3232242617717478,0.5714285714285714,7.5
1045,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,137.66035176832722,178068.0,8120.0,148.0,169800.0,0.0,406.0,849.0,0.0,1255.0,0.32350597609561754,0.5714285714285714,5.285714285714286
1046,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,69.39141421924573,106674.0,7520.0,154.0,99000.0,0.0,376.0,495.0,0.0,871.0,0.4316877152698048,0.2857142857142857,5.5
1047,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,64.38631018140045,99130.0,7920.0,210.0,91000.0,0.0,396.0,455.0,0.0,851.0,0.46533490011750883,0.5,7.5
1048,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,144.80241640220777,223314.0,7940.0,174.0,215200.0,0.0,397.0,1076.0,0.0,1473.0,0.2695179904955872,0.6428571428571429,6.214285714285714
1049,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,99.71400429759717,159624.0,8040.0,184.0,151400.0,0.0,402.0,757.0,0.0,1159.0,0.3468507333908542,0.5,6.571428571428571
1050,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,73.57368235105456,112252.0,7880.0,172.0,104200.0,0.0,394.0,521.0,0.0,915.0,0.4306010928961749,0.6428571428571429,6.142857142857143
1051,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,104.09583986668737,191522.0,8100.0,222.0,183200.0,0.0,405.0,916.0,0.0,1321.0,0.3065859197577593,0.5,7.928571428571429
1052,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,75.04556439053462,127266.0,8020.0,246.0,119000.0,0.0,401.0,595.0,0.0,996.0,0.4026104417670683,0.5,8.785714285714286
1053,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,81.15681469493842,131826.0,8100.0,326.0,123400.0,0.0,405.0,617.0,0.0,1022.0,0.39628180039138944,0.42857142857142855,11.642857142857142
1054,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,102.52575584820087,172670.0,8040.0,230.0,164400.0,0.0,402.0,822.0,0.0,1224.0,0.3284313725490196,0.5714285714285714,8.214285714285714
1055,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,116.39966775322523,140340.0,7200.0,140.0,133000.0,0.0,360.0,665.0,0.0,1025.0,0.35121951219512193,0.42857142857142855,5.0
1056,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,81.86502704489398,146804.0,8040.0,164.0,138600.0,0.0,402.0,693.0,0.0,1095.0,0.36712328767123287,0.5,5.857142857142857
1057,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,70.08817333057216,126710.0,8000.0,110.0,118600.0,0.0,400.0,593.0,0.0,993.0,0.4028197381671702,0.6428571428571429,3.9285714285714284
1058,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,77.73555381246481,119648.0,8040.0,408.0,111200.0,0.0,402.0,556.0,0.0,958.0,0.4196242171189979,0.35714285714285715,14.571428571428571
1059,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,116.28527553444782,171276.0,8020.0,256.0,163000.0,0.0,401.0,815.0,0.0,1216.0,0.32976973684210525,0.5,9.142857142857142
1060,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,78.22077598642427,135592.0,8060.0,132.0,127400.0,0.0,403.0,637.0,0.0,1040.0,0.3875,0.6428571428571429,4.714285714285714
1061,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,106.90841016152709,189556.0,7940.0,216.0,181400.0,0.0,397.0,907.0,0.0,1304.0,0.3044478527607362,0.5714285714285714,7.714285714285714
1062,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,82.01110551974914,138466.0,8120.0,146.0,130200.0,0.0,406.0,651.0,0.0,1057.0,0.3841059602649007,0.42857142857142855,5.214285714285714
1063,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,98.63871926771714,182998.0,8060.0,138.0,174800.0,0.0,403.0,874.0,0.0,1277.0,0.3155833985904464,0.6428571428571429,4.928571428571429
1064,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,61.59876754664256,103818.0,8040.0,178.0,95600.0,0.0,402.0,478.0,0.0,880.0,0.45681818181818185,0.5714285714285714,6.357142857142857
1065,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,113.03631798529828,155868.0,7920.0,148.0,147800.0,0.0,396.0,739.0,0.0,1135.0,0.34889867841409694,0.5714285714285714,5.285714285714286
1066,volatility,sigma_0.40,14,3,30.0,20.0,2.0,5.0,200.0,73.71971879202681,142704.0,8060.0,244.0,134400.0,0.0,403.0,672.0,0.0,1075.0,0.37488372093023253,0.5714285714285714,8.714285714285714
