Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/8/2024 10:01:18 AM,,,,
,,,,
,,,,
Alignment Name: massir asli d10,,,,
Description:,,,,
"Station Range: Start: 0+000.00, End: 21+556.62",,,,
,,,,
Point,Station,Offset,Elevation,Description
2416,2+620.13,18.582m,"1,431.780m",
2417,2+619.92,14.938m,"1,432.043m",
2418,2+619.88,11.920m,"1,432.144m",
2419,2+619.97,8.764m,"1,432.328m",
2420,2+619.94,5.429m,"1,432.465m",
2421,2+620.01,0.019m,"1,432.646m",
2422,2+619.89,-14.960m,"1,433.098m",
2423,2+619.69,-19.669m,"1,433.276m",
2424,2+622.58,19.563m,"1,431.457m",
2425,2+622.79,14.023m,"1,431.649m",
2426,2+623.30,9.139m,"1,431.829m",
2427,2+623.57,2.975m,"1,432.057m",
2428,2+623.60,-0.010m,"1,432.561m",
2429,2+623.78,-3.554m,"1,432.663m",
2430,2+623.66,-8.300m,"1,432.936m",
2431,2+623.18,-13.726m,"1,433.198m",
2432,2+622.72,-18.666m,"1,433.184m",
2433,2+628.27,25.525m,"1,431.523m",
2434,2+627.98,17.795m,"1,431.629m",
2435,2+628.46,11.787m,"1,431.931m",
2436,2+628.96,5.960m,"1,432.212m",
2437,2+629.08,2.195m,"1,432.318m",
2438,2+629.16,0.018m,"1,432.365m",
2439,2+628.90,-5.838m,"1,432.545m",
2440,2+628.77,-10.690m,"1,432.826m",
2441,2+628.34,-16.219m,"1,433.310m",
2442,2+628.25,-20.582m,"1,433.414m",
2443,2+639.81,25.498m,"1,431.372m",
2444,2+639.99,15.242m,"1,431.980m",
2445,2+639.94,9.208m,"1,432.130m",
2446,2+639.91,4.100m,"1,432.220m",
2447,2+639.91,0.045m,"1,432.523m",
2448,2+640.01,-6.825m,"1,432.882m",
2449,2+639.93,-10.080m,"1,432.778m",
2450,2+640.07,-13.384m,"1,432.915m",
2451,2+640.08,-14.959m,"1,433.028m",
2452,2+640.23,-19.050m,"1,433.228m",
2453,2+640.28,-21.329m,"1,433.168m",
2454,2+646.07,19.400m,"1,431.645m",
2455,2+646.57,12.786m,"1,431.931m",
2456,2+646.98,8.652m,"1,432.129m",
2457,2+647.31,5.098m,"1,432.336m",
2458,2+647.30,1.439m,"1,432.521m",
2459,2+647.29,-0.118m,"1,432.576m",
2460,2+647.57,-3.312m,"1,432.619m",
2461,2+647.76,-6.755m,"1,432.773m",
2462,2+647.89,-10.566m,"1,433.001m",
2463,2+647.67,-14.381m,"1,433.114m",
2464,2+647.59,-17.863m,"1,433.421m",
2465,2+646.95,-20.878m,"1,433.438m",
2466,2+660.18,22.202m,"1,431.403m",
2467,2+659.95,14.949m,"1,431.606m",
2468,2+659.90,8.300m,"1,431.947m",
2469,2+660.02,4.484m,"1,432.088m",
2470,2+660.00,1.930m,"1,432.304m",
2471,2+660.00,0.046m,"1,432.352m",
2472,2+660.06,-5.052m,"1,432.693m",
2473,2+659.96,-9.557m,"1,432.900m",
2474,2+660.06,-15.294m,"1,433.210m",
2475,2+659.48,-21.526m,"1,433.443m",
2476,2+659.53,-24.249m,"1,433.519m",
2477,2+667.50,22.422m,"1,431.376m",
2478,2+667.89,12.566m,"1,431.925m",
2479,2+668.02,5.800m,"1,432.188m",
2480,2+668.34,0.189m,"1,432.571m",
2481,2+668.73,-3.920m,"1,432.740m",
2482,2+668.71,-10.988m,"1,432.881m",
2483,2+668.89,-15.326m,"1,433.771m",
2484,2+669.19,-19.884m,"1,434.347m",
2485,2+668.95,-24.192m,"1,434.761m",
2486,2+668.77,-27.667m,"1,434.951m",
2487,2+679.46,27.883m,"1,432.745m",
2488,2+679.93,15.123m,"1,433.292m",
2489,2+299.90,5.731m,"1,438.992m",
2490,2+300.03,0.087m,"1,438.304m",
2491,2+299.95,-5.886m,"1,436.619m",
2492,2+300.03,-6.720m,"1,436.191m",
2493,2+299.87,-10.887m,"1,436.180m",
2494,2+299.93,-11.526m,"1,436.468m",
2495,2+300.01,-13.286m,"1,436.754m",
2496,2+300.09,-15.442m,"1,437.737m",
2497,2+299.83,-18.901m,"1,439.650m",
2498,2+299.57,-22.145m,"1,441.698m",
2499,2+320.39,20.939m,"1,443.832m",
2500,2+320.15,14.509m,"1,441.440m",
2501,2+320.09,6.598m,"1,439.079m",
2502,2+320.00,2.832m,"1,438.302m",
2503,2+320.08,-0.077m,"1,437.808m",
2504,2+319.96,-1.798m,"1,437.618m",
2505,2+319.93,-2.619m,"1,437.325m",
2506,2+319.97,-3.352m,"1,436.975m",
2507,2+319.96,-7.003m,"1,436.937m",
2508,2+319.98,-7.655m,"1,437.265m",
2509,2+319.99,-9.078m,"1,437.445m",
2510,2+319.89,-10.896m,"1,438.011m",
2511,2+319.96,-13.162m,"1,438.424m",
2512,2+320.04,-15.340m,"1,438.596m",
2513,2+320.05,-19.242m,"1,439.344m",
2514,2+319.99,-12.357m,"1,438.382m",
2515,2+339.91,14.901m,"1,440.981m",
2516,2+339.97,7.961m,"1,439.370m",
2517,2+339.93,5.971m,"1,439.816m",
2518,2+339.98,3.266m,"1,439.001m",
2519,2+339.97,-0.006m,"1,438.015m",
2520,2+340.00,-0.598m,"1,437.820m",
2521,2+340.00,-4.373m,"1,437.658m",
2522,2+339.93,-5.355m,"1,437.951m",
2523,2+340.07,-15.549m,"1,439.133m",
2524,2+339.70,-21.060m,"1,439.864m",
2525,2+343.26,-24.279m,"1,440.419m",
2526,2+343.37,-16.063m,"1,439.282m",
2527,2+343.33,-9.984m,"1,438.588m",
2528,2+343.44,-5.691m,"1,438.085m",
2529,2+343.44,-4.312m,"1,437.818m",
2530,2+343.54,-5.034m,"1,438.138m",
2531,2+343.50,-0.622m,"1,437.858m",
2532,2+343.53,0.068m,"1,438.115m",
2533,2+343.68,3.344m,"1,438.213m",
2534,2+344.08,6.917m,"1,439.093m",
2535,2+344.01,11.958m,"1,439.645m",
2536,2+343.87,15.499m,"1,438.806m",
2537,2+343.77,19.869m,"1,440.225m",
2538,2+344.85,24.231m,"1,442.638m",
2539,2+360.23,23.118m,"1,442.203m",
2540,2+359.90,15.410m,"1,440.689m",
2541,2+360.02,8.909m,"1,439.672m",
2542,2+359.94,3.562m,"1,439.026m",
2543,2+359.92,1.183m,"1,439.014m",
2544,2+359.90,0.145m,"1,438.917m",
2545,2+360.01,-1.053m,"1,438.801m",
2546,2+359.89,-5.911m,"1,438.596m",
2547,2+359.98,-6.355m,"1,438.804m",
2548,2+359.91,-9.351m,"1,438.781m",
2549,2+359.91,-10.800m,"1,438.787m",
2550,2+359.86,-14.429m,"1,439.147m",
2551,2+359.91,-16.870m,"1,439.454m",
2552,2+360.04,-20.796m,"1,439.841m",
2553,2+359.99,-24.470m,"1,440.210m",
2554,2+380.81,27.839m,"1,443.199m",
2555,2+379.71,15.050m,"1,441.121m",
2556,2+379.96,5.713m,"1,440.174m",
2557,2+379.96,-0.058m,"1,440.538m",
2558,2+379.92,-3.073m,"1,440.621m",
2559,2+379.98,-4.105m,"1,440.436m",
2560,2+380.00,-4.709m,"1,440.234m",
2561,2+380.04,-10.071m,"1,440.496m",
2562,2+379.94,-10.990m,"1,440.674m",
2563,2+379.91,-13.581m,"1,440.741m",
2564,2+380.07,-15.611m,"1,440.706m",
2565,2+379.97,-18.446m,"1,440.581m",
2566,2+399.78,23.489m,"1,442.630m",
2567,2+399.76,14.889m,"1,441.500m",
2568,2+400.07,0.069m,"1,440.898m",
2569,2+399.96,-8.926m,"1,441.198m",
2570,2+399.99,-10.094m,"1,441.376m",
2571,2+400.06,-11.037m,"1,441.210m",
2572,2+400.00,-16.086m,"1,441.324m",
2573,2+400.18,-18.621m,"1,441.684m",
2574,2+400.13,-21.635m,"1,441.579m",
2575,2+400.29,-27.194m,"1,441.824m",
2576,2+417.74,30.033m,"1,445.001m",
2577,2+419.69,14.528m,"1,442.295m",
2578,2+420.02,0.073m,"1,441.120m",
2579,2+420.02,-15.353m,"1,441.475m",
2580,2+420.09,-18.777m,"1,441.723m",
2581,2+439.14,27.231m,"1,445.987m",
2582,2+439.37,14.399m,"1,442.970m",
2583,2+440.12,-0.011m,"1,441.315m",
2584,2+440.05,-14.511m,"1,440.990m",
2585,2+440.97,-24.583m,"1,441.223m",
2586,2+438.11,-24.195m,"1,441.276m",
2587,2+437.98,-0.258m,"1,441.296m",
2588,2+436.86,13.202m,"1,442.673m",
2589,2+434.84,25.171m,"1,445.041m",
2590,2+459.87,30.833m,"1,450.317m",
2591,2+459.86,14.679m,"1,443.662m",
2592,2+460.09,-0.059m,"1,441.320m",
2593,2+459.98,-14.850m,"1,440.272m",
2594,2+460.68,-24.516m,"1,440.603m",
2595,2+479.11,26.883m,"1,448.796m",
2596,2+479.67,14.437m,"1,443.436m",
2597,2+479.79,0.151m,"1,440.409m",
2598,2+479.89,-5.686m,"1,439.512m",
2599,2+480.03,-3.817m,"1,439.565m",
2600,2+479.76,-14.265m,"1,439.876m",
2601,2+479.77,-18.738m,"1,439.937m",
2602,2+499.78,18.077m,"1,441.601m",
2603,2+499.65,14.387m,"1,440.934m",
2604,2+499.72,4.282m,"1,439.291m",
2605,2+499.82,0.232m,"1,438.190m",
2606,2+499.99,-1.394m,"1,437.907m",
2607,2+500.00,-3.078m,"1,438.132m",
2608,2+499.93,-4.081m,"1,437.851m",
2609,21+319.84,9.272m,"1,329.600m",
2610,21+319.97,4.725m,"1,329.284m",
2611,21+320.05,0.209m,"1,329.555m",
2612,21+319.85,-5.877m,"1,328.997m",
2613,21+319.94,-10.267m,"1,328.805m",
2614,21+319.93,-14.924m,"1,328.977m",
2615,21+339.90,14.725m,"1,330.471m",
2616,21+339.82,9.881m,"1,330.243m",
2617,21+339.95,2.488m,"1,330.312m",
2618,21+339.99,0.057m,"1,329.812m",
2619,21+339.90,-4.269m,"1,330.279m",
2620,21+339.89,-7.956m,"1,329.931m",
2621,21+339.82,-11.863m,"1,329.672m",
2622,21+339.85,-15.490m,"1,330.072m",
2623,21+360.07,14.849m,"1,331.451m",
2624,21+360.04,10.066m,"1,331.331m",
2625,21+360.09,6.318m,"1,331.149m",
2626,21+359.93,-0.003m,"1,331.451m",
2627,21+359.96,3.761m,"1,331.391m",
2628,21+360.06,-2.386m,"1,330.738m",
2629,21+360.13,-5.678m,"1,331.345m",
2630,21+359.96,-12.125m,"1,331.143m",
2631,21+359.78,-14.980m,"1,331.096m",
2632,21+379.88,14.977m,"1,332.245m",
2633,21+379.83,11.230m,"1,332.163m",
2634,21+379.91,7.564m,"1,332.384m",
2635,21+379.79,2.660m,"1,331.990m",
2636,21+379.89,-0.070m,"1,331.949m",
2637,21+380.18,-3.954m,"1,332.297m",
2638,21+379.99,-5.550m,"1,332.281m",
2639,21+379.84,-14.819m,"1,332.174m",
2640,21+400.28,33.458m,"1,333.699m",
2641,21+399.81,25.914m,"1,332.730m",
2642,21+400.09,16.088m,"1,333.225m",
2643,21+399.86,6.154m,"1,332.810m",
2644,21+399.95,0.486m,"1,332.842m",
2645,21+400.05,-5.099m,"1,333.360m",
2646,21+400.00,-9.883m,"1,333.430m",
2647,21+400.16,-12.652m,"1,333.344m",
2648,21+400.10,-15.363m,"1,333.364m",
2649,21+399.83,-20.766m,"1,333.369m",
2650,21+398.88,-25.477m,"1,333.324m",
2651,21+420.21,20.500m,"1,333.922m",
2652,21+419.77,18.643m,"1,334.004m",
2653,21+419.77,15.633m,"1,333.950m",
2654,21+419.78,8.837m,"1,334.615m",
2655,21+419.82,3.137m,"1,334.193m",
2656,21+420.04,0.329m,"1,333.912m",
2657,21+419.94,-1.665m,"1,334.406m",
2658,21+419.85,-2.981m,"1,334.260m",
2659,21+420.09,-11.390m,"1,334.355m",
2660,21+420.00,-15.457m,"1,334.192m",
2661,21+419.49,-21.479m,"1,333.838m",
2662,21+439.93,14.991m,"1,334.955m",
2663,21+439.89,19.475m,"1,335.247m",
2664,21+439.92,10.129m,"1,335.507m",
2665,21+440.06,7.057m,"1,335.510m",
2666,21+440.14,3.560m,"1,335.002m",
2667,21+439.63,-2.368m,"1,335.555m",
2668,21+439.66,-6.846m,"1,335.416m",
2669,21+439.79,-11.932m,"1,335.550m",
2670,21+439.88,-14.764m,"1,335.404m",
2671,21+439.84,-18.209m,"1,334.777m",
2672,21+439.68,-22.267m,"1,335.400m",
2673,21+439.67,-21.011m,"1,335.634m",
2674,21+439.70,-25.615m,"1,334.689m",
2675,21+459.10,20.321m,"1,336.235m",
2676,21+459.92,15.083m,"1,336.215m",
2677,21+459.77,11.359m,"1,336.544m",
2678,21+459.86,6.496m,"1,336.515m",
2679,21+460.08,4.167m,"1,336.363m",
2680,21+459.98,0.190m,"1,336.382m",
2681,21+459.96,-3.180m,"1,336.512m",
2682,21+460.00,-5.282m,"1,336.554m",
2683,21+459.94,-11.032m,"1,336.632m",
2684,21+459.81,-14.554m,"1,335.829m",
2685,21+460.05,-21.842m,"1,336.296m",
2686,21+459.56,-26.394m,"1,336.464m",
2687,21+479.19,21.534m,"1,337.466m",
2688,21+479.99,16.840m,"1,337.292m",
2689,21+479.96,12.976m,"1,337.167m",
2690,21+479.79,9.756m,"1,337.676m",
2691,21+480.12,0.519m,"1,337.537m",
2692,21+479.97,3.254m,"1,337.516m",
2693,21+479.98,-2.444m,"1,337.525m",
2694,21+480.15,-4.085m,"1,337.726m",
2695,21+480.03,-9.977m,"1,337.515m",
2696,21+480.05,-12.488m,"1,337.210m",
2697,21+480.14,-14.902m,"1,337.395m",
2698,21+480.09,-17.510m,"1,337.211m",
2699,21+479.94,-19.217m,"1,337.069m",
2700,21+499.40,19.858m,"1,338.701m",
2701,21+499.51,17.280m,"1,338.481m",
2702,21+499.87,14.975m,"1,338.028m",
2703,21+499.97,13.841m,"1,337.974m",
2704,21+500.00,11.694m,"1,338.424m",
2705,21+499.95,7.153m,"1,338.541m",
2706,21+499.81,2.241m,"1,338.474m",
2707,21+500.01,0.034m,"1,338.572m",
2708,21+499.93,-1.718m,"1,338.505m",
2709,21+499.99,-3.729m,"1,338.732m",
2710,21+500.04,-9.503m,"1,338.609m",
2711,21+499.90,-13.033m,"1,338.450m",
2712,21+499.85,-16.032m,"1,338.410m",
2713,21+499.22,-19.664m,"1,338.261m",
2714,21+520.36,22.378m,"1,339.747m",
2715,21+519.78,15.003m,"1,339.761m",
2716,21+520.25,9.889m,"1,339.494m",
2717,21+519.91,7.379m,"1,339.389m",
2718,21+520.07,0.288m,"1,339.648m",
2719,21+520.04,-3.411m,"1,339.742m",
2720,21+519.96,-8.705m,"1,339.818m",
2721,21+519.86,-13.012m,"1,339.511m",
2722,21+519.53,-16.181m,"1,339.586m",
2723,21+519.51,-22.716m,"1,339.695m",
2724,21+539.20,26.294m,"1,340.449m",
2725,21+539.76,19.484m,"1,340.249m",
2726,21+539.85,17.129m,"1,340.406m",
2727,21+539.86,15.812m,"1,340.901m",
2728,21+539.97,14.977m,"1,340.887m",
2729,21+079.93,15.043m,"1,316.841m",
2730,21+079.90,12.118m,"1,316.900m",
2731,21+079.98,8.830m,"1,316.798m",
2732,21+080.03,6.320m,"1,316.575m",
2733,21+079.91,3.696m,"1,316.914m",
2734,21+079.92,0.093m,"1,316.989m",
2735,21+079.98,-4.250m,"1,316.931m",
2736,21+079.88,-9.621m,"1,316.967m",
2737,21+079.90,-14.500m,"1,316.515m",
2738,21+079.87,-15.952m,"1,316.537m",
2739,21+100.07,15.139m,"1,318.073m",
2740,21+099.93,8.216m,"1,317.832m",
2741,21+099.93,6.643m,"1,317.818m",
2742,21+099.96,3.536m,"1,317.733m",
2743,21+099.99,-0.128m,"1,318.008m",
2744,21+099.89,-4.842m,"1,318.105m",
2745,21+099.95,-9.185m,"1,317.777m",
2746,21+100.01,-11.297m,"1,317.625m",
2747,21+099.88,-14.975m,"1,317.870m",
2748,21+119.85,15.007m,"1,319.052m",
2749,21+119.78,11.113m,"1,318.963m",
2750,21+119.67,8.537m,"1,319.056m",
2751,21+119.89,0.103m,"1,319.032m",
2752,21+120.35,-4.469m,"1,318.840m",
2753,21+119.86,-9.030m,"1,319.091m",
2754,21+120.02,-14.982m,"1,319.007m",
2755,21+120.37,-20.005m,"1,318.445m",
2756,21+139.60,14.807m,"1,320.216m",
2757,21+139.86,7.258m,"1,320.118m",
2758,21+139.89,-0.106m,"1,319.929m",
2759,21+139.93,-3.220m,"1,320.013m",
2760,21+139.99,-5.702m,"1,319.922m",
2761,21+139.85,-8.202m,"1,320.143m",
2762,21+139.77,-14.600m,"1,320.116m",
2763,21+159.97,14.777m,"1,321.242m",
2764,21+160.06,10.016m,"1,321.328m",
2765,21+159.79,4.690m,"1,321.369m",
2766,21+159.88,0.128m,"1,321.187m",
2767,21+159.85,-3.813m,"1,321.271m",
2768,21+160.02,-7.861m,"1,321.142m",
2769,21+159.95,-11.521m,"1,321.252m",
2770,21+159.85,-15.221m,"1,321.250m",
2771,21+179.92,14.740m,"1,322.411m",
2772,21+179.92,11.198m,"1,322.281m",
2773,21+179.95,6.542m,"1,322.401m",
2774,21+179.84,0.093m,"1,322.422m",
2775,21+180.02,-6.804m,"1,322.335m",
2776,21+179.93,-10.028m,"1,322.144m",
2777,21+179.89,-13.754m,"1,322.167m",
2778,21+180.03,-15.906m,"1,322.191m",
2779,21+200.01,15.001m,"1,323.392m",
2780,21+199.92,12.552m,"1,323.478m",
2781,21+199.96,9.200m,"1,323.425m",
2782,21+200.00,0.329m,"1,323.656m",
2783,21+199.87,-5.429m,"1,323.377m",
2784,21+199.77,-10.575m,"1,323.230m",
2785,21+199.88,-14.175m,"1,323.211m",
2786,21+203.97,-16.205m,"1,322.951m",
2787,21+204.16,-11.103m,"1,323.470m",
2788,21+204.29,-6.286m,"1,323.582m",
2789,21+204.04,0.100m,"1,323.871m",
2790,21+204.50,4.742m,"1,323.892m",
2791,21+204.65,7.679m,"1,323.688m",
2792,21+204.93,10.652m,"1,323.624m",
2793,21+204.67,14.545m,"1,323.609m",
2794,21+204.38,18.030m,"1,323.569m",
2795,21+220.00,14.965m,"1,324.562m",
2796,21+219.84,11.304m,"1,324.488m",
2797,21+219.98,8.138m,"1,324.504m",
2798,21+220.14,3.296m,"1,324.685m",
2799,21+219.71,-0.122m,"1,324.595m",
2800,21+219.92,-4.581m,"1,324.493m",
2801,21+219.82,-10.276m,"1,324.052m",
2802,21+219.85,-15.045m,"1,323.418m",
2803,21+239.84,13.629m,"1,326.037m",
2804,21+239.85,8.108m,"1,325.783m",
2805,21+239.88,0.220m,"1,325.469m",
2806,21+240.00,-4.498m,"1,325.334m",
2807,21+239.99,-7.447m,"1,324.934m",
2808,21+239.86,-10.994m,"1,324.573m",
2809,21+240.03,-14.802m,"1,324.716m",
2810,21+239.96,-18.050m,"1,325.086m",
2811,21+244.08,-20.407m,"1,325.645m",
2812,21+244.27,-14.605m,"1,324.966m",
2813,21+244.33,-11.376m,"1,325.059m",
2814,21+244.36,-8.048m,"1,324.829m",
2815,21+244.29,-3.703m,"1,325.495m",
2816,21+244.14,-0.256m,"1,325.619m",
2817,21+244.33,3.831m,"1,325.825m",
2818,21+244.67,8.676m,"1,326.068m",
2819,21+244.90,13.083m,"1,325.895m",
2820,21+244.76,16.011m,"1,325.090m",
2821,21+244.59,19.817m,"1,325.534m",
2822,21+259.98,15.002m,"1,326.450m",
2823,21+260.09,12.014m,"1,325.896m",
2824,21+259.94,7.209m,"1,326.762m",
2825,21+260.04,4.221m,"1,326.631m",
2826,21+260.08,0.075m,"1,326.303m",
2827,21+260.07,-4.648m,"1,325.931m",
2828,21+259.90,-8.317m,"1,325.969m",
2829,21+259.99,-14.993m,"1,326.192m",
2830,21+279.69,14.945m,"1,327.516m",
2831,21+279.87,11.222m,"1,326.809m",
2832,21+279.99,5.575m,"1,327.550m",
2833,21+279.93,0.153m,"1,327.462m",
2834,21+279.93,-3.671m,"1,327.270m",
2835,21+280.05,-8.990m,"1,327.088m",
2836,21+279.92,-14.690m,"1,327.167m",
2837,21+279.85,-18.794m,"1,326.892m",
2838,21+299.94,15.046m,"1,328.346m",
2839,21+299.85,12.944m,"1,327.917m",
2840,21+299.87,9.886m,"1,328.123m",
2841,21+299.99,7.911m,"1,327.987m",
2842,21+300.05,2.941m,"1,328.660m",
2843,21+299.99,0.071m,"1,328.642m",
2844,21+299.98,-2.831m,"1,328.653m",
2845,21+299.90,-6.360m,"1,328.334m",
2846,21+299.91,-10.358m,"1,328.358m",
2847,21+299.99,-14.670m,"1,327.797m",
2848,21+319.97,14.730m,"1,329.275m",
2849,20+839.97,12.679m,"1,304.167m",
2850,20+839.97,9.844m,"1,305.320m",
2851,20+840.01,6.475m,"1,304.155m",
2852,20+839.97,5.614m,"1,304.366m",
2853,20+839.97,3.421m,"1,304.091m",
2854,20+840.05,-0.090m,"1,304.051m",
2855,20+839.99,-3.926m,"1,303.998m",
2856,20+840.01,-5.931m,"1,303.964m",
2857,20+840.03,-7.342m,"1,303.933m",
2858,20+840.01,-10.881m,"1,304.038m",
2859,20+840.01,-12.636m,"1,304.280m",
2860,20+839.96,-14.843m,"1,303.789m",
2861,20+860.07,14.953m,"1,304.999m",
2862,20+859.92,11.246m,"1,305.506m",
2863,20+859.93,9.366m,"1,306.493m",
2864,20+859.92,6.578m,"1,305.226m",
2865,20+860.00,5.981m,"1,305.339m",
2866,20+859.98,2.880m,"1,305.166m",
2867,20+860.00,0.075m,"1,305.174m",
2868,20+859.95,-5.406m,"1,305.188m",
2869,20+859.98,-7.412m,"1,305.083m",
2870,20+859.97,-9.683m,"1,304.984m",
2871,20+860.03,-11.549m,"1,304.967m",
2872,20+859.98,-14.116m,"1,304.426m",
2873,20+860.00,-14.963m,"1,304.450m",
2874,20+880.00,14.969m,"1,306.017m",
2875,20+880.00,11.617m,"1,306.294m",
2876,20+879.95,7.812m,"1,307.653m",
2877,20+879.98,4.365m,"1,306.456m",
2878,20+879.97,0.105m,"1,306.406m",
2879,20+880.00,-9.687m,"1,306.272m",
2880,20+879.97,-14.904m,"1,306.015m",
2881,20+879.99,-11.803m,"1,306.146m",
2882,20+899.99,14.981m,"1,306.946m",
2883,20+899.93,9.018m,"1,307.433m",
2884,20+899.94,5.246m,"1,309.059m",
2885,20+899.96,1.030m,"1,307.511m",
2886,20+899.95,-0.001m,"1,307.570m",
2887,20+899.92,-3.217m,"1,307.535m",
2888,20+900.03,-14.452m,"1,307.200m",
2889,20+919.76,15.071m,"1,308.482m",
2890,20+919.95,3.476m,"1,308.274m",
2891,20+919.93,4.992m,"1,307.976m",
2892,20+919.95,0.086m,"1,309.492m",
2893,20+919.92,-2.032m,"1,310.478m",
2894,20+920.00,-6.028m,"1,308.640m",
2895,20+919.98,-9.686m,"1,308.293m",
2896,20+920.00,-13.352m,"1,308.175m",
2897,20+920.00,-14.836m,"1,308.133m",
2898,20+939.99,14.872m,"1,311.267m",
2899,20+940.05,9.936m,"1,309.876m",
2900,20+939.89,0.011m,"1,309.016m",
2901,20+939.95,-2.294m,"1,308.707m",
2902,20+940.03,-7.686m,"1,308.749m",
2903,20+939.96,-12.993m,"1,308.911m",
2904,20+939.90,-14.996m,"1,309.490m",
2905,20+960.02,14.932m,"1,309.654m",
2906,20+960.00,13.878m,"1,309.685m",
2907,20+959.94,10.615m,"1,310.263m",
2908,20+959.85,7.771m,"1,309.721m",
2909,20+959.93,4.842m,"1,309.479m",
2910,20+959.95,2.850m,"1,309.528m",
2911,20+959.91,-0.015m,"1,309.551m",
2912,20+959.92,-0.831m,"1,309.495m",
2913,20+959.93,-3.121m,"1,309.658m",
2914,20+959.91,-6.604m,"1,309.760m",
2915,20+959.78,-8.869m,"1,310.097m",
2916,20+959.91,-14.835m,"1,310.899m",
2917,20+959.64,-20.977m,"1,312.213m",
2918,20+959.41,-25.667m,"1,310.754m",
2919,20+979.88,14.901m,"1,311.588m",
2920,20+979.92,11.205m,"1,311.453m",
2921,20+979.87,6.274m,"1,311.519m",
2922,20+980.02,0.069m,"1,311.526m",
2923,20+979.96,-2.990m,"1,311.035m",
2924,20+980.03,-5.220m,"1,310.305m",
2925,20+979.90,-6.758m,"1,310.698m",
2926,20+979.88,-9.389m,"1,310.875m",
2927,20+979.81,-14.574m,"1,310.488m",
2928,20+999.98,14.895m,"1,312.551m",
2929,20+999.92,9.837m,"1,312.420m",
2930,21+000.11,3.226m,"1,312.486m",
2931,20+999.92,0.045m,"1,312.475m",
2932,20+999.96,-3.068m,"1,311.620m",
2933,20+999.92,-4.661m,"1,311.305m",
2934,20+999.94,-7.572m,"1,311.564m",
2935,20+999.96,-6.358m,"1,311.672m",
2936,20+999.99,-10.559m,"1,312.293m",
2937,20+999.91,-14.832m,"1,312.400m",
2938,21+019.78,15.273m,"1,313.499m",
2939,21+019.81,8.490m,"1,313.293m",
2940,21+019.95,5.323m,"1,312.612m",
2941,21+019.92,3.730m,"1,312.484m",
2942,21+019.99,0.084m,"1,312.711m",
2943,21+019.96,-3.508m,"1,313.199m",
2944,21+019.85,-8.413m,"1,313.191m",
2945,21+019.88,-14.613m,"1,313.315m",
2946,21+039.88,14.855m,"1,314.194m",
2947,21+039.88,14.213m,"1,314.190m",
2948,21+039.99,10.167m,"1,314.557m",
2949,21+040.07,8.206m,"1,314.592m",
2950,21+040.00,5.734m,"1,314.370m",
2951,21+040.03,3.164m,"1,313.872m",
2952,21+039.93,0.066m,"1,314.233m",
2953,21+040.02,-2.099m,"1,314.329m",
2954,21+039.95,-4.931m,"1,313.927m",
2955,21+039.87,-8.374m,"1,314.397m",
2956,21+039.96,-12.020m,"1,314.476m",
2957,21+039.95,-14.449m,"1,314.354m",
2958,21+059.94,14.845m,"1,315.413m",
2959,21+059.95,14.203m,"1,315.325m",
2960,21+060.00,11.742m,"1,315.751m",
2961,21+060.03,7.856m,"1,315.874m",
2962,21+059.93,4.319m,"1,315.431m",
2963,21+059.94,0.168m,"1,315.740m",
2964,21+060.01,3.439m,"1,315.498m",
2965,21+059.91,-3.129m,"1,315.761m",
2966,21+059.88,-5.309m,"1,315.820m",
2967,21+059.88,-12.495m,"1,315.477m",
2968,21+059.93,-14.814m,"1,315.647m",
2969,20+640.04,3.260m,"1,294.520m",
2970,20+639.95,0.114m,"1,294.503m",
2971,20+640.00,-3.224m,"1,294.510m",
2972,20+639.95,-4.632m,"1,294.492m",
2973,20+639.95,-6.386m,"1,294.338m",
2974,20+639.77,-14.384m,"1,293.879m",
2975,20+640.06,-10.635m,"1,294.098m",
2976,20+659.98,15.014m,"1,294.999m",
2977,20+659.97,10.814m,"1,295.415m",
2978,20+660.07,8.581m,"1,296.373m",
2979,20+659.93,5.918m,"1,295.441m",
2980,20+659.97,3.209m,"1,295.454m",
2981,20+659.97,-0.036m,"1,295.463m",
2982,20+659.99,-2.127m,"1,295.458m",
2983,20+659.92,-4.574m,"1,295.403m",
2984,20+659.85,-9.807m,"1,295.123m",
2985,20+660.02,-14.969m,"1,294.708m",
2986,20+680.02,15.035m,"1,296.332m",
2987,20+679.94,10.059m,"1,296.588m",
2988,20+679.94,8.456m,"1,297.080m",
2989,20+679.92,7.151m,"1,297.114m",
2990,20+679.95,5.843m,"1,296.598m",
2991,20+679.97,4.955m,"1,296.524m",
2992,20+679.96,3.328m,"1,296.495m",
2993,20+680.06,0.009m,"1,296.481m",
2994,20+679.99,-2.305m,"1,296.456m",
2995,20+680.00,-3.316m,"1,296.446m",
2996,20+679.89,-5.297m,"1,296.396m",
2997,20+679.96,-10.106m,"1,296.177m",
2998,20+680.01,-14.840m,"1,295.812m",
2999,20+699.99,14.958m,"1,297.354m",
3000,20+699.95,0.063m,"1,297.394m",
3001,20+699.91,-14.958m,"1,296.688m",
3002,20+704.19,14.548m,"1,297.380m",
