NUtime_s,vehicle_id,node,finished,travel_time_s
55.0,10,10,False,56.0
56.0,1,10,False,57.0
56.0,2,2,False,57.0
56.0,3,3,False,57.0
56.0,4,4,False,57.0
56.0,5,5,False,57.0
56.0,6,6,False,57.0
56.0,7,7,False,57.0
56.0,8,8,False,57.0
56.0,9,9,False,57.0
56.0,10,10,False,57.0
57.0,1,10,False,58.0
57.0,2,2,False,58.0
57.0,3,3,False,58.0
57.0,4,4,False,58.0
57.0,5,5,False,58.0
57.0,6,6,False,58.0
57.0,7,7,False,58.0
57.0,8,8,False,58.0
57.0,9,9,False,58.0
57.0,10,10,False,58.0
58.0,1,10,False,59.0
58.0,2,2,False,59.0
58.0,3,3,False,59.0
58.0,4,4,False,59.0
58.0,5,5,False,59.0
58.0,6,6,False,59.0
58.0,7,7,False,59.0
58.0,8,8,False,59.0
58.0,9,9,False,59.0
58.0,10,10,False,59.0
59.0,1,10,False,60.0
59.0,2,2,False,60.0
59.0,3,3,False,60.0
59.0,4,4,False,60.0
59.0,5,5,False,60.0
59.0,6,6,False,60.0
59.0,7,7,False,60.0
59.0,8,8,False,60.0
59.0,9,9,False,60.0
59.0,10,10,False,60.0
60.0,1,10,False,61.0
60.0,2,2,False,61.0
60.0,3,3,False,61.0
60.0,4,4,False,61.0
60.0,5,5,False,61.0
60.0,6,6,False,61.0
60.0,7,7,False,61.0
60.0,8,8,False,61.0
60.0,9,9,False,61.0
60.0,10,10,False,61.0
61.0,1,10,False,62.0
61.0,2,2,False,62.0
61.0,3,3,False,62.0
61.0,4,4,False,62.0
61.0,5,5,False,62.0
61.0,6,6,False,62.0
61.0,7,7,False,62.0
61.0,8,8,False,62.0
61.0,9,9,False,62.0
61.0,10,10,False,62.0
62.0,1,10,False,63.0
62.0,2,2,False,63.0
62.0,3,3,False,63.0
62.0,4,4,False,63.0
62.0,5,5,False,63.0
62.0,6,6,False,63.0
62.0,7,7,False,63.0
62.0,8,8,False,63.0
62.0,9,9,False,63.0
62.0,10,10,False,63.0
63.0,1,10,False,64.0
63.0,2,2,False,64.0
63.0,3,3,False,64.0
63.0,4,4,False,64.0
63.0,5,5,False,64.0
63.0,6,6,False,64.0
63.0,7,7,False,64.0
63.0,8,8,False,64.0
63.0,9,9,False,64.0
63.0,10,10,False,64.0
64.0,1,10,False,65.0
64.0,2,2,False,65.0
64.0,3,3,False,65.0
64.0,4,4,False,65.0
64.0,5,5,False,65.0
64.0,6,6,False,65.0
64.0,7,7,False,65.0
64.0,8,8,False,65.0
64.0,9,9,False,65.0
64.0,10,10,False,65.0
65.0,1,10,False,66.0
65.0,2,2,False,66.0
65.0,3,3,False,66.0
65.0,4,4,False,66.0
65.0,5,5,False,66.0
65.0,6,6,False,66.0
65.0,7,7,False,66.0
65.0,8,8,False,66.0
65.0,9,9,False,66.0
65.0,10,10,False,66.0
66.0,1,10,False,67.0
66.0,2,2,False,67.0
66.0,3,3,False,67.0
66.0,4,4,False,67.0
66.0,5,5,False,67.0
66.0,6,6,False,67.0
66.0,7,7,False,67.0
66.0,8,8,False,67.0
66.0,9,9,False,67.0
66.0,10,10,False,67.0
67.0,1,10,False,68.0
67.0,2,2,False,68.0
67.0,3,3,False,68.0
67.0,4,4,False,68.0
67.0,5,5,False,68.0
67.0,6,6,False,68.0
67.0,7,7,False,68.0
67.0,8,8,False,68.0
67.0,9,9,False,68.0
67.0,10,10,False,68.0
68.0,1,10,False,69.0
68.0,2,2,False,69.0
68.0,3,3,False,69.0
68.0,4,4,False,69.0
68.0,5,5,False,69.0
68.0,6,6,False,69.0
68.0,7,7,False,69.0
68.0,8,8,False,69.0
68.0,9,9,False,69.0
68.0,10,10,False,69.0
69.0,1,10,False,70.0
69.0,2,2,False,70.0
69.0,3,3,False,70.0
69.0,4,4,False,70.0
69.0,5,5,False,70.0
69.0,6,6,False,70.0
69.0,7,7,False,70.0
69.0,8,8,False,70.0
69.0,9,9,False,70.0
69.0,10,10,False,70.0
70.0,1,10,False,71.0
70.0,2,2,False,71.0
70.0,3,3,False,71.0
70.0,4,4,False,71.0
70.0,5,5,False,71.0
70.0,6,6,False,71.0
70.0,7,7,False,71.0
70.0,8,8,False,71.0
70.0,9,9,False,71.0
70.0,10,10,False,71.0
71.0,1,10,False,72.0
71.0,2,2,False,72.0
71.0,3,3,False,72.0
71.0,4,4,False,72.0
71.0,5,5,False,72.0
71.0,6,6,False,72.0
71.0,7,7,False,72.0
71.0,8,8,False,72.0
71.0,9,9,False,72.0
71.0,10,10,False,72.0
72.0,1,10,False,73.0
72.0,2,2,False,73.0
72.0,3,3,False,73.0
72.0,4,4,False,73.0
72.0,5,5,False,73.0
72.0,6,6,False,73.0
72.0,7,7,False,73.0
72.0,8,8,False,73.0
72.0,9,9,False,73.0
72.0,10,10,False,73.0
73.0,1,10,False,74.0
73.0,2,2,False,74.0
73.0,3,3,False,74.0
73.0,4,4,False,74.0
73.0,5,5,False,74.0
73.0,6,6,False,74.0
73.0,7,7,False,74.0
73.0,8,8,False,74.0
73.0,9,9,False,74.0
73.0,10,10,False,74.0
74.0,1,10,False,75.0
74.0,2,2,False,75.0
74.0,3,3,False,75.0
74.0,4,4,False,75.0
74.0,5,5,False,75.0
74.0,6,6,False,75.0
74.0,7,7,False,75.0
74.0,8,8,False,75.0
74.0,9,9,False,75.0
74.0,10,10,False,75.0
75.0,1,10,False,76.0
75.0,2,2,False,76.0
75.0,3,3,False,76.0
75.0,4,4,False,76.0
75.0,5,5,False,76.0
75.0,6,6,False,76.0
75.0,7,7,False,76.0
75.0,8,8,False,76.0
75.0,9,9,False,76.0
75.0,10,10,False,76.0
76.0,1,10,False,77.0
76.0,2,2,False,77.0
76.0,3,3,False,77.0
76.0,4,4,False,77.0
76.0,5,5,False,77.0
76.0,6,6,False,77.0
76.0,7,7,False,77.0
76.0,8,8,False,77.0
76.0,9,9,False,77.0
76.0,10,10,False,77.0
77.0,1,10,False,78.0
77.0,2,2,False,78.0
77.0,3,3,False,78.0
77.0,4,4,False,78.0
77.0,5,5,False,78.0
77.0,6,6,False,78.0
77.0,7,7,False,78.0
77.0,8,8,False,78.0
77.0,9,9,False,78.0
77.0,10,10,False,78.0
78.0,1,10,False,79.0
78.0,2,2,False,79.0
78.0,3,3,False,79.0
78.0,4,4,False,79.0
78.0,5,5,False,79.0
78.0,6,6,False,79.0
78.0,7,7,False,79.0
78.0,8,8,False,79.0
78.0,9,9,False,79.0
78.0,10,10,False,79.0
79.0,1,10,False,80.0
79.0,2,2,False,80.0
79.0,3,3,False,80.0
79.0,4,4,False,80.0
79.0,5,5,False,80.0
79.0,6,6,False,80.0
79.0,7,7,False,80.0
79.0,8,8,False,80.0
79.0,9,9,False,80.0
79.0,10,10,False,80.0
80.0,1,10,False,81.0
80.0,2,2,False,81.0
80.0,3,3,False,81.0
80.0,4,4,False,81.0
80.0,5,5,False,81.0
80.0,6,6,False,81.0
80.0,7,7,False,81.0
80.0,8,8,False,81.0
80.0,9,9,False,81.0
80.0,10,10,False,81.0
81.0,1,10,False,82.0
81.0,2,2,False,82.0
81.0,3,3,False,82.0
81.0,4,4,False,82.0
81.0,5,5,False,82.0
81.0,6,6,False,82.0
81.0,7,7,False,82.0
81.0,8,8,False,82.0
81.0,9,9,False,82.0
81.0,10,10,False,82.0
82.0,1,10,False,83.0
82.0,2,2,False,83.0
82.0,3,3,False,83.0
82.0,4,4,False,83.0
82.0,5,5,False,83.0
82.0,6,6,False,83.0
82.0,7,7,False,83.0
82.0,8,8,False,83.0
82.0,9,9,False,83.0
82.0,10,10,False,83.0
83.0,1,10,False,84.0
83.0,2,2,False,84.0
83.0,3,3,False,84.0
83.0,4,4,False,84.0
83.0,5,5,False,84.0
83.0,6,6,False,84.0
83.0,7,7,False,84.0
83.0,8,8,False,84.0
83.0,9,9,False,84.0
83.0,10,10,False,84.0
84.0,1,10,False,85.0
84.0,2,2,False,85.0
84.0,3,3,False,85.0
84.0,4,4,False,85.0
84.0,5,5,False,85.0
84.0,6,6,False,85.0
84.0,7,7,False,85.0
84.0,8,8,False,85.0
84.0,9,9,False,85.0
84.0,10,10,False,85.0
85.0,1,10,False,86.0
85.0,2,2,False,86.0
85.0,3,3,False,86.0
85.0,4,4,False,86.0
85.0,5,5,False,86.0
85.0,6,6,False,86.0
85.0,7,7,False,86.0
85.0,8,8,False,86.0
85.0,9,9,False,86.0
85.0,10,10,False,86.0
86.0,1,10,False,87.0
86.0,2,2,False,87.0
86.0,3,3,False,87.0
86.0,4,4,False,87.0
86.0,5,5,False,87.0
86.0,6,6,False,87.0
86.0,7,7,False,87.0
86.0,8,8,False,87.0
86.0,9,9,False,87.0
86.0,10,10,False,87.0
87.0,1,10,False,88.0
87.0,2,2,False,88.0
87.0,3,3,False,88.0
87.0,4,4,False,88.0
87.0,5,5,False,88.0
87.0,6,6,False,88.0
87.0,7,7,False,88.0
87.0,8,8,False,88.0
87.0,9,9,False,88.0
87.0,10,10,False,88.0
88.0,1,10,False,89.0
88.0,2,2,False,89.0
88.0,3,3,False,89.0
88.0,4,4,False,89.0
88.0,5,5,False,89.0
88.0,6,6,False,89.0
88.0,7,7,False,89.0
88.0,8,8,False,89.0
88.0,9,9,False,89.0
88.0,10,10,False,89.0
89.0,1,10,False,90.0
89.0,2,2,False,90.0
89.0,3,3,False,90.0
89.0,4,4,False,90.0
89.0,5,5,False,90.0
89.0,6,6,False,90.0
89.0,7,7,False,90.0
89.0,8,8,False,90.0
89.0,9,9,False,90.0
89.0,10,10,False,90.0
90.0,1,10,False,91.0
90.0,2,2,False,91.0
90.0,3,3,False,91.0
90.0,4,4,False,91.0
90.0,5,5,False,91.0
90.0,6,6,False,91.0
90.0,7,7,False,91.0
90.0,8,8,False,91.0
90.0,9,9,False,91.0
90.0,10,10,False,91.0
91.0,1,10,False,92.0
91.0,2,2,False,92.0
91.0,3,3,False,92.0
91.0,4,4,False,92.0
91.0,5,5,False,92.0
91.0,6,6,False,92.0
91.0,7,7,False,92.0
91.0,8,8,False,92.0
91.0,9,9,False,92.0
91.0,10,10,False,92.0
92.0,1,10,False,93.0
92.0,2,2,False,93.0
92.0,3,3,False,93.0
92.0,4,4,False,93.0
92.0,5,5,False,93.0
92.0,6,6,False,93.0
92.0,7,7,False,93.0
92.0,8,8,False,93.0
92.0,9,9,False,93.0
92.0,10,10,False,93.0
93.0,1,10,False,94.0
93.0,2,2,False,94.0
93.0,3,3,False,94.0
93.0,4,4,False,94.0
93.0,5,5,False,94.0
93.0,6,6,False,94.0
93.0,7,7,False,94.0
93.0,8,8,False,94.0
93.0,9,9,False,94.0
93.0,10,10,False,94.0
94.0,1,10,False,95.0
94.0,2,2,False,95.0
94.0,3,3,False,95.0
94.0,4,4,False,95.0
94.0,5,5,False,95.0
94.0,6,6,False,95.0
94.0,7,7,False,95.0
94.0,8,8,False,95.0
94.0,9,9,False,95.0
94.0,10,10,False,95.0
95.0,1,10,False,96.0
95.0,2,2,False,96.0
95.0,3,3,False,96.0
95.0,4,4,False,96.0
95.0,5,5,False,96.0
95.0,6,6,False,96.0
95.0,7,7,False,96.0
95.0,8,8,False,96.0
95.0,9,9,False,96.0
95.0,10,10,False,96.0
96.0,1,10,False,97.0
96.0,2,2,False,97.0
96.0,3,3,False,97.0
96.0,4,4,False,97.0
96.0,5,5,False,97.0
96.0,6,6,False,97.0
96.0,7,7,False,97.0
96.0,8,8,False,97.0
96.0,9,9,False,97.0
96.0,10,10,False,97.0
97.0,1,10,False,98.0
97.0,2,2,False,98.0
97.0,3,3,False,98.0
97.0,4,4,False,98.0
97.0,5,5,False,98.0
97.0,6,6,False,98.0
97.0,7,7,False,98.0
97.0,8,8,False,98.0
97.0,9,9,False,98.0
97.0,10,10,False,98.0
98.0,1,10,False,99.0
98.0,2,2,False,99.0
