NUtime_s,vehicle_id,node,finished,travel_time_s
225.0,10,10,False,226.0
226.0,1,16,True,195.0
226.0,2,2,False,227.0
226.0,3,4,False,227.0
226.0,4,5,False,227.0
226.0,5,6,False,227.0
226.0,6,8,False,227.0
226.0,7,18,False,227.0
226.0,8,6,False,227.0
226.0,9,10,False,227.0
226.0,10,10,False,227.0
227.0,1,16,True,195.0
227.0,2,2,False,228.0
227.0,3,4,False,228.0
227.0,4,5,False,228.0
227.0,5,6,False,228.0
227.0,6,8,False,228.0
227.0,7,18,False,228.0
227.0,8,6,False,228.0
227.0,9,10,False,228.0
227.0,10,10,False,228.0
228.0,1,16,True,195.0
228.0,2,2,False,229.0
228.0,3,4,False,229.0
228.0,4,5,False,229.0
228.0,5,6,False,229.0
228.0,6,8,False,229.0
228.0,7,18,False,229.0
228.0,8,6,False,229.0
228.0,9,10,False,229.0
228.0,10,10,False,229.0
229.0,1,16,True,195.0
229.0,2,2,False,230.0
229.0,3,4,False,230.0
229.0,4,5,False,230.0
229.0,5,6,False,230.0
229.0,6,8,False,230.0
229.0,7,18,False,230.0
229.0,8,6,False,230.0
229.0,9,10,False,230.0
229.0,10,10,False,230.0
230.0,1,16,True,195.0
230.0,2,2,False,231.0
230.0,3,4,False,231.0
230.0,4,5,False,231.0
230.0,5,6,False,231.0
230.0,6,8,False,231.0
230.0,7,18,False,231.0
230.0,8,6,False,231.0
230.0,9,10,False,231.0
230.0,10,10,False,231.0
231.0,1,16,True,195.0
231.0,2,2,False,232.0
231.0,3,4,False,232.0
231.0,4,5,False,232.0
231.0,5,6,False,232.0
231.0,6,8,False,232.0
231.0,7,18,False,232.0
231.0,8,6,False,232.0
231.0,9,10,False,232.0
231.0,10,10,False,232.0
232.0,1,16,True,195.0
232.0,2,2,False,233.0
232.0,3,4,False,233.0
232.0,4,5,False,233.0
232.0,5,6,False,233.0
232.0,6,8,False,233.0
232.0,7,18,False,233.0
232.0,8,6,False,233.0
232.0,9,10,False,233.0
232.0,10,10,False,233.0
233.0,1,16,True,195.0
233.0,2,2,False,234.0
233.0,3,4,False,234.0
233.0,4,5,False,234.0
233.0,5,6,False,234.0
233.0,6,8,False,234.0
233.0,7,18,False,234.0
233.0,8,6,False,234.0
233.0,9,10,False,234.0
233.0,10,10,False,234.0
234.0,1,16,True,195.0
234.0,2,2,False,235.0
234.0,3,4,False,235.0
234.0,4,5,False,235.0
234.0,5,6,False,235.0
234.0,6,8,False,235.0
234.0,7,18,False,235.0
234.0,8,6,False,235.0
234.0,9,10,False,235.0
234.0,10,10,False,235.0
235.0,1,16,True,195.0
235.0,2,2,False,236.0
235.0,3,4,False,236.0
235.0,4,5,False,236.0
235.0,5,6,False,236.0
235.0,6,8,False,236.0
235.0,7,18,False,236.0
235.0,8,6,False,236.0
235.0,9,10,False,236.0
235.0,10,10,False,236.0
236.0,1,16,True,195.0
236.0,2,2,False,237.0
236.0,3,4,False,237.0
236.0,4,5,False,237.0
236.0,5,6,False,237.0
236.0,6,8,False,237.0
236.0,7,18,False,237.0
236.0,8,6,False,237.0
236.0,9,10,False,237.0
236.0,10,10,False,237.0
237.0,1,16,True,195.0
237.0,2,2,False,238.0
237.0,3,4,False,238.0
237.0,4,5,False,238.0
237.0,5,6,False,238.0
237.0,6,8,False,238.0
237.0,7,18,False,238.0
237.0,8,6,False,238.0
237.0,9,10,False,238.0
237.0,10,10,False,238.0
238.0,1,16,True,195.0
238.0,2,2,False,239.0
238.0,3,4,False,239.0
238.0,4,5,False,239.0
238.0,5,6,False,239.0
238.0,6,8,False,239.0
238.0,7,18,False,239.0
238.0,8,6,False,239.0
238.0,9,10,False,239.0
238.0,10,10,False,239.0
239.0,1,16,True,195.0
239.0,2,6,False,240.0
239.0,3,4,False,240.0
239.0,4,5,False,240.0
239.0,5,6,False,240.0
239.0,6,8,False,240.0
239.0,7,18,False,240.0
239.0,8,6,False,240.0
239.0,9,10,False,240.0
239.0,10,10,False,240.0
240.0,1,16,True,195.0
240.0,2,6,False,241.0
240.0,3,4,False,241.0
240.0,4,5,False,241.0
240.0,5,6,False,241.0
240.0,6,8,False,241.0
240.0,7,18,False,241.0
240.0,8,6,False,241.0
240.0,9,10,False,241.0
240.0,10,10,False,241.0
241.0,1,16,True,195.0
241.0,2,6,False,242.0
241.0,3,4,False,242.0
241.0,4,5,False,242.0
241.0,5,6,False,242.0
241.0,6,8,False,242.0
241.0,7,18,False,242.0
241.0,8,6,False,242.0
241.0,9,10,False,242.0
241.0,10,10,False,242.0
242.0,1,16,True,195.0
242.0,2,6,False,243.0
242.0,3,4,False,243.0
242.0,4,5,False,243.0
242.0,5,6,False,243.0
242.0,6,8,False,243.0
242.0,7,18,False,243.0
242.0,8,6,False,243.0
242.0,9,10,False,243.0
242.0,10,10,False,243.0
243.0,1,16,True,195.0
243.0,2,6,False,244.0
243.0,3,4,False,244.0
243.0,4,5,False,244.0
243.0,5,6,False,244.0
243.0,6,8,False,244.0
243.0,7,18,False,244.0
243.0,8,6,False,244.0
243.0,9,10,False,244.0
243.0,10,10,False,244.0
244.0,1,16,True,195.0
244.0,2,6,False,245.0
244.0,3,4,False,245.0
244.0,4,5,False,245.0
244.0,5,6,False,245.0
244.0,6,8,False,245.0
244.0,7,18,False,245.0
244.0,8,6,False,245.0
244.0,9,10,False,245.0
244.0,10,10,False,245.0
245.0,1,16,True,195.0
245.0,2,6,False,246.0
245.0,3,4,False,246.0
245.0,4,5,False,246.0
245.0,5,6,False,246.0
245.0,6,8,False,246.0
245.0,7,18,False,246.0
245.0,8,6,False,246.0
245.0,9,10,False,246.0
245.0,10,10,False,246.0
246.0,1,16,True,195.0
246.0,2,6,False,247.0
246.0,3,4,False,247.0
246.0,4,5,False,247.0
246.0,5,6,False,247.0
246.0,6,8,False,247.0
246.0,7,18,False,247.0
246.0,8,6,False,247.0
246.0,9,10,False,247.0
246.0,10,10,False,247.0
247.0,1,16,True,195.0
247.0,2,6,False,248.0
247.0,3,4,False,248.0
247.0,4,5,False,248.0
247.0,5,6,False,248.0
247.0,6,8,False,248.0
247.0,7,18,False,248.0
247.0,8,6,False,248.0
247.0,9,10,False,248.0
247.0,10,10,False,248.0
248.0,1,16,True,195.0
248.0,2,6,False,249.0
248.0,3,4,False,249.0
248.0,4,5,False,249.0
248.0,5,6,False,249.0
248.0,6,8,False,249.0
248.0,7,18,False,249.0
248.0,8,6,False,249.0
248.0,9,10,False,249.0
248.0,10,10,False,249.0
249.0,1,16,True,195.0
249.0,2,6,False,250.0
249.0,3,4,False,250.0
249.0,4,5,False,250.0
249.0,5,6,False,250.0
249.0,6,8,False,250.0
249.0,7,18,False,250.0
249.0,8,6,False,250.0
249.0,9,10,False,250.0
249.0,10,10,False,250.0
250.0,1,16,True,195.0
250.0,2,6,False,251.0
250.0,3,4,False,251.0
250.0,4,5,False,251.0
250.0,5,6,False,251.0
250.0,6,8,False,251.0
250.0,7,18,False,251.0
250.0,8,6,False,251.0
250.0,9,10,False,251.0
250.0,10,10,False,251.0
251.0,1,16,True,195.0
251.0,2,6,False,252.0
251.0,3,4,False,252.0
251.0,4,5,False,252.0
251.0,5,6,False,252.0
251.0,6,8,False,252.0
251.0,7,18,False,252.0
251.0,8,6,False,252.0
251.0,9,10,False,252.0
251.0,10,10,False,252.0
252.0,1,16,True,195.0
252.0,2,6,False,253.0
252.0,3,4,False,253.0
252.0,4,5,False,253.0
252.0,5,6,False,253.0
252.0,6,8,False,253.0
252.0,7,18,False,253.0
252.0,8,6,False,253.0
252.0,9,10,False,253.0
252.0,10,10,False,253.0
253.0,1,16,True,195.0
253.0,2,6,False,254.0
253.0,3,4,False,254.0
253.0,4,5,False,254.0
253.0,5,6,False,254.0
253.0,6,8,False,254.0
253.0,7,18,False,254.0
253.0,8,6,False,254.0
253.0,9,10,False,254.0
253.0,10,10,False,254.0
254.0,1,16,True,195.0
254.0,2,6,False,255.0
254.0,3,4,False,255.0
254.0,4,5,False,255.0
254.0,5,6,False,255.0
254.0,6,8,False,255.0
254.0,7,18,False,255.0
254.0,8,6,False,255.0
254.0,9,10,False,255.0
254.0,10,11,False,255.0
255.0,1,16,True,195.0
255.0,2,6,False,256.0
255.0,3,4,False,256.0
255.0,4,5,False,256.0
255.0,5,6,False,256.0
255.0,6,8,False,256.0
255.0,7,18,False,256.0
255.0,8,6,False,256.0
255.0,9,10,False,256.0
255.0,10,11,False,256.0
256.0,1,16,True,195.0
256.0,2,6,False,257.0
256.0,3,4,False,257.0
256.0,4,5,False,257.0
256.0,5,6,False,257.0
256.0,6,8,False,257.0
256.0,7,18,False,257.0
256.0,8,6,False,257.0
256.0,9,10,False,257.0
256.0,10,11,False,257.0
257.0,1,16,True,195.0
257.0,2,6,False,258.0
257.0,3,4,False,258.0
257.0,4,5,False,258.0
257.0,5,6,False,258.0
257.0,6,8,False,258.0
257.0,7,18,False,258.0
257.0,8,6,False,258.0
257.0,9,10,False,258.0
257.0,10,11,False,258.0
258.0,1,16,True,195.0
258.0,2,6,False,259.0
258.0,3,4,False,259.0
258.0,4,5,False,259.0
258.0,5,6,False,259.0
258.0,6,8,False,259.0
258.0,7,18,False,259.0
258.0,8,6,False,259.0
258.0,9,10,False,259.0
258.0,10,11,False,259.0
259.0,1,16,True,195.0
259.0,2,6,False,260.0
259.0,3,4,False,260.0
259.0,4,5,False,260.0
259.0,5,6,False,260.0
259.0,6,8,False,260.0
259.0,7,18,False,260.0
259.0,8,6,False,260.0
259.0,9,10,False,260.0
259.0,10,11,False,260.0
260.0,1,16,True,195.0
260.0,2,6,False,261.0
260.0,3,4,False,261.0
260.0,4,5,False,261.0
260.0,5,6,False,261.0
260.0,6,8,False,261.0
260.0,7,18,False,261.0
260.0,8,6,False,261.0
260.0,9,10,False,261.0
260.0,10,11,False,261.0
261.0,1,16,True,195.0
261.0,2,6,False,262.0
261.0,3,4,False,262.0
261.0,4,5,False,262.0
261.0,5,6,False,262.0
261.0,6,8,False,262.0
261.0,7,18,False,262.0
261.0,8,6,False,262.0
261.0,9,10,False,262.0
261.0,10,11,False,262.0
262.0,1,16,True,195.0
262.0,2,6,False,263.0
262.0,3,4,False,263.0
262.0,4,5,False,263.0
262.0,5,6,False,263.0
262.0,6,8,False,263.0
262.0,7,18,False,263.0
262.0,8,6,False,263.0
262.0,9,10,False,263.0
262.0,10,11,False,263.0
263.0,1,16,True,195.0
263.0,2,6,False,264.0
263.0,3,4,False,264.0
263.0,4,5,False,264.0
263.0,5,6,False,264.0
263.0,6,8,False,264.0
263.0,7,18,False,264.0
263.0,8,6,False,264.0
263.0,9,10,False,264.0
263.0,10,11,False,264.0
264.0,1,16,True,195.0
264.0,2,6,False,265.0
264.0,3,4,False,265.0
264.0,4,5,False,265.0
264.0,5,6,False,265.0
264.0,6,8,False,265.0
264.0,7,18,False,265.0
264.0,8,6,False,265.0
264.0,9,10,False,265.0
264.0,10,11,False,265.0
265.0,1,16,True,195.0
265.0,2,6,False,266.0
265.0,3,4,False,266.0
265.0,4,5,False,266.0
265.0,5,6,False,266.0
265.0,6,8,False,266.0
265.0,7,18,False,266.0
265.0,8,6,False,266.0
265.0,9,10,False,266.0
265.0,10,11,False,266.0
266.0,1,16,True,195.0
266.0,2,6,False,267.0
266.0,3,4,False,267.0
266.0,4,5,False,267.0
266.0,5,6,False,267.0
266.0,6,8,False,267.0
266.0,7,18,False,267.0
266.0,8,6,False,267.0
266.0,9,10,False,267.0
266.0,10,11,False,267.0
267.0,1,16,True,195.0
267.0,2,6,False,268.0
267.0,3,4,False,268.0
267.0,4,5,False,268.0
267.0,5,6,False,268.0
267.0,6,8,False,268.0
267.0,7,18,False,268.0
267.0,8,6,False,268.0
267.0,9,10,False,268.0
267.0,10,11,False,268.0
268.0,1,16,True,195.0
268.0,2,6,False,269.0
268.0,3,4,False,269.0
268.0,4,5,False,269.0
268.0,5,6,False,269.0
268.0,6,8,False,269.0
268.0,7,18,False,269.0
268.0,8,6,False,269.0
268.0,9,10,False,269.0
268.0,10,11,False,269.0
269.0,1,16,True,195.0
269.0,2,6,False,270.0
269.0,3,4,False,270.0
269.0,4,5,False,270.0
269.0,5,6,False,270.0
269.0,6,8,False,270.0
269.0,7,18,False,270.0
269.0,8,6,False,270.0
269.0,9,10,False,270.0
269.0,10,11,False,270.0
270.0,1,16,True,195.0
270.0,2,6,False,271.0
270.0,3,4,False,271.0
270.0,4,5,False,271.0
270.0,5,6,False,271.0
270.0,6,8,False,271.0
270.0,7,18,False,271.0
270.0,8,6,False,271.0
270.0,9,10,False,271.0
270.0,10,11,False,271.0
271.0,1,16,True,195.0
271.0,2,6,False,272.0
271.0,3,4,False,272.0
271.0,4,5,False,272.0
271.0,5,6,False,272.0
271.0,6,8,False,272.0
271.0,7,18,False,272.0
271.0,8,6,False,272.0
271.0,9,10,False,272.0
271.0,10,11,False,272.0
272.0,1,16,True,195.0
272.0,2,6,False,273.0
272.0,3,4,False,273.0
272.0,4,5,False,273.0
272.0,5,6,False,273.0
272.0,6,8,False,273.0
272.0,7,18,False,273.0
272.0,8,6,False,273.0
272.0,9,10,False,273.0
272.0,10,11,False,273.0
273.0,1,16,True,195.0
273.0,2,6,False,274.0
273.0,3,4,False,274.0
273.0,4,5,False,274.0
273.0,5,6,False,274.0
273.0,6,8,False,274.0
273.0,7,18,False,274.0
273.0,8,6,False,274.0
273.0,9,10,False,274.0
273.0,10,11,False,274.0
274.0,1,16,True,195.0
274.0,2,6,False,275.0
274.0,3,4,False,275.0
274.0,4,5,False,275.0
274.0,5,6,False,275.0
274.0,6,8,False,275.0
274.0,7,18,False,275.0
274.0,8,6,False,275.0
274.0,9,10,False,275.0
274.0,10,11,False,275.0
275.0,1,16,True,195.0
275.0,2,6,False,276.0
275.0,3,4,False,276.0
275.0,4,5,False,276.0
275.0,5,6,False,276.0
275.0,6,8,False,276.0
275.0,7,18,False,276.0
275.0,8,6,False,276.0
275.0,9,10,False,276.0
275.0,10,11,False,276.0
276.0,1,16,True,195.0
276.0,2,6,False,277.0
276.0,3,4,False,277.0
276.0,4,5,False,277.0
276.0,5,6,False,277.0
276.0,6,8,False,277.0
276.0,7,18,False,277.0
276.0,8,6,False,277.0
276.0,9,10,False,277.0
276.0,10,11,False,277.0
277.0,1,16,True,195.0
277.0,2,6,False,278.0
277.0,3,4,False,278.0
277.0,4,5,False,278.0
277.0,5,6,False,278.0
277.0,6,8,False,278.0
277.0,7,18,False,278.0
277.0,8,6,False,278.0
277.0,9,10,False,278.0
277.0,10,11,False,278.0
278.0,1,16,True,195.0
278.0,2,6,False,279.0
278.0,3,4,False,279.0
278.0,4,5,False,279.0
278.0,5,6,False,279.0
278.0,6,8,False,279.0
278.0,7,18,False,279.0
278.0,8,6,False,279.0
278.0,9,10,False,279.0
278.0,10,11,False,279.0
279.0,1,16,True,195.0
279.0,2,6,False,280.0
279.0,3,4,False,280.0
279.0,4,5,False,280.0
279.0,5,6,False,280.0
279.0,6,8,False,280.0
279.0,7,18,False,280.0
279.0,8,6,False,280.0
279.0,9,10,False,280.0
279.0,10,11,False,280.0
280.0,1,16,True,195.0
280.0,2,6,False,281.0
280.0,3,4,False,281.0
280.0,4,5,False,281.0
280.0,5,6,False,281.0
280.0,6,8,False,281.0
280.0,7,18,False,281.0
280.0,8,6,False,281.0
280.0,9,10,False,281.0
280.0,10,11,False,281.0
281.0,1,16,True,195.0
281.0,2,6,False,282.0
281.0,3,4,False,282.0
281.0,4,5,False,282.0
281.0,5,6,False,282.0
281.0,6,8,False,282.0
281.0,7,18,False,282.0
281.0,8,6,False,282.0
281.0,9,10,False,282.0
281.0,10,11,False,282.0
282.0,1,16,True,195.0
282.0,2,6,False,283.0
282.0,3,4,False,283.0
282.0,4,5,False,283.0
282.0,5,6,False,283.0
282.0,6,8,False,283.0
282.0,7,18,False,283.0
282.0,8,6,False,283.0
282.0,9,10,False,283.0
282.0,10,11,False,283.0
283.0,1,16,True,195.0
283.0,2,6,False,284.0
283.0,3,4,False,284.0
283.0,4,5,False,284.0
283.0,5,6,False,284.0
283.0,6,8,False,284.0
283.0,7,18,False,284.0
283.0,8,6,False,284.0
283.0,9,10,False,284.0
283.0,10,11,False,284.0
284.0,1,16,True,195.0
284.0,2,6,False,285.0
284.0,3,4,False,285.0
284.0,4,5,False,285.0
284.0,5,6,False,285.0
284.0,6,8,False,285.0
284.0,7,16,False,285.0
284.0,8,6,False,285.0
284.0,9,10,False,285.0
284.0,10,11,False,285.0
285.0,1,16,True,195.0
285.0,2,6,False,286.0
285.0,3,4,False,286.0
285.0,4,5,False,286.0
285.0,5,6,False,286.0
285.0,6,8,False,286.0
285.0,7,16,False,286.0
285.0,8,6,False,286.0
285.0,9,10,False,286.0
285.0,10,11,False,286.0
286.0,1,16,True,195.0
286.0,2,6,False,287.0
286.0,3,4,False,287.0
286.0,4,5,False,287.0
286.0,5,6,False,287.0
286.0,6,8,False,287.0
286.0,7,16,False,287.0
286.0,8,6,False,287.0
286.0,9,10,False,287.0
286.0,10,11,False,287.0
287.0,1,16,True,195.0
287.0,2,6,False,288.0
287.0,3,4,False,288.0
287.0,4,5,False,288.0
287.0,5,6,False,288.0
287.0,6,8,False,288.0
287.0,7,16,False,288.0
287.0,8,6,False,288.0
287.0,9,10,False,288.0
287.0,10,11,False,288.0
288.0,1,16,True,195.0
288.0,2,6,False,289.0
288.0,3,4,False,289.0
288.0,4,5,False,289.0
288.0,5,6,False,289.0
288.0,6,8,False,289.0
288.0,7,16,False,289.0
288.0,8,6,False,289.0
288.0,9,10,False,289.0
288.0,10,11,False,289.0
289.0,1,16,True,195.0
289.0,2,6,False,290.0
289.0,3,4,False,290.0
289.0,4,5,False,290.0
289.0,5,6,False,290.0
289.0,6,8,False,290.0
289.0,7,16,False,290.0
289.0,8,6,False,290.0
289.0,9,10,False,290.0
289.0,10,11,False,290.0
290.0,1,16,True,195.0
290.0,2,6,False,291.0
290.0,3,4,False,291.0
290.0,4,5,False,291.0
290.0,5,6,False,291.0
290.0,6,8,False,291.0
290.0,7,16,False,291.0
290.0,8,6,False,291.0
290.0,9,10,False,291.0
290.0,10,11,False,291.0
291.0,1,16,True,195.0
291.0,2,6,False,292.0
291.0,3,4,False,292.0
291.0,4,5,False,292.0
291.0,5,6,False,292.0
291.0,6,8,False,292.0
291.0,7,16,False,292.0
291.0,8,6,False,292.0
291.0,9,10,False,292.0
291.0,10,11,False,292.0
292.0,1,16,True,195.0
292.0,2,6,False,293.0
292.0,3,4,False,293.0
292.0,4,5,False,293.0
292.0,5,6,False,293.0
292.0,6,8,False,293.0
292.0,7,16,False,293.0
292.0,8,6,False,293.0
292.0,9,10,False,293.0
292.0,10,11,False,293.0
293.0,1,16,True,195.0
293.0,2,6,False,294.0
293.0,3,4,False,294.0
293.0,4,5,False,294.0
293.0,5,6,False,294.0
293.0,6,8,False,294.0
293.0,7,16,False,294.0
293.0,8,6,False,294.0
293.0,9,10,False,294.0
293.0,10,11,False,294.0
294.0,1,16,True,195.0
294.0,2,6,False,295.0
294.0,3,4,False,295.0
294.0,4,5,False,295.0
294.0,5,6,False,295.0
294.0,6,8,False,295.0
294.0,7,16,False,295.0
294.0,8,6,False,295.0
294.0,9,10,False,295.0
294.0,10,11,False,295.0
295.0,1,16,True,195.0
295.0,2,6,False,296.0
295.0,3,4,False,296.0
295.0,4,5,False,296.0
295.0,5,6,False,296.0
295.0,6,8,False,296.0
295.0,7,16,False,296.0
295.0,8,6,False,296.0
295.0,9,10,False,296.0
295.0,10,11,False,296.0
296.0,1,16,True,195.0
296.0,2,6,False,297.0
296.0,3,4,False,297.0
296.0,4,5,False,297.0
296.0,5,6,False,297.0
296.0,6,8,False,297.0
296.0,7,16,False,297.0
296.0,8,6,False,297.0
296.0,9,10,False,297.0
296.0,10,11,False,297.0
297.0,1,16,True,195.0
297.0,2,6,False,298.0
297.0,3,4,False,298.0
297.0,4,5,False,298.0
297.0,5,6,False,298.0
297.0,6,8,False,298.0
297.0,7,16,False,298.0
297.0,8,6,False,298.0
297.0,9,10,False,298.0
297.0,10,11,False,298.0
298.0,1,16,True,195.0
298.0,2,6,False,299.0
298.0,3,4,False,299.0
298.0,4,5,False,299.0
298.0,5,6,False,299.0
298.0,6,8,False,299.0
298.0,7,16,False,299.0
298.0,8,6,False,299.0
298.0,9,10,False,299.0
298.0,10,11,False,299.0
299.0,1,16,True,195.0
299.0,2,6,False,300.0
299.0,3,5,False,300.0
299.0,4,5,False,300.0
299.0,5,8,False,300.0
299.0,6,8,False,300.0
299.0,7,16,False,300.0
299.0,8,6,False,300.0
299.0,9,10,False,300.0
299.0,10,11,False,300.0
300.0,1,16,True,195.0
300.0,2,6,False,301.0
300.0,3,5,False,301.0
300.0,4,5,False,301.0
300.0,5,8,False,301.0
300.0,6,8,False,301.0
300.0,7,16,False,301.0
300.0,8,6,False,301.0
300.0,9,10,False,301.0
300.0,10,11,False,301.0
301.0,1,16,True,195.0
301.0,2,6,False,302.0
301.0,3,5,False,302.0
301.0,4,5,False,302.0
301.0,5,8,False,302.0
301.0,6,8,False,302.0
301.0,7,16,False,302.0
301.0,8,6,False,302.0
301.0,9,10,False,302.0
301.0,10,11,False,302.0
302.0,1,16,True,195.0
302.0,2,6,False,303.0
302.0,3,5,False,303.0
302.0,4,5,False,303.0
302.0,5,8,False,303.0
302.0,6,8,False,303.0
302.0,7,16,False,303.0
302.0,8,6,False,303.0
302.0,9,10,False,303.0
302.0,10,11,False,303.0
303.0,1,16,True,195.0
303.0,2,6,False,304.0
303.0,3,5,False,304.0
303.0,4,5,False,304.0
303.0,5,8,False,304.0
303.0,6,8,False,304.0
303.0,7,16,False,304.0
303.0,8,6,False,304.0
303.0,9,10,False,304.0
303.0,10,11,False,304.0
304.0,1,16,True,195.0
304.0,2,6,False,305.0
304.0,3,5,False,305.0
304.0,4,5,False,305.0
304.0,5,8,False,305.0
304.0,6,8,False,305.0
304.0,7,16,False,305.0
304.0,8,6,False,305.0
304.0,9,10,False,305.0
304.0,10,11,False,305.0
305.0,1,16,True,195.0
305.0,2,6,False,306.0
305.0,3,5,False,306.0
305.0,4,5,False,306.0
305.0,5,8,False,306.0
305.0,6,8,False,306.0
305.0,7,16,False,306.0
305.0,8,6,False,306.0
305.0,9,10,False,306.0
305.0,10,11,False,306.0
306.0,1,16,True,195.0
306.0,2,6,False,307.0
306.0,3,5,False,307.0
306.0,4,5,False,307.0
306.0,5,8,False,307.0
306.0,6,8,False,307.0
306.0,7,16,False,307.0
306.0,8,6,False,307.0
306.0,9,10,False,307.0
306.0,10,11,False,307.0
307.0,1,16,True,195.0
307.0,2,6,False,308.0
307.0,3,5,False,308.0
307.0,4,5,False,308.0
307.0,5,8,False,308.0
307.0,6,8,False,308.0
307.0,7,16,False,308.0
307.0,8,6,False,308.0
307.0,9,10,False,308.0
307.0,10,11,False,308.0
308.0,1,16,True,195.0
308.0,2,6,False,309.0
308.0,3,5,False,309.0
308.0,4,5,False,309.0
308.0,5,8,False,309.0
308.0,6,8,False,309.0
308.0,7,16,False,309.0
308.0,8,6,False,309.0
308.0,9,10,False,309.0
308.0,10,11,False,309.0
309.0,1,16,True,195.0
309.0,2,6,False,310.0
309.0,3,5,False,310.0
309.0,4,5,False,310.0
309.0,5,8,False,310.0
309.0,6,8,False,310.0
309.0,7,16,False,310.0
309.0,8,6,False,310.0
309.0,9,10,False,310.0
309.0,10,11,False,310.0
310.0,1,16,True,195.0
310.0,2,6,False,311.0
310.0,3,5,False,311.0
310.0,4,5,False,311.0
310.0,5,8,False,311.0
310.0,6,8,False,311.0
310.0,7,16,False,311.0
310.0,8,6,False,311.0
310.0,9,10,False,311.0
310.0,10,11,False,311.0
311.0,1,16,True,195.0
311.0,2,6,False,312.0
311.0,3,5,False,312.0
311.0,4,5,False,312.0
311.0,5,8,False,312.0
311.0,6,8,False,312.0
311.0,7,16,False,312.0
311.0,8,6,False,312.0
311.0,9,10,False,312.0
311.0,10,11,False,312.0
312.0,1,16,True,195.0
312.0,2,6,False,313.0
312.0,3,5,False,313.0
312.0,4,5,False,313.0
312.0,5,8,False,313.0
312.0,6,8,False,313.0
312.0,7,16,False,313.0
312.0,8,6,False,313.0
312.0,9,10,False,313.0
312.0,10,11,False,313.0
313.0,1,16,True,195.0
313.0,2,6,False,314.0
313.0,3,5,False,314.0
313.0,4,5,False,314.0
313.0,5,8,False,314.0
313.0,6,8,False,314.0
313.0,7,16,False,314.0
313.0,8,6,False,314.0
313.0,9,10,False,314.0
313.0,10,11,False,314.0
314.0,1,16,True,195.0
314.0,2,6,False,315.0
314.0,3,5,False,315.0
314.0,4,5,False,315.0
314.0,5,8,False,315.0
314.0,6,8,False,315.0
314.0,7,16,False,315.0
314.0,8,6,False,315.0
314.0,9,10,False,315.0
314.0,10,11,False,315.0
315.0,1,16,True,195.0
315.0,2,6,False,316.0
315.0,3,5,False,316.0
315.0,4,5,False,316.0
315.0,5,8,False,316.0
315.0,6,8,False,316.0
315.0,7,16,False,316.0
315.0,8,6,False,316.0
315.0,9,10,False,316.0
315.0,10,11,False,316.0
316.0,1,16,True,195.0
316.0,2,6,False,317.0
316.0,3,5,False,317.0
316.0,4,5,False,317.0
316.0,5,8,False,317.0
316.0,6,8,False,317.0
316.0,7,16,False,317.0
316.0,8,6,False,317.0
316.0,9,10,False,317.0
316.0,10,11,False,317.0
317.0,1,16,True,195.0
317.0,2,6,False,318.0
317.0,3,5,False,318.0
317.0,4,5,False,318.0
317.0,5,8,False,318.0
317.0,6,8,False,318.0
317.0,7,16,False,318.0
317.0,8,6,False,318.0
317.0,9,10,False,318.0
317.0,10,11,False,318.0
318.0,1,16,True,195.0
318.0,2,6,False,319.0
318.0,3,5,False,319.0
318.0,4,5,False,319.0
318.0,5,8,False,319.0
318.0,6,8,False,319.0
318.0,7,16,False,319.0
318.0,8,6,False,319.0
318.0,9,10,False,319.0
318.0,10,11,False,319.0
319.0,1,16,True,195.0
319.0,2,6,False,320.0
319.0,3,5,False,320.0
319.0,4,6,False,320.0
319.0,5,8,False,320.0
319.0,6,8,False,320.0
319.0,7,16,False,320.0
319.0,8,5,False,320.0
319.0,9,10,False,320.0
319.0,10,11,False,320.0
320.0,1,16,True,195.0
320.0,2,6,False,321.0
320.0,3,5,False,321.0
320.0,4,6,False,321.0
320.0,5,8,False,321.0
320.0,6,8,False,321.0
320.0,7,16,False,321.0
320.0,8,5,False,321.0
320.0,9,10,False,321.0
320.0,10,11,False,321.0
321.0,1,16,True,195.0
321.0,2,6,False,322.0
321.0,3,5,False,322.0
321.0,4,6,False,322.0
321.0,5,8,False,322.0
321.0,6,8,False,322.0
321.0,7,16,False,322.0
321.0,8,5,False,322.0
321.0,9,10,False,322.0
321.0,10,11,False,322.0
322.0,1,16,True,195.0
322.0,2,6,False,323.0
322.0,3,5,False,323.0
322.0,4,6,False,323.0
322.0,5,8,False,323.0
322.0,6,8,False,323.0
322.0,7,16,False,323.0
322.0,8,5,False,323.0
322.0,9,10,False,323.0
322.0,10,11,False,323.0
323.0,1,16,True,195.0
323.0,2,6,False,324.0
323.0,3,5,False,324.0
323.0,4,6,False,324.0
323.0,5,8,False,324.0
323.0,6,8,False,324.0
323.0,7,16,False,324.0
323.0,8,5,False,324.0
323.0,9,10,False,324.0
323.0,10,11,False,324.0
324.0,1,16,True,195.0
324.0,2,6,False,325.0
324.0,3,5,False,325.0
324.0,4,6,False,325.0
324.0,5,8,False,325.0
324.0,6,8,False,325.0
324.0,7,16,False,325.0
324.0,8,5,False,325.0
324.0,9,10,False,325.0
324.0,10,11,False,325.0
325.0,1,16,True,195.0
325.0,2,6,False,326.0
325.0,3,5,False,326.0
325.0,4,6,False,326.0
325.0,5,8,False,326.0
325.0,6,8,False,326.0
325.0,7,16,False,326.0
